source_file,group_number,line_number,statement
raw_statements/email_statements_es.csv,52,3604,Las campañas suelen establecer objetivos de recaudación de fondos para satisfacer las necesidades financieras.
raw_statements/email_statements_es.csv,53,215,Las campañas suelen solicitar donaciones para apoyar sus actividades.
raw_statements/email_statements_es.csv,53,3150,Las campañas suelen solicitar donaciones para apoyar sus actividades.
raw_statements/email_statements_es.csv,54,634,Las campañas suelen solicitar donaciones para apoyar sus esfuerzos políticos.
raw_statements/email_statements_es.csv,54,2916,Las campañas suelen solicitar donaciones para apoyar sus esfuerzos políticos.
raw_statements/email_statements_es.csv,54,3394,Las campañas suelen solicitar donaciones para apoyar sus esfuerzos políticos.
raw_statements/email_statements_es.csv,55,236,Las campañas suelen solicitar donaciones para apoyar sus esfuerzos.
raw_statements/email_statements_es.csv,55,767,Las campañas suelen solicitar donaciones para apoyar sus esfuerzos.
raw_statements/email_statements_es.csv,55,3263,Las campañas suelen solicitar donaciones para apoyar sus esfuerzos.
raw_statements/email_statements_es.csv,56,94,Las campañas suelen solicitar donaciones para cumplir con los objetivos de recaudación de fondos.
raw_statements/email_statements_es.csv,56,2080,Las campañas suelen solicitar donaciones para cumplir con los objetivos de recaudación de fondos.
raw_statements/email_statements_es.csv,57,4280,Las decisiones de atención médica deben tomarse entre el paciente y su médico.
raw_statements/email_statements_es.csv,57,4317,Las decisiones de atención médica deben tomarse entre el paciente y su médico.
raw_statements/email_statements_es.csv,58,2091,Las elecciones brindan la oportunidad de cambiar a los representantes políticos.
raw_statements/email_statements_es.csv,58,2380,Las elecciones brindan la oportunidad de cambiar a los representantes políticos.
raw_statements/email_statements_es.csv,59,1834,Las elecciones las deciden los votantes.
raw_statements/email_statements_es.csv,59,2345,Las elecciones las deciden los votantes.
raw_statements/email_statements_es.csv,60,729,Las elecciones pueden tener un impacto a largo plazo en la dirección de un país.
raw_statements/email_statements_es.csv,60,2851,Las elecciones pueden tener un impacto a largo plazo en la dirección de un país.
raw_statements/email_statements_es.csv,61,2803,Las elecciones requieren el apoyo de los votantes.
raw_statements/email_statements_es.csv,61,3286,Las elecciones requieren el apoyo de los votantes.
raw_statements/email_statements_es.csv,62,1990,Las familias trabajadoras necesitan apoyo.
raw_statements/email_statements_es.csv,62,2044,Las familias trabajadoras necesitan apoyo.
raw_statements/email_statements_es.csv,63,484,Las personas pueden darse de baja de las listas de correo electrónico si no desean recibir más comunicaciones.
raw_statements/email_statements_es.csv,63,572,Las personas pueden darse de baja de las listas de correo electrónico si no desean recibir más comunicaciones.
raw_statements/email_statements_es.csv,63,3050,Las personas pueden darse de baja de las listas de correo electrónico si no desean recibir más comunicaciones.
raw_statements/email_statements_es.csv,64,587,Las personas pueden darse de baja de las listas de correo electrónico si ya no desean recibir comunicaciones.
raw_statements/email_statements_es.csv,64,681,Las personas pueden darse de baja de las listas de correo electrónico si ya no desean recibir comunicaciones.
raw_statements/email_statements_es.csv,65,24,Lavarse las manos puede ayudar a prevenir la propagación de enfermedades.
raw_statements/email_statements_es.csv,65,3620,Lavarse las manos puede ayudar a prevenir la propagación de enfermedades.
raw_statements/email_statements_es.csv,66,2554,Los anuncios de televisión se utilizan en campañas políticas.
raw_statements/email_statements_es.csv,66,2704,Los anuncios de televisión se utilizan en campañas políticas.
raw_statements/email_statements_es.csv,67,1508,Los candidatos a cargos políticos suelen solicitar donaciones para apoyar sus campañas.
raw_statements/email_statements_es.csv,67,4354,Los candidatos a cargos políticos suelen solicitar donaciones para apoyar sus campañas.
raw_statements/email_statements_es.csv,68,864,Los correos electrónicos se pueden usar para comunicarse con los seguidores y solicitar donaciones.
raw_statements/email_statements_es.csv,68,2878,Los correos electrónicos se pueden usar para comunicarse con los seguidores y solicitar donaciones.
raw_statements/email_statements_es.csv,68,3377,Los correos electrónicos se pueden usar para comunicarse con los seguidores y solicitar donaciones.
raw_statements/email_statements_es.csv,69,571,Los correos electrónicos se pueden usar para solicitar donaciones para campañas políticas.
raw_statements/email_statements_es.csv,69,2847,Los correos electrónicos se pueden usar para solicitar donaciones para campañas políticas.
raw_statements/email_statements_es.csv,70,2914,Los correos electrónicos se utilizan para comunicarse con los seguidores y solicitar donaciones.
raw_statements/email_statements_es.csv,70,3129,Los correos electrónicos se utilizan para comunicarse con los seguidores y solicitar donaciones.
raw_statements/email_statements_es.csv,71,687,Los correos electrónicos son un método común para que los políticos se comuniquen con sus seguidores y soliciten donaciones.
raw_statements/email_statements_es.csv,71,3148,Los correos electrónicos son un método común para que los políticos se comuniquen con sus seguidores y soliciten donaciones.
raw_statements/email_statements_es.csv,72,468,Los correos electrónicos son una forma de que los políticos se comuniquen con sus seguidores.
raw_statements/email_statements_es.csv,72,2806,Los correos electrónicos son una forma de que los políticos se comuniquen con sus seguidores.
raw_statements/email_statements_es.csv,73,278,Los líderes deben estar bien informados sobre los problemas que afectan a sus distritos.
raw_statements/email_statements_es.csv,73,2835,Los líderes deben estar bien informados sobre los problemas que afectan a sus distritos.
raw_statements/email_statements_es.csv,74,290,Los líderes deben ser transparentes.
raw_statements/email_statements_es.csv,74,3402,Los líderes deben ser transparentes.
raw_statements/email_statements_es.csv,75,313,"Los miembros del Congreso abordan temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,75,2927,"Los miembros del Congreso abordan temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,75,3242,"Los miembros del Congreso abordan temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,76,201,"Los miembros del Congreso pueden trabajar en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,76,448,"Los miembros del Congreso pueden trabajar en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,76,2951,"Los miembros del Congreso pueden trabajar en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,77,3386,"Los miembros del Congreso pueden trabajar en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del seguro social y Medicare."
raw_statements/email_statements_es.csv,77,3390,"Los miembros del Congreso pueden trabajar en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del seguro social y Medicare."
raw_statements/email_statements_es.csv,78,2843,Los miembros del Congreso representan distritos específicos.
raw_statements/email_statements_es.csv,78,3222,Los miembros del Congreso representan distritos específicos.
raw_statements/email_statements_es.csv,79,265,Los miembros del Congreso sirven a distritos específicos.
raw_statements/email_statements_es.csv,79,330,Los miembros del Congreso sirven a distritos específicos.
raw_statements/email_statements_es.csv,79,739,Los miembros del Congreso sirven a distritos específicos.
raw_statements/email_statements_es.csv,80,2857,Los miembros del Congreso son elegidos para representar a los distritos.
raw_statements/email_statements_es.csv,80,2960,Los miembros del Congreso son elegidos para representar a los distritos.
raw_statements/email_statements_es.csv,81,458,"Los miembros del Congreso trabajan en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,81,797,"Los miembros del Congreso trabajan en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,82,821,Los políticos suelen pedir donaciones para apoyar sus campañas.
raw_statements/email_statements_es.csv,82,2224,Los políticos suelen pedir donaciones para apoyar sus campañas.
raw_statements/email_statements_es.csv,83,663,"Los políticos trabajan en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,83,3257,"Los políticos trabajan en temas como el cambio climático, la infraestructura, la falta de vivienda y la protección del Seguro Social y Medicare."
raw_statements/email_statements_es.csv,84,426,Los voluntarios son importantes para las campañas políticas.
raw_statements/email_statements_es.csv,84,2051,Los voluntarios son importantes para las campañas políticas.
raw_statements/email_statements_es.csv,85,486,Los votantes son contactados durante las campañas para compartir mensajes y obtener apoyo.
raw_statements/email_statements_es.csv,85,3128,Los votantes son contactados durante las campañas para compartir mensajes y obtener apoyo.
raw_statements/email_statements_es.csv,86,2180,"Margaret es una voz firme a favor de nuestros valores: aporta una increíble ética laboral y sentido común a su lucha por las familias trabajadoras, para proteger el frágil medio ambiente de Florida, por una atención médica accesible y asequible, y contra los intereses especiales que se han apoderado de nuestro proceso político."
raw_statements/email_statements_es.csv,86,2543,"Margaret es una voz firme a favor de nuestros valores: aporta una increíble ética laboral y sentido común a su lucha por las familias trabajadoras, para proteger el frágil medio ambiente de Florida, por una atención médica accesible y asequible, y contra los intereses especiales que se han apoderado de nuestro proceso político."
raw_statements/email_statements_es.csv,87,318,Negarse a debatir priva a los votantes de la oportunidad de conocer a los candidatos.
raw_statements/email_statements_es.csv,87,3109,Negarse a debatir priva a los votantes de la oportunidad de conocer a los candidatos.
raw_statements/email_statements_es.csv,88,576,Proteger el Seguro Social y Medicare es importante para muchas personas.
raw_statements/email_statements_es.csv,88,1891,Proteger el Seguro Social y Medicare es importante para muchas personas.
raw_statements/email_statements_es.csv,89,1988,Seguir los consejos de la ciencia y de los expertos puede ayudar a controlar un virus.
raw_statements/email_statements_es.csv,89,2698,Seguir los consejos de la ciencia y de los expertos puede ayudar a controlar un virus.
raw_statements/email_statements_es.csv,90,101,"Un día de trabajo honesto debería ser suficiente para tener comida en la mesa, un techo sobre la cabeza y cubrir el costo de los medicamentos necesarios."
raw_statements/email_statements_es.csv,90,3582,"Un día de trabajo honesto debería ser suficiente para tener comida en la mesa, un techo sobre la cabeza y cubrir el costo de los medicamentos necesarios."
raw_statements/email_statements_es.csv,91,153,Un momento para llorar
raw_statements/email_statements_es.csv,91,155,Un momento para llorar
raw_statements/email_statements_es.csv,91,165,Un momento para llorar
raw_statements/email_statements_fr.csv,1,656,Boire de l'eau polluée peut entraîner des problèmes de santé.
raw_statements/email_statements_fr.csv,1,3088,Boire de l'eau polluée peut entraîner des problèmes de santé.
raw_statements/email_statements_fr.csv,2,645,Chaque vote compte lors d'une élection.
raw_statements/email_statements_fr.csv,2,1183,Chaque vote compte lors d'une élection.
raw_statements/email_statements_fr.csv,2,1487,Chaque vote compte lors d'une élection.
raw_statements/email_statements_fr.csv,3,1737,Des soins de santé accessibles et abordables préoccupent de nombreuses personnes.
raw_statements/email_statements_fr.csv,3,2417,Des soins de santé accessibles et abordables préoccupent de nombreuses personnes.
raw_statements/email_statements_fr.csv,4,734,Il est important de lutter contre le changement climatique.
raw_statements/email_statements_fr.csv,4,3302,Il est important de lutter contre le changement climatique.
raw_statements/email_statements_fr.csv,5,1410,L'accès à des soins de santé abordables préoccupe de nombreuses personnes.
raw_statements/email_statements_fr.csv,5,1863,L'accès à des soins de santé abordables préoccupe de nombreuses personnes.
raw_statements/email_statements_fr.csv,6,189,L'itinérance est un problème auquel il faut faire face.
raw_statements/email_statements_fr.csv,6,936,L'itinérance est un problème auquel il faut faire face.
raw_statements/email_statements_fr.csv,7,1918,La protection de l'environnement préoccupe certaines personnes.
raw_statements/email_statements_fr.csv,7,2167,La protection de l'environnement préoccupe certaines personnes.
raw_statements/email_statements_fr.csv,7,2176,La protection de l'environnement préoccupe certaines personnes.
raw_statements/email_statements_fr.csv,8,576,La protection de la sécurité sociale et de l'assurance-maladie est importante pour de nombreuses personnes.
raw_statements/email_statements_fr.csv,8,1891,La protection de la sécurité sociale et de l'assurance-maladie est importante pour de nombreuses personnes.
raw_statements/email_statements_fr.csv,9,542,La sauvegarde des informations de paiement peut accélérer les transactions.
raw_statements/email_statements_fr.csv,9,2939,La sauvegarde des informations de paiement peut accélérer les transactions.
raw_statements/email_statements_fr.csv,10,210,La sécurité sociale et l'assurance-maladie sont des programmes destinés à protéger le bien-être des individus.
raw_statements/email_statements_fr.csv,10,321,La sécurité sociale et l'assurance-maladie sont des programmes destinés à protéger le bien-être des individus.
raw_statements/email_statements_fr.csv,11,3094,"Le Congrès a un rôle à jouer dans la résolution de problèmes tels que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,11,3374,"Le Congrès a un rôle à jouer dans la résolution de problèmes tels que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,12,1867,Le changement climatique est un problème urgent qui nécessite une action immédiate.
raw_statements/email_statements_fr.csv,12,2718,Le changement climatique est un problème urgent qui nécessite une action immédiate.
raw_statements/email_statements_fr.csv,13,208,Le changement climatique est un sujet que certains responsables politiques souhaitent aborder.
raw_statements/email_statements_fr.csv,13,612,Le changement climatique est un sujet que certains responsables politiques souhaitent aborder.
raw_statements/email_statements_fr.csv,13,2910,Le changement climatique est un sujet que certains responsables politiques souhaitent aborder.
raw_statements/email_statements_fr.csv,14,274,Le courrier électronique est un moyen pour les politiciens de communiquer avec leurs partisans.
raw_statements/email_statements_fr.csv,14,768,Le courrier électronique est un moyen pour les politiciens de communiquer avec leurs partisans.
raw_statements/email_statements_fr.csv,15,476,Le courrier électronique est un outil de communication et de diffusion d'informations.
raw_statements/email_statements_fr.csv,15,858,Le courrier électronique est un outil de communication et de diffusion d'informations.
raw_statements/email_statements_fr.csv,16,892,Le jour du scrutin est un jour spécifique où le vote a lieu.
raw_statements/email_statements_fr.csv,16,1596,Le jour du scrutin est un jour spécifique où le vote a lieu.
raw_statements/email_statements_fr.csv,17,562,Le jour du scrutin est une date précise à laquelle le vote a lieu.
raw_statements/email_statements_fr.csv,17,2282,Le jour du scrutin est une date précise à laquelle le vote a lieu.
raw_statements/email_statements_fr.csv,18,2272,Le jour du scrutin est une date précise à laquelle les électeurs votent.
raw_statements/email_statements_fr.csv,18,2337,Le jour du scrutin est une date précise à laquelle les électeurs votent.
raw_statements/email_statements_fr.csv,19,2958,Le licenciement oblige les gens à chercher du travail en période d'incertitude économique.
raw_statements/email_statements_fr.csv,19,3260,Le licenciement oblige les gens à chercher du travail en période d'incertitude économique.
raw_statements/email_statements_fr.csv,20,3145,Le problème des sans-abri doit être résolu.
raw_statements/email_statements_fr.csv,20,3223,Le problème des sans-abri doit être résolu.
raw_statements/email_statements_fr.csv,21,3069,Le problème des sans-abri est un problème de société qui doit être résolu.
raw_statements/email_statements_fr.csv,21,3144,Le problème des sans-abri est un problème de société qui doit être résolu.
raw_statements/email_statements_fr.csv,22,318,Le refus de participer à un débat prive les électeurs de l'occasion d'en savoir plus sur les candidats.
raw_statements/email_statements_fr.csv,22,3109,Le refus de participer à un débat prive les électeurs de l'occasion d'en savoir plus sur les candidats.
raw_statements/email_statements_fr.csv,23,1066,Le vote anticipé permet aux citoyens de voter avant le jour officiel du scrutin.
raw_statements/email_statements_fr.csv,23,1521,Le vote anticipé permet aux citoyens de voter avant le jour officiel du scrutin.
raw_statements/email_statements_fr.csv,23,3929,Le vote anticipé permet aux citoyens de voter avant le jour officiel du scrutin.
raw_statements/email_statements_fr.csv,24,372,Le vote anticipé permet aux électeurs de voter avant le jour officiel du scrutin.
raw_statements/email_statements_fr.csv,24,1046,Le vote anticipé permet aux électeurs de voter avant le jour officiel du scrutin.
raw_statements/email_statements_fr.csv,25,384,Les allocations de chômage fournissent une aide financière aux personnes qui ont perdu leur emploi.
raw_statements/email_statements_fr.csv,25,2235,Les allocations de chômage fournissent une aide financière aux personnes qui ont perdu leur emploi.
raw_statements/email_statements_fr.csv,25,3950,Les allocations de chômage fournissent une aide financière aux personnes qui ont perdu leur emploi.
raw_statements/email_statements_fr.csv,26,1766,Les bulletins de vote par correspondance permettent aux électeurs de voter sans se rendre dans un bureau de vote.
raw_statements/email_statements_fr.csv,26,2426,Les bulletins de vote par correspondance permettent aux électeurs de voter sans se rendre dans un bureau de vote.
raw_statements/email_statements_fr.csv,27,545,Les bulletins de vote par correspondance sont utilisés lors des élections.
raw_statements/email_statements_fr.csv,27,2071,Les bulletins de vote par correspondance sont utilisés lors des élections.
raw_statements/email_statements_fr.csv,28,1532,Les bureaux de vote ont des heures d'ouverture spécifiques.
raw_statements/email_statements_fr.csv,28,3171,Les bureaux de vote ont des heures d'ouverture spécifiques.
raw_statements/email_statements_fr.csv,29,2002,Les bureaux de vote sont ouverts jusqu'à une heure précise le jour du scrutin.
raw_statements/email_statements_fr.csv,29,3347,Les bureaux de vote sont ouverts jusqu'à une heure précise le jour du scrutin.
raw_statements/email_statements_fr.csv,30,426,Les bénévoles jouent un rôle important dans les campagnes politiques.
raw_statements/email_statements_fr.csv,30,2051,Les bénévoles jouent un rôle important dans les campagnes politiques.
raw_statements/email_statements_fr.csv,31,3045,Les campagnes de réélection des politiciens peuvent être difficiles et compétitives.
raw_statements/email_statements_fr.csv,31,3205,Les campagnes de réélection des politiciens peuvent être difficiles et compétitives.
raw_statements/email_statements_fr.csv,32,459,Les campagnes de réélection peuvent être difficiles et compétitives.
raw_statements/email_statements_fr.csv,32,2876,Les campagnes de réélection peuvent être difficiles et compétitives.
raw_statements/email_statements_fr.csv,33,3048,Les campagnes de réélection peuvent être difficiles et nécessitent du soutien.
raw_statements/email_statements_fr.csv,33,3272,Les campagnes de réélection peuvent être difficiles et nécessitent du soutien.
raw_statements/email_statements_fr.csv,34,314,Les campagnes de réélection peuvent être difficiles.
raw_statements/email_statements_fr.csv,34,863,Les campagnes de réélection peuvent être difficiles.
raw_statements/email_statements_fr.csv,35,1930,Les campagnes demandent souvent de l'aide par e-mail.
raw_statements/email_statements_fr.csv,35,2694,Les campagnes demandent souvent de l'aide par e-mail.
raw_statements/email_statements_fr.csv,36,94,Les campagnes demandent souvent des dons pour atteindre les objectifs de collecte de fonds.
raw_statements/email_statements_fr.csv,36,2080,Les campagnes demandent souvent des dons pour atteindre les objectifs de collecte de fonds.
raw_statements/email_statements_fr.csv,37,215,Les campagnes demandent souvent des dons pour soutenir leurs activités.
raw_statements/email_statements_fr.csv,37,3150,Les campagnes demandent souvent des dons pour soutenir leurs activités.
raw_statements/email_statements_fr.csv,38,634,Les campagnes demandent souvent des dons pour soutenir leurs efforts politiques.
raw_statements/email_statements_fr.csv,38,2916,Les campagnes demandent souvent des dons pour soutenir leurs efforts politiques.
raw_statements/email_statements_fr.csv,39,236,Les campagnes demandent souvent des dons pour soutenir leurs efforts.
raw_statements/email_statements_fr.csv,39,767,Les campagnes demandent souvent des dons pour soutenir leurs efforts.
raw_statements/email_statements_fr.csv,40,292,Les campagnes ont souvent des dates limites pour la collecte de fonds.
raw_statements/email_statements_fr.csv,40,1854,Les campagnes ont souvent des dates limites pour la collecte de fonds.
raw_statements/email_statements_fr.csv,41,1571,Les campagnes politiques communiquent souvent avec leurs partisans par courrier électronique.
raw_statements/email_statements_fr.csv,41,1775,Les campagnes politiques communiquent souvent avec leurs partisans par courrier électronique.
raw_statements/email_statements_fr.csv,41,1835,Les campagnes politiques communiquent souvent avec leurs partisans par courrier électronique.
raw_statements/email_statements_fr.csv,42,20,Les campagnes politiques demandent souvent des dons pour financer leurs activités.
raw_statements/email_statements_fr.csv,42,845,Les campagnes politiques demandent souvent des dons pour financer leurs activités.
raw_statements/email_statements_fr.csv,43,40,Les campagnes politiques demandent souvent des dons pour soutenir leurs efforts.
raw_statements/email_statements_fr.csv,43,425,Les campagnes politiques demandent souvent des dons pour soutenir leurs efforts.
raw_statements/email_statements_fr.csv,44,2334,Les campagnes politiques ont des dates limites pour la collecte de fonds.
raw_statements/email_statements_fr.csv,44,2535,Les campagnes politiques ont des dates limites pour la collecte de fonds.
raw_statements/email_statements_fr.csv,45,2318,Les campagnes politiques ont souvent des dates limites pour la collecte de fonds.
raw_statements/email_statements_fr.csv,45,3072,Les campagnes politiques ont souvent des dates limites pour la collecte de fonds.
raw_statements/email_statements_fr.csv,46,680,Les campagnes politiques peuvent communiquer avec leurs partisans par courrier électronique.
raw_statements/email_statements_fr.csv,46,1821,Les campagnes politiques peuvent communiquer avec leurs partisans par courrier électronique.
raw_statements/email_statements_fr.csv,46,2062,Les campagnes politiques peuvent communiquer avec leurs partisans par courrier électronique.
raw_statements/email_statements_fr.csv,47,1823,Les campagnes politiques peuvent s'engager à rejeter l'argent des PAC des entreprises.
raw_statements/email_statements_fr.csv,47,2013,Les campagnes politiques peuvent s'engager à rejeter l'argent des PAC des entreprises.
raw_statements/email_statements_fr.csv,48,655,Les campagnes politiques peuvent être soutenues par des dons.
raw_statements/email_statements_fr.csv,48,669,Les campagnes politiques peuvent être soutenues par des dons.
raw_statements/email_statements_fr.csv,49,2802,Les campagnes politiques proposent parfois des marchandises en échange de dons.
raw_statements/email_statements_fr.csv,49,3423,Les campagnes politiques proposent parfois des marchandises en échange de dons.
raw_statements/email_statements_fr.csv,50,523,Les campagnes politiques sollicitent fréquemment des dons.
raw_statements/email_statements_fr.csv,50,2172,Les campagnes politiques sollicitent fréquemment des dons.
raw_statements/email_statements_fr.csv,51,622,Les campagnes politiques sollicitent souvent des contributions de la part de leurs partisans.
raw_statements/email_statements_fr.csv,51,3342,Les campagnes politiques sollicitent souvent des contributions de la part de leurs partisans.
raw_statements/email_statements_fr.csv,52,661,Les campagnes politiques sollicitent souvent des dons de la part de leurs partisans.
raw_statements/email_statements_fr.csv,52,1603,Les campagnes politiques sollicitent souvent des dons de la part de leurs partisans.
raw_statements/email_statements_fr.csv,53,546,Les campagnes politiques sollicitent souvent des dons.
raw_statements/email_statements_fr.csv,53,647,Les campagnes politiques sollicitent souvent des dons.
raw_statements/email_statements_fr.csv,54,696,Les campagnes politiques sont souvent financées par des dons.
raw_statements/email_statements_fr.csv,54,2168,Les campagnes politiques sont souvent financées par des dons.
raw_statements/email_statements_fr.csv,55,2459,"Les campagnes politiques utilisent des publicités télévisées, des publicités numériques et des courriers pour atteindre les électeurs."
raw_statements/email_statements_fr.csv,55,2689,"Les campagnes politiques utilisent des publicités télévisées, des publicités numériques et des courriers pour atteindre les électeurs."
raw_statements/email_statements_fr.csv,56,2363,Les campagnes politiques utilisent le courrier électronique pour communiquer avec leurs partisans et les informer.
raw_statements/email_statements_fr.csv,56,2396,Les campagnes politiques utilisent le courrier électronique pour communiquer avec leurs partisans et les informer.
raw_statements/email_statements_fr.csv,57,217,Les campagnes politiques utilisent le courrier électronique pour communiquer avec leurs partisans.
raw_statements/email_statements_fr.csv,57,975,Les campagnes politiques utilisent le courrier électronique pour communiquer avec leurs partisans.
raw_statements/email_statements_fr.csv,58,430,Les campagnes populaires reposent sur les contributions de nombreuses personnes.
raw_statements/email_statements_fr.csv,58,2797,Les campagnes populaires reposent sur les contributions de nombreuses personnes.
raw_statements/email_statements_fr.csv,59,2050,Les campagnes utilisent le courrier électronique pour communiquer avec leurs partisans et les informer.
raw_statements/email_statements_fr.csv,59,2157,Les campagnes utilisent le courrier électronique pour communiquer avec leurs partisans et les informer.
raw_statements/email_statements_fr.csv,60,403,Les candidats à des fonctions politiques peuvent être confrontés à des problèmes de réélection.
raw_statements/email_statements_fr.csv,60,2931,Les candidats à des fonctions politiques peuvent être confrontés à des problèmes de réélection.
raw_statements/email_statements_fr.csv,61,278,Les dirigeants devraient être bien informés des problèmes qui touchent leurs districts.
raw_statements/email_statements_fr.csv,61,2835,Les dirigeants devraient être bien informés des problèmes qui touchent leurs districts.
raw_statements/email_statements_fr.csv,62,290,Les dirigeants doivent faire preuve de transparence.
raw_statements/email_statements_fr.csv,62,3402,Les dirigeants doivent faire preuve de transparence.
raw_statements/email_statements_fr.csv,63,864,Les e-mails peuvent être utilisés pour communiquer avec les partisans et demander des dons.
raw_statements/email_statements_fr.csv,63,3377,Les e-mails peuvent être utilisés pour communiquer avec les partisans et demander des dons.
raw_statements/email_statements_fr.csv,64,468,Les e-mails sont un moyen pour les politiciens de communiquer avec leurs partisans.
raw_statements/email_statements_fr.csv,64,2806,Les e-mails sont un moyen pour les politiciens de communiquer avec leurs partisans.
raw_statements/email_statements_fr.csv,65,687,Les e-mails sont une méthode courante utilisée par les politiciens pour communiquer avec leurs partisans et demander des dons.
raw_statements/email_statements_fr.csv,65,3148,Les e-mails sont une méthode courante utilisée par les politiciens pour communiquer avec leurs partisans et demander des dons.
raw_statements/email_statements_fr.csv,66,445,"Les enseignants, les professeurs et les médecins peuvent faire des dons à des campagnes politiques."
raw_statements/email_statements_fr.csv,66,3071,"Les enseignants, les professeurs et les médecins peuvent faire des dons à des campagnes politiques."
raw_statements/email_statements_fr.csv,67,1990,Les familles qui travaillent ont besoin de soutien.
raw_statements/email_statements_fr.csv,67,2044,Les familles qui travaillent ont besoin de soutien.
raw_statements/email_statements_fr.csv,68,2170,Les gens dorment généralement la nuit.
raw_statements/email_statements_fr.csv,68,2319,Les gens dorment généralement la nuit.
raw_statements/email_statements_fr.csv,69,2060,Les gens ont besoin d'argent pour financer leurs campagnes.
raw_statements/email_statements_fr.csv,69,2652,Les gens ont besoin d'argent pour financer leurs campagnes.
raw_statements/email_statements_fr.csv,70,313,"Les membres du Congrès abordent des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,70,2927,"Les membres du Congrès abordent des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,70,3242,"Les membres du Congrès abordent des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,70,3376,"Les membres du Congrès abordent des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,71,234,Les membres du Congrès desservent des districts spécifiques des États-Unis.
raw_statements/email_statements_fr.csv,71,2892,Les membres du Congrès desservent des districts spécifiques des États-Unis.
raw_statements/email_statements_fr.csv,72,265,Les membres du Congrès desservent des districts spécifiques.
raw_statements/email_statements_fr.csv,72,330,Les membres du Congrès desservent des districts spécifiques.
raw_statements/email_statements_fr.csv,72,739,Les membres du Congrès desservent des districts spécifiques.
raw_statements/email_statements_fr.csv,73,201,"Les membres du Congrès peuvent travailler sur des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,73,448,"Les membres du Congrès peuvent travailler sur des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,73,2951,"Les membres du Congrès peuvent travailler sur des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,73,3390,"Les membres du Congrès peuvent travailler sur des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,74,2843,Les membres du Congrès représentent des districts spécifiques.
raw_statements/email_statements_fr.csv,74,3222,Les membres du Congrès représentent des districts spécifiques.
raw_statements/email_statements_fr.csv,75,628,"Les membres du Congrès sont élus pour aborder des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,75,686,"Les membres du Congrès sont élus pour aborder des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
raw_statements/email_statements_fr.csv,76,2857,Les membres du Congrès sont élus pour représenter les districts.
raw_statements/email_statements_fr.csv,76,2960,Les membres du Congrès sont élus pour représenter les districts.
raw_statements/email_statements_fr.csv,77,272,"Les membres du Congrès travaillent sur des questions telles que le changement climatique, les infrastructures, le problème des sans-abri et la protection de la sécurité sociale et de l'assurance-maladie."
