id,name,available,createdAt,updatedAt,statementId
7291,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1216
7292,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1216
7293,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1216
7294,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1216
7295,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1216
7296,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1216
7297,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1217
7298,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1217
7299,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1217
7300,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1217
7301,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1217
7302,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1217
7303,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1218
7304,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1218
7305,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1218
7306,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1218
7307,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1218
7308,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1218
7309,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1219
7310,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1219
7311,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1219
7312,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1219
7313,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1219
7314,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1219
7315,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1220
7316,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1220
7317,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1220
7318,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1220
7319,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1220
7320,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1220
7321,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1221
7322,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1221
7323,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1221
7324,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1221
7325,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1221
7326,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1221
7327,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1222
7328,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1222
7329,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1222
7330,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1222
7331,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1222
7332,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1222
7333,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1223
7334,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1223
7335,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1223
7336,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1223
7337,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1223
7338,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1223
7339,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1224
7340,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1224
7341,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1224
7342,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1224
7343,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1224
7344,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1224
7345,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1225
7346,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1225
7347,figure_of_speech,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1225
7348,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1225
7349,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1225
7350,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1225
7351,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1226
7352,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1226
7353,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1226
7354,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1226
7355,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1226
7356,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1226
7357,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1227
7358,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1227
7359,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1227
7360,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1227
7361,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1227
7362,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1227
7363,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1228
7364,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1228
7365,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1228
7366,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1228
7367,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1228
7368,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1228
7369,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1229
7370,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1229
7371,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1229
7372,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1229
7373,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1229
7374,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1229
7375,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1230
7376,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1230
7377,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1230
7378,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1230
7379,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1230
7380,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1230
7381,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1231
7382,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1231
7383,figure_of_speech,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1231
7384,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1231
7385,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1231
7386,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1231
7387,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1232
7388,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1232
7389,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1232
7390,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1232
7391,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1232
7392,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1232
7393,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1233
7394,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1233
7395,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1233
7396,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1233
7397,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1233
7398,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1233
7399,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1234
7400,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1234
7401,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1234
7402,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1234
7403,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1234
7404,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1234
7405,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1235
7406,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1235
7407,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1235
7408,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1235
7409,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1235
7410,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1235
7411,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1236
7412,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1236
7413,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1236
7414,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1236
7415,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1236
7416,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1236
7417,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1237
7418,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1237
7419,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1237
7420,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1237
7421,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1237
7422,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1237
7423,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1238
7424,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1238
7425,figure_of_speech,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1238
7426,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1238
7427,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1238
7428,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1238
7429,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1239
7430,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1239
7431,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1239
7432,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1239
7433,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1239
7434,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1239
7435,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1240
7436,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1240
7437,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1240
7438,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1240
7439,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1240
7440,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1240
7441,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1241
7442,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1241
7443,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1241
7444,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1241
7445,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1241
7446,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1241
7447,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1242
7448,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1242
7449,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1242
7450,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1242
7451,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1242
7452,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1242
7453,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1243
7454,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1243
7455,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1243
7456,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1243
7457,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1243
7458,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1243
7459,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1244
7460,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1244
7461,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1244
7462,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1244
7463,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1244
7464,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1244
7465,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1245
7466,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1245
7467,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1245
7468,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1245
7469,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1245
7470,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1245
7471,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1246
7472,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1246
7473,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1246
7474,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1246
7475,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1246
7476,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1246
7477,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1247
7478,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1247
7479,figure_of_speech,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1247
7480,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1247
7481,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1247
7482,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1247
7483,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1248
7484,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1248
7485,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1248
7486,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1248
7487,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1248
7488,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1248
7489,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1249
7490,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1249
7491,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1249
7492,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1249
7493,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1249
7494,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1249
7495,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1250
7496,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1250
7497,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1250
7498,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1250
7499,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1250
7500,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1250
7501,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1251
7502,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1251
7503,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1251
7504,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1251
7505,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1251
7506,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1251
7507,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1252
7508,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1252
7509,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1252
7510,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1252
7511,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1252
7512,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1252
7513,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1253
7514,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1253
7515,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1253
7516,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1253
7517,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1253
7518,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1253
7519,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1254
7520,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1254
7521,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1254
7522,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1254
7523,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1254
7524,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1254
7525,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1255
7526,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1255
7527,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1255
7528,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1255
7529,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1255
7530,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1255
7531,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1256
7532,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1256
7533,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1256
7534,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1256
7535,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1256
7536,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1256
7537,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1257
7538,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1257
7539,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1257
7540,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1257
7541,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1257
7542,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1257
7543,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1258
7544,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1258
7545,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1258
7546,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1258
7547,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1258
7548,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1258
7549,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1259
7550,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1259
7551,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1259
7552,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1259
7553,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1259
7554,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1259
7555,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1260
7556,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1260
7557,figure_of_speech,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1260
7558,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1260
7559,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1260
7560,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1260
7561,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1261
7562,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1261
7563,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1261
7564,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1261
7565,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1261
7566,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1261
7567,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1262
7568,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1262
7569,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1262
7570,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1262
7571,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1262
7572,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1262
7573,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1263
7574,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1263
7575,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1263
7576,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1263
7577,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1263
7578,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1263
7579,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1264
7580,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1264
7581,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1264
7582,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1264
7583,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1264
7584,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1264
7585,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1265
7586,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1265
7587,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1265
7588,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1265
7589,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1265
7590,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1265
7591,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1266
7592,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1266
7593,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1266
7594,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1266
7595,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1266
7596,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1266
7597,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1267
7598,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1267
7599,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1267
7600,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1267
7601,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1267
7602,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1267
7603,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1268
7604,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1268
7605,figure_of_speech,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1268
7606,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1268
7607,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1268
7608,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1268
7609,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1269
7610,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1269
7611,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1269
7612,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1269
7613,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1269
7614,reasoning,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1269
7615,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1270
7616,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1270
7617,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1270
7618,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1270
7619,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1270
7620,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1270
7621,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1271
7622,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1271
7623,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1271
7624,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1271
7625,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1271
7626,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1271
7627,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1272
7628,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1272
7629,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1272
7630,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1272
7631,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1272
7632,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1272
7633,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1273
7634,everyday,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1273
7635,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1273
7636,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1273
7637,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1273
7638,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1273
7639,behavior,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1274
7640,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1274
7641,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1274
7642,judgment,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1274
7643,opinion,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1274
7644,reasoning,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1274
7645,behavior,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1275
7646,everyday,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1275
7647,figure_of_speech,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1275
7648,judgment,0,2023-04-08 12:23:28,2023-04-08 12:23:28,1275
7649,opinion,1,2023-04-08 12:23:28,2023-04-08 12:23:28,1275
