statement,elicitation,committer
"Se Alex ensinar alguma coisa a Sam, Sam ficará muito grato.",Amazon Translate,Amir
"Se Alex ensinar alguma coisa a Sam, Sam vai dar um soco em Alex.",Amazon Translate,Amir
"Se Alex ensina alguma coisa a Sam, então Sam é mais burro agora.",Amazon Translate,Amir
"Se Alex disser que Sam está gripado, Alex manterá distância e tomará outras precauções, por exemplo, vacinação.",Amazon Translate,Amir
"Se Alex disser que Sam está gripado, eles evitarão Sam.",Amazon Translate,Amir
"Se Alex dissesse que Sam estava gripado, eles pediriam a Sam que compartilhasse sua bebida com eles.",Amazon Translate,Amir
"Se Alex dissesse que Sam estava gripado, eles manteriam a distância e não compartilhariam comida ou bebida com Sam.",Amazon Translate,Amir
"Se Alex contar alguma coisa a Sam, eles podem falar em um idioma que a segunda pessoa não entende.",Amazon Translate,Amir
"Se Alex mandar uma mensagem de volta para Sam, ele ficará irritado se não receber uma resposta imediatamente.",Amazon Translate,Amir
"Se Alex mandar uma mensagem de volta para Sam, ele aguardará pacientemente uma resposta.",Amazon Translate,Amir
"Se Alex fizesse uma festa surpresa de aniversário para Sam, Alex diria a todos os convidados que contassem a Sam sobre isso com antecedência.",Amazon Translate,Amir
"Se Alex fizer uma festa surpresa de aniversário para Sam, ele/ela tem o cuidado de considerar o que Sam gostaria.",Amazon Translate,Amir
"Se Alex fizer uma festa surpresa para Sam, eles farão questão de não contar a ninguém que não consiga manter um segredo sobre isso.",Amazon Translate,Amir
"Se Alex fizer uma festa surpresa para Sam, eles publicarão publicamente no Facebook que estão planejando uma festa surpresa para Sam.",Amazon Translate,Amir
"Se Alex fizer uma festa surpresa para Sam, ele convidará muitas pessoas.",Amazon Translate,Amir
"Se Alex fizer uma festa surpresa para Sam, ele fará com que seja uma surpresa.",Amazon Translate,Amir
"Se Alex fizer uma festa surpresa para Sam, eles não falarão sobre a festa, então ela será realmente uma surpresa.",Amazon Translate,Amir
"Se Alex o jogar de volta, Alex se esquece de pegá-lo.",Amazon Translate,Amir
"Se Alex a jogar de volta, caudas é a prática de jogar uma moeda no ar.",Amazon Translate,Amir
"Se Alex jogar de volta, Sam vai embora.",Amazon Translate,Amir
"Se Alex tentar tranquilizar Sam, Alex dará exemplos para Sam quando eles tiverem sucesso.",Amazon Translate,Amir
"Se Alex tentar tranquilizar Sam, ele não fará julgamentos.",Amazon Translate,Amir
"Se Alex tentar tranquilizar Sam, eles podem acabar dando conselhos ruins.",Amazon Translate,Amir
"Se Alex tentar tranquilizar Sam, eles falharão e dirão a Sam que são estúpidos.",Amazon Translate,Amir
"Se Alex rejeitar Sam, Alex é um tolo por se comportar de forma injuriosa e queimar uma ponte.",Amazon Translate,Amir
"Se Alex rejeitar Sam, ele ainda ficaria quieto e olharia fixamente.",Amazon Translate,Amir
"Se Alex rejeitar Sam, ele sairia com orgulho.",Amazon Translate,Amir
"Se Alex mudasse as coisas, ele/ela continuaria limpando.",Amazon Translate,Amir
"Se Alex enviar o vídeo, Alex espera que haja alguns espectadores.",Amazon Translate,Amir
"Se Alex enviar o vídeo, ele se esquece de publicá-lo.",Amazon Translate,Amir
"Se Alex enviar o vídeo, ele clicará no botão excluir se for um erro.",Amazon Translate,Amir
"Se Alex enviar o vídeo, ele desconectará o computador se for um erro.",Amazon Translate,Amir
"Se Alex enviar o vídeo, ele prestará atenção às consequências.",Amazon Translate,Amir
"Se Alex enviasse o vídeo, ele não se importaria com o resultado.",Amazon Translate,Amir
"Se Alex andar um pouco, eles não se moverão.",Amazon Translate,Amir
"Se Alex quiser um novo visual, ele deve mudar seu estilo e roupas.",Amazon Translate,Amir
"Se Alex quiser um novo visual, ele seria um tolo se traísse seu próprio senso de estilo em favor de estar na moda.",Amazon Translate,Amir
"Se Alex quiser um novo visual, ele deve considerar cuidadosamente seu senso de estilo antes de considerar o que está na moda.",Amazon Translate,Amir
"Se Alex quiser um novo visual, eles consideram apenas uma única opção.",Amazon Translate,Amir
"Se Alex quer que alguém corte sua grama, isso é feito por uma empresa.",Amazon Translate,Amir
"Se Alex quer que alguém tire seu lixo, é porque ele tem preguiça de fazer isso sozinho.",Amazon Translate,Amir
"Se Alex quiser ser professor, Morgan desencorajará Alex com motivos negativos para se tornar professor.",Amazon Translate,Amir
"Se Alex quiser ser professor, eles simplesmente aparecerão em uma escola e pedirão emprego.",Amazon Translate,Amir
"Se Alex quiser se tornar professor, eles se candidatariam a uma vaga de professor.",Amazon Translate,Amir
"Se Alex quiser ser professor, eles se tornariam pintores.",Amazon Translate,Amir
"Se Alex quiser lutar com Sam, a primeira pessoa elogiaria a segunda.",Amazon Translate,Amir
"Se Alex quiser lutar contra Sam, a primeira pessoa daria um soco no corpo da segunda pessoa.",Amazon Translate,Amir
"Se Alex quiser votar, eles podem esquecer de se registrar.",Amazon Translate,Amir
"Se Alex quiser votar, ele fará uma pesquisa aprofundada sobre os candidatos.",Amazon Translate,Amir
"Se Alex quiser escrever uma história, eles podem pensar erroneamente que a história será escrita sem nenhum trabalho.",Amazon Translate,Amir
"Se Alex quiser escrever uma história, eles se sentarão e começarão a escrevê-la.",Amazon Translate,Amir
"Se Alex quiser escrever uma história, eles encontram cola e brilhos, mas não um lápis.",Amazon Translate,Amir
"Se Alex quiser escrever uma história, eles pegarão um pedaço de papel e uma caneta e se sentarão para trabalhar.",Amazon Translate,Amir
"Se Alex quiser escrever uma história, não deve copiar e colar do computador.",Amazon Translate,Amir
"Se Alex quiser escrever uma história, eles se inspirarão vendo arte em um museu.",Amazon Translate,Amir
"Se Alex assistisse seu filme favorito, ele se sentaria no sofá.",Amazon Translate,Amir
"Se Alex assistisse seu filme favorito, ele jogaria um controle remoto na TV.",Amazon Translate,Amir
"Se Alex assistisse ao filme juntos, eles se certificariam de comer lanches.",Amazon Translate,Amir
"Se Alex usa calças, ele as usa nos braços.",Amazon Translate,Amir
"Se Alex ganhar alguma coisa, ele pode não saber a próxima linha de ação.",Amazon Translate,Amir
"Se Alex ganhar alguma coisa, eles reivindicarão o prêmio.",Amazon Translate,Amir
"Se Alex ganhasse alguma coisa, eles se sentiriam orgulhosos.",Amazon Translate,Amir
"Se Alex ganhasse alguma coisa, eles a jogariam fora.",Amazon Translate,Amir
"Se Alex trabalhar com os dedos até os ossos, ele não poderá mais trabalhar.",Amazon Translate,Amir
"Se Alex trabalhar com os dedos até os ossos, ele fará uma pausa para poder trabalhar mais depois do intervalo.",Amazon Translate,Amir
"Se Alex trabalhar com os dedos até os ossos, ele pode ignorar a dor.",Amazon Translate,Amir
"Se Alex mexesse os dedos até os ossos, ele gritaria de dor.",Amazon Translate,Amir
"Se Alex trabalhar com os dedos até os ossos, eles continuarão trabalhando, apesar de ser terrível para eles fisicamente.",Amazon Translate,Amir
"Se Alex trabalhar com os dedos até os ossos, ele descansará um pouco para recuperar a energia.",Amazon Translate,Amir
"Se Alex trabalha no turno da noite, ele pode trabalhar também pela manhã.",Amazon Translate,Amir
"Se Alex trabalha no turno da noite, eles o concluem com sucesso.",Amazon Translate,Amir
"Se Alex trabalhar no turno da noite, eles dormirão durante o dia e ficarão acordados para trabalhar.",Amazon Translate,Amir
"Se Alex trabalhar no turno da noite, eles ficarão completamente acordados no dia anterior.",Amazon Translate,Amir
"Se Alex trabalha no turno da noite, eles podem adormecer.",Amazon Translate,Amir
"Se Alex trabalha bem, ele passa o resto do dia sem fazer nada.",Amazon Translate,Amir
"Se Alex funciona bem, então Alex trabalha em um poço.",Amazon Translate,Amir
"Se Alex funcionar bem, eles ficarão frustrados com seu desempenho.",Amazon Translate,Amir
"Se Alex funcionar bem, eles geralmente serão recompensados por seus esforços.",Amazon Translate,Amir
"Se Alex corresse, ele correria pelo prédio de tijolos em vez de entrar nele.",Amazon Translate,Amir
"Se Alex colidisse com uma parede de tijolos, ele esmagaria seu rosto.",Amazon Translate,Amir
"Se eleito, exigirei responsabilidade por seus impostos.",Amazon Translate,Amir
"Se tudo parece estar indo bem, você obviamente esqueceu alguma coisa.",Amazon Translate,Amir
"Se a fortuna deseja tornar um homem estimado, ela lhe dá virtudes. Se ela deseja que ele seja estimado, ela lhe dá sucesso.",Amazon Translate,Amir
"O ensino superior precisa ser enfatizado repetidamente em casa desde tenra idade, caso contrário, pode não interessar aos estudantes.",Amazon Translate,Amir
"Se não estiver quebrado, não conserte.",Amazon Translate,Amir
"Se não estiver no controle de origem, então não existe.",Amazon Translate,Amir
"Se Jake adotar um cachorro, isso poderia destruir seu sustento.",Amazon Translate,Amir
"Se Jake trouxesse uma chave extra para Mary, ele a deixaria na caixa de correio sem informá-la.",Amazon Translate,Amir
"Se Jake fosse escovar os dentes de Mary, ele pediria permissão primeiro.",Amazon Translate,Amir
Concluir seus estudos daria a Jake uma sensação de satisfação.,Amazon Translate,Amir
"Quando Jake considera o exemplo de John, ele tem o potencial de se tornar a pessoa mais forte e apta de todos os tempos.",Amazon Translate,Amir
"Se Jake convidasse pessoas, ele poderia esquecer de dar instruções.",Amazon Translate,Amir
"Se Jake está sentindo um pouco de frio, pode ser porque eles estão no vácuo do espaço.",Amazon Translate,Amir
"Se Jake planejasse o casamento de Mary, poderia ser um desastre devido à má gestão.",Amazon Translate,Amir
"Se Jake se recusar a pagar, outros podem ter que contribuir para ele.",Amazon Translate,Amir
"Se Jake visse uma placa, ele seguiria as instruções dadas na placa.",Amazon Translate,Amir
"Se Jake parasse abruptamente na frente de John, John poderia potencialmente se deparar com Jake por trás.",Amazon Translate,Amir
"Se Jake enviar um vídeo por engano, ele desconectará o computador.",Amazon Translate,Amir
"Se Jake quisesse um novo visual, ele consideraria raspar a cabeça.",Amazon Translate,Amir
"Se Jake quiser escrever uma história, ele não deve copiar e colar do computador.",Amazon Translate,Amir
"Se Jake estiver vestindo um maiô, pode haver uma chance de ele não saber nadar.",Amazon Translate,Amir
"Se John afetar a saúde de Mary, ele pode se oferecer para comprar alguns remédios para ela.",Amazon Translate,Amir
"Se John prejudicasse a saúde de Mary, ele cuidaria dela, se necessário.",Amazon Translate,Amir
"Quando John faz uma pergunta, ele presta atenção à resposta dada.",Amazon Translate,Amir
"Se John pedir que Jake se sente, isso pode sugerir que John quer que Jake ouça.",Amazon Translate,Amir
"Se John se tornar policial, ele precisaria melhorar suas habilidades com armas de fogo.",Amazon Translate,Amir
"Se John implorar à mãe de Mary, então John provavelmente se sente culpado.",Amazon Translate,Amir
"Se John quebrar o tornozelo de Jake, ele pode continuar seu caminho.",Amazon Translate,Amir
"Se John quebrasse o pé de Jake, Jake poderia perguntar por que John fez isso.",Amazon Translate,Amir
"Se John levar Jake ao chão, pode ser porque eles estão praticando manobras táticas.",Amazon Translate,Amir
"Se John trouxesse uma chave extra para Mary, ele primeiro decidiria qual delas usar.",Amazon Translate,Amir
"Se John trouxer a notícia para Mary, provavelmente é verdade.",Amazon Translate,Amir
"Se John construir uma casa de pássaros, ele pode pendurá-la dentro da casa.",Amazon Translate,Amir
"Se John comprar uma cadeira nova, talvez nem pense em se sentar nela.",Amazon Translate,Amir
"Se John ligar para a mãe de Jake, ele poderá encerrar a ligação abruptamente.",Amazon Translate,Amir
"Se John falar com a mãe de Jake, ele pode falar por um tempo.",Amazon Translate,Amir
"Se John se aproximar de Jake, Jake pode simplesmente não se importar.",Amazon Translate,Amir
"Se John se aproximar de Mary, ela pode fazer barulhos irritantes.",Amazon Translate,Amir
"Se João considerar o exemplo de Maria, ele fará perguntas a respeito.",Amazon Translate,Amir
"Se John manchar seus jeans, ele pode andar com eles o dia todo.",Amazon Translate,Amir
"Se John grita um rio para Jake, isso sugere que John estava merecendo.",Amazon Translate,Amir
"Se John chora Jake em um rio, algo ruim deve ter acontecido.",Amazon Translate,Amir
"Se John decidisse não ser amigo de Jake, isso poderia fazer com que Jake não se sentisse querido.",Amazon Translate,Amir
"Se John se cavar em um buraco, isso pode deixá-lo de mau humor.",Amazon Translate,Amir
"Quando John chega a uma conclusão, ela se baseia nas conclusões de várias outras pessoas.",Amazon Translate,Amir
"Se John aproximar Mary, pode ser porque ele quer beijá-la na bochecha.",Amazon Translate,Amir
"Se John se cavasse em um buraco, a melhor coisa a fazer seria sair do buraco, não se aprofundar.",Amazon Translate,Amir
"Se John fizer valer seus direitos, ele pode não fazer isso corretamente.",Amazon Translate,Amir
John fazer valer seus direitos pode ser inapropriado porque ele não tem autoridade para fazer isso.,Amazon Translate,Amir
"Se John explicar seus motivos, é provável que façam sentido.",Amazon Translate,Amir
"Se John alimentasse o peixe, ele o faria à distância.",Amazon Translate,Amir
"Se John enchesse o copo de Mary, ele esperaria que o copo transbordasse enquanto ele servia, para que Mary pudesse desfrutar o máximo possível da bebida.",Amazon Translate,Amir
"Se John encontrasse um livro para ler, ele encontraria um lugar tranquilo para lê-lo.",Amazon Translate,Amir
"Se John desse flores a Mary, ele esperaria que ela gostasse delas.",Amazon Translate,Amir
"Se John conseguisse um segundo emprego, ele começaria a relaxar no primeiro e no segundo emprego, assumindo que nenhum dos empregos o demitiria.",Amazon Translate,Amir
"Se John receber um prêmio, ele se sentirá feliz.",Amazon Translate,Amir
"Se John voltasse para casa, ele ficaria do lado de fora.",Amazon Translate,Amir
John voltar para casa é apenas uma parte de sua rotina.,Amazon Translate,Amir
"Se John se cansar, ele pode conversar com todo mundo.",Amazon Translate,Amir
"Se John pegasse um trem lotado, ele se sentaria em cima de outro passageiro.",Amazon Translate,Amir
"Se John pegasse um trem lotado, ele tentaria dividir o assento com alguém.",Amazon Translate,Amir
"Mesmo se John embarcasse em um trem lotado, ele não ficaria apertado.",Amazon Translate,Amir
"Se John recebesse uma carta, ele a jogaria no lixo sem sequer olhar para ela.",Amazon Translate,Amir
"Se John desse um ultimato a Jake, então Jake ouviria John.",Amazon Translate,Amir
"Se John der um ultimato a Jake, Jake presumiria que há mais.",Amazon Translate,Amir
"Se John for jogar, ele quer começar uma partida.",Amazon Translate,Amir
"Se John ficar com Jake, John pode dizer algo que ofenda Jake.",Amazon Translate,Amir
"Se John prejudicar a saúde de Mary, ele deixará de fazer o que a prejudica e pedirá desculpas.",Amazon Translate,Amir
"Se John tem um ótimo chefe, ele pode pular na mesa de seu chefe.",Amazon Translate,Amir
"Mesmo que John tenha um ótimo chefe, talvez ele queira encontrar um supervisor diferente.",Amazon Translate,Amir
"Se John estiver com febre alta, tudo o que ele precisa fazer é esperar que a febre diminua.",Amazon Translate,Amir
"Se John fizesse um teste de inglês amanhã, ele revisaria o material para o exame.",Amazon Translate,Amir
"Se John conseguir escapar, os guardas serão informados.",Amazon Translate,Amir
"Se John é legal, então ele também está feliz.",Amazon Translate,Amir
"Se John estiver sentindo um pouco de frio, ele pode ter usado muita roupa.",Amazon Translate,Amir
"Se John estiver com um pouco de calor, ele deveria vestir mais roupas.",Amazon Translate,Amir
"Se John estivesse sentindo um pouco de frio, ele beberia água gelada.",Amazon Translate,Amir
"Se John está se sentindo um pouco quente e cansado, é por causa de sua regulação hormonal.",Amazon Translate,Amir
"Se John estiver se sentindo um pouco quente, ele deve deixar o freezer aberto para ajudar a esfriar.",Amazon Translate,Amir
"Se John tiver problemas, ele chorará e desistirá.",Amazon Translate,Amir
"Se John está saindo de uma loja de fast-food com uma sacola, ela contém apenas condimentos.",Amazon Translate,Amir
"Se João é o melhor presente que Maria já recebeu, então Maria não tem ideia do que é um verdadeiro presente.",Amazon Translate,Amir
"Se John estiver vestindo um maiô, ele vai trabalhar.",Amazon Translate,Amir
"Se John se juntar à banda de Mary, ele não seria uma boa opção porque não canta nem toca nenhum instrumento.",Amazon Translate,Amir
"Se John ri de outra pessoa, é possível que John esteja triste.",Amazon Translate,Amir
"Se John ouvir as histórias de Mary, John fornecerá feedback.",Amazon Translate,Amir
"Se John perdesse todo seu dinheiro, ele deixaria o cassino e iria para casa.",Amazon Translate,Amir
"Se John perdesse todo o seu dinheiro, ele evitaria a verdade e fugiria da situação.",Amazon Translate,Amir
"Se João impressiona Maria, ele sempre presume que Maria está impressionada.",Amazon Translate,Amir
"Se John impressionar Jake, seria bom porque Jake foi educado e não tolo.",Amazon Translate,Amir
"Se John ganhasse dinheiro para Mary, ele não lhe daria o dinheiro.",Amazon Translate,Amir
"Se John garantir que é perfeito, então é perfeito.",Amazon Translate,Amir
"Se John se casar com a irmã de Jake, John se aproximaria de Jake.",Amazon Translate,Amir
"Se John se casar com a irmã de Mary, seria um desastre porque a irmã dela já é casada.",Amazon Translate,Amir
"Se John se casar com a irmã de Mary, John nunca mais falará com Mary.",Amazon Translate,Amir
"Se John encontrasse a amiga de Mary, ele perguntaria quem são e de onde vêm.",Amazon Translate,Amir
"Se John oferecer uma carona a Mary, ele deve seguir o mapa e não sua intuição.",Amazon Translate,Amir
"Se John joga dardos, então ele está praticando seu hobby.",Amazon Translate,Amir
"Se John afastar Mary, Mary temerá que ela seja atacada.",Amazon Translate,Amir
"Se John afastasse Mary, ele iria embora sem se desculpar.",Amazon Translate,Amir
"Se John colocasse Mary em julgamento, ele permitiria que Mary expressasse sua perspectiva sobre a situação.",Amazon Translate,Amir
"Se John atingir seu clímax, isso significa o fim.",Amazon Translate,Amir
"Se John redecorasse seu quarto, ele escolheria cores que não combinam bem e compraria itens impraticáveis para decoração.",Amazon Translate,Amir
"Se John alugar um apartamento para Mary, ela provavelmente teria que substituir a maioria das luminárias e pisos.",Amazon Translate,Amir
"Se John mora no apartamento de Mary, ele fecha as janelas quando chove para evitar danos causados pela água no chão.",Amazon Translate,Amir
"Se John correr tão rápido quanto Jake, John nunca conseguirá vencer Jake em uma corrida.",Amazon Translate,Amir
"Mesmo que John corresse o mais rápido que Mary pudesse, ele ainda perderia a corrida.",Amazon Translate,Amir
"Se John mostrar respeito por Mary, ele ainda pode fazer caretas bizarras ao fazer isso.",Amazon Translate,Amir
"Se John passa a maior parte do tempo com Mary, isso sugere que eles gostam da companhia um do outro.",Amazon Translate,Amir
"Se John começar a se exercitar, provavelmente perderá peso.",Amazon Translate,Amir
"Se John começasse seu novo emprego, ele começaria a ganhar a vida.",Amazon Translate,Amir
"Se John começar seu novo emprego, ele pode não fazer o que se espera dele nessa posição.",Amazon Translate,Amir
"Se John surpreender Mary com ingressos, então Mary provavelmente ficaria alegre e animada com o encontro deles.",Amazon Translate,Amir
"Se John fizer uma pausa, ele acabará correndo para o trabalho.",Amazon Translate,Amir
"Se João se aproveita de Maria, isso contradiz a ideia de que ele a ama e respeita.",Amazon Translate,Amir
"Se John confiscar a mesada de Jake, ele provavelmente a desperdiçaria.",Amazon Translate,Amir
"Se John tomar a família de Jake como refém, Jake provavelmente chamaria a polícia.",Amazon Translate,Amir
"Se John tomar a vacina contra a gripe de Jake por engano, ele deve informar imediatamente alguém sobre a situação.",Amazon Translate,Amir
"Se João seguir o conselho de Maria, isso indica que ele precisa do conselho de Maria.",Amazon Translate,Amir
"Se John tomar algum remédio, ele deve se sentir melhor em algumas horas.",Amazon Translate,Amir
"Se John pegasse o carro emprestado, ele não o colocaria em um lago porque está atento.",Amazon Translate,Amir
"Se John levar o lixo para fora, ele pode acidentalmente colocá-lo na lixeira.",Amazon Translate,Amir
"Se John falar sobre o relacionamento de Jake, então Jake gostaria de confrontar Jake sobre o que John disse.",Amazon Translate,Amir
"Se John falasse com a mãe de Mary, eles conversariam sobre um determinado assunto.",Amazon Translate,Amir
"Se John dissesse algo a Mary, ele falaria em um ritmo normal.",Amazon Translate,Amir
"Se John informar Mary que ele está gripado, Mary manterá distância e tomará medidas preventivas, como ser vacinada.",Amazon Translate,Amir
"Se John responder à mensagem de texto de Mary, ele esperaria pacientemente por uma resposta.",Amazon Translate,Amir
"Se John fizer uma festa surpresa de aniversário para Jake, John consideraria apenas o que ele acha agradável.",Amazon Translate,Amir
"Se John fizer uma festa surpresa para Mary, ele pode convidar muitas pessoas.",Amazon Translate,Amir
"Se John planeja uma festa surpresa para Mary, ele manteria isso em segredo.",Amazon Translate,Amir
"Se John rejeitar Jake, ele o faria de maneira amigável e respeitosa.",Amazon Translate,Amir
"Se John abaixar a música de Jake, Jake pode ficar estressado.",Amazon Translate,Amir
"Se John acidentalmente enviasse um vídeo, ele o excluiria.",Amazon Translate,Amir
"Se John fizer o upload de algo, ele sairá imediatamente depois.",Amazon Translate,Amir
"Se John enviar um vídeo, ele pode esquecer de publicá-lo.",Amazon Translate,Amir
"Se John deseja um novo visual, ele consideraria seu próprio gosto antes de seguir as últimas tendências.",Amazon Translate,Amir
"Se John pedir a outra pessoa que leve o lixo para fora, pode ser porque ele tem preguiça de fazer isso sozinho.",Amazon Translate,Amir
"Se John aspira ser professor, ele se candidataria a uma posição de ensino adequada.",Amazon Translate,Amir
"Se John quisesse ser professor, ele não apareceria simplesmente em uma escola e pediria emprego.",Amazon Translate,Amir
"Se John assistisse seu filme favorito, ele não direcionaria sua frustração para a TV jogando o controle remoto.",Amazon Translate,Amir
"Se John usa muitos chapéus, isso implica vários interesses.",Amazon Translate,Amir
"Se John embarcasse em um trem lotado, é improvável que houvesse muitos assentos disponíveis.",Amazon Translate,Amir
"Se John ganhar alguma coisa, talvez não saiba o que fazer a seguir.",Amazon Translate,Amir
"Se Maria e João se separarem, isso não significa que Maria seguirá João.",Amazon Translate,Amir
"Se Mary machucar o pé de John, ele gostaria que isso nunca tivesse acontecido.",Amazon Translate,Amir
"Se Mary cortasse o braço de John, eles tentariam estancar o sangramento.",Amazon Translate,Amir
"Se Mary dirige um carro na rodovia, isso não prova que ela esteja sob a influência do álcool.",Amazon Translate,Amir
"Se Mary pedir falência, seria irônico que John lhe pedisse um empréstimo.",Amazon Translate,Amir
"Se Mary fornecer instruções para Jake, há uma chance maior de elas estarem incorretas.",Amazon Translate,Amir
"Se Mary ingressar no clube de xadrez, ela provavelmente aprenderia o jogo e aspiraria a competir.",Amazon Translate,Amir
"Se Mary matar o irmão de John, ela tentará encobrir seus rastros.",Amazon Translate,Amir
"Se Mary conhecesse os amigos de John, ela conversaria com eles.",Amazon Translate,Amir
"Se Mary se mudar para uma casa nova, ela não vai morar em um apartamento.",Amazon Translate,Amir
"Se Mary planejar o casamento de John, ele será organizado e arrumado.",Amazon Translate,Amir
"Se Mary tomasse a vacina contra a gripe de John, eles não contariam a ninguém.",Amazon Translate,Amir
"Se Mary fizesse uma festa surpresa de aniversário para John, ela diria a todos os convidados que contassem a ele sobre isso com antecedência.",Amazon Translate,Amir
"Se Mary aceitasse a mesada de John, a polícia diria a John que Mary a roubou.",Amazon Translate,Amir
"Se Mary quisesse ser professora, ela se tornaria pintora.",Amazon Translate,Amir
"Se Mary quiser que alguém corte sua grama, uma empresa fará isso.",Amazon Translate,Amir
"Se Mary ganhasse mil dólares, ela gostaria de ir às compras.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max se sente feliz.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max recebe um anel.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max está ansioso.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max está animado.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max está nervoso.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max precisa conhecer alguém.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max quer ter um casamento feliz.",Amazon Translate,Amir
"Se Max está prestes a se casar, então Max quer ir em lua de mel.",Amazon Translate,Amir
"Se Max está prestes a se casar, Sam se sente feliz.",Amazon Translate,Amir
"Se Sam está prestes a se casar, então Sam ganha um vestido.",Amazon Translate,Amir
"Se Sam está prestes a se casar, então Sam diz que sim.",Amazon Translate,Amir
"Se Max adorou, então Max se sente feliz.",Amazon Translate,Amir
"Se Max adorou, então Max está entusiasmado.",Amazon Translate,Amir
"Se Max adorou, então Max bate os pés.",Amazon Translate,Amir
"Se Max adorou, então Max quer mostrá-lo a todos.",Amazon Translate,Amir
"Se Max absolutamente amou alguma coisa, então Max ganha conhecimento.",Amazon Translate,Amir
"Se Max amou alguém de verdade, então Max é fiel.",Amazon Translate,Amir
"Se Max absolutamente amou alguém, então Max quer pedi-la em casamento.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max fica fraco.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max se sente corrupto.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max é preso.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max é descuidado.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max está confiante.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max é condenado ao ostracismo.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max está fora de linha.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max precisa estar no poder.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max precisa se tornar gerente.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max precisa que as pessoas trabalhem para ele.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max precisa assumir o controle.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max quer estar no comando.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Max quer tomar ainda mais poder.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Sam é instruído sobre o que fazer.",Amazon Translate,Amir
"Se Max abusar do poder de Max, Sam se sente enganado.",Amazon Translate,Amir
"Se Max abusar do poder de Max, Sam se sente humilhado.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Sam quer que Max seja demitido.",Amazon Translate,Amir
"Se Max abusar do poder de Max, Sam quer denunciar Max ao RH.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Sam quer depor Max.",Amazon Translate,Amir
"Se Max abusar do poder de Max, Sam quer eleger outro líder.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Sam quer machucar Max.",Amazon Translate,Amir
"Se Max abusar do poder de Max, então Sam quer impedir Max.",Amazon Translate,Amir
"Se Max abusar de seu poder, Sam quer punir Max.",Amazon Translate,Amir
"Se Max abusar de seu poder, Sam quer remover Max.",Amazon Translate,Amir
"Se Max abusar de seu poder, Sam quer parar Max.",Amazon Translate,Amir
"Se Max aceita alegremente, ele se sente grato.",Amazon Translate,Amir
"Se Max aceitar alegremente, ele pretende aproveitar a oportunidade.",Amazon Translate,Amir
"Se Max aceita alegremente, então ele está aceitando.",Amazon Translate,Amir
"Se Max aceitar alegremente, ele agradece.",Amazon Translate,Amir
"Se Max aceita alegremente, então ele é gentil.",Amazon Translate,Amir
"Se Max aceitar alegremente, então ele é grato.",Amazon Translate,Amir
"Se Max aceita alegremente, então ele é humilde.",Amazon Translate,Amir
"Se Max aceita alegremente, então ele é grato.",Amazon Translate,Amir
"Se Max aceitar alegremente, ele agradece a alguém.",Amazon Translate,Amir
"Se Max aceitar alegremente, ele quer seguir em frente.",Amazon Translate,Amir
"Se Max aceitar alegremente, ele quer ir à festa.",Amazon Translate,Amir
"Se Max aceitar alegremente, Sam diz: “Você é bem-vindo”.",Amazon Translate,Amir
"Se Max aceitar alegremente, Sam quer dar uma festa.",Amazon Translate,Amir
"Se Max for aceito na faculdade, ele frequenta a orientação de calouros.",Amazon Translate,Amir
"Se Max for aceito na faculdade, ele se sentirá muito feliz.",Amazon Translate,Amir
"Se Max for aceito na faculdade, ele receberá um empréstimo.",Amazon Translate,Amir
"Se Max for aceito na faculdade, então ele está esperançoso.",Amazon Translate,Amir
"Se Max for aceito na faculdade, ele estuda.",Amazon Translate,Amir
"Se Max aceitar seu diploma, ele se sentirá realizado.",Amazon Translate,Amir
"Se Max aceitar seu diploma, ele se sentirá orgulhoso.",Amazon Translate,Amir
"Se Max aceitar seu diploma, ele se formará na faculdade.",Amazon Translate,Amir
"Se Max aceitar seu diploma, ele pretende se formar no ensino médio.",Amazon Translate,Amir
"Se Max aceitar seu diploma, ele estará adquirindo educação.",Amazon Translate,Amir
"Se Max aceitar seu diploma, ele será educado.",Amazon Translate,Amir
