statement,elicitation,committer
"Если Алекс присоединится к группе Сэма, они попадут в десятку лучших чартов уже через несколько дней.",Amazon Translate,Amir
"Если Алекс вступит в шахматный клуб, они научатся играть в эту игру и с нетерпением ждут участия в соревнованиях.",Amazon Translate,Amir
"Если Алекс вступит в шахматный клуб, они будут искать кого-то, с кем можно было бы поиграть в карты.",Amazon Translate,Amir
"Если Алекс оправдает свои действия, они будут молчать и гордиться собой.",Amazon Translate,Amir
"Если Алекс оправдает свои действия, они сами об этом сообщат.",Amazon Translate,Amir
"Если Алекс будет держать Сэма под контролем, он может попросить его об услуге.",Amazon Translate,Amir
"Если Алекс будет держать Сэма под контролем, Сэм будет в надежных руках.",Amazon Translate,Amir
"Если Алекс будет держать Сэма под контролем, Сэма могут подвергнуть опасности.",Amazon Translate,Amir
"Если Алекс поддержит настроение Сэма, высмеивая его.",Amazon Translate,Amir
"Если Алекс поддерживает дух Сэма, им следует действовать.",Amazon Translate,Amir
"Если Алекс поддерживает настроение Сэма, им следует использовать слова.",Amazon Translate,Amir
"Если Алекс убьет брата Сэма, им следует промолчать и скрыть все улики.",Amazon Translate,Amir
"Если Алекс убьет брата Сэма, он будет хвастаться этим на улице.",Amazon Translate,Amir
"Если Алекс убьет брата Сэма, он попытается замести следы.",Amazon Translate,Amir
"Если Алекс устроится на работу, он будет этим хвастаться.",Amazon Translate,Amir
"Если Алекс устроится на работу, он сосредоточится на ней.",Amazon Translate,Amir
"Если Алекс устроится на работу, они приедут рано в первый рабочий день, чтобы произвести хорошее впечатление.",Amazon Translate,Amir
"Если Алекс устроится на работу, они могут прийти на работу поздно в первый же день.",Amazon Translate,Amir
"Если Алекс посмеется над головой, им, возможно, будет грустно.",Amazon Translate,Amir
"Если Алекс посмеется, они просто уйдут.",Amazon Translate,Amir
"Если Алекс покинет здание, они проявят осторожность и посмотрят в обе стороны, прежде чем перейти улицу.",Amazon Translate,Amir
"Если Алекс выйдет из гостиной, он оставит свет включенным.",Amazon Translate,Amir
"Если Алекс выйдет из гостиной, он выключит свет.",Amazon Translate,Amir
"Если Алекс покинет гостиную, он может запутаться в том, что будет дальше.",Amazon Translate,Amir
"Если Алекс выйдет из гостиной, они выключат свет и телевизор.",Amazon Translate,Amir
"Если Алекс уедет из города, их могут арестовать, потому что они забыли связаться со своим сотрудником службы пробации.",Amazon Translate,Amir
"Если Алекс уедет из города, он будет весело проводить время в гостях у друзей, потому что он сообщил своему сотруднику службы пробации о своем местонахождении.",Amazon Translate,Amir
"Если Алекс уедет из города, они могут потеряться в сельской местности.",Amazon Translate,Amir
"Если Алекс уедет из города, у них есть заранее спланированный маршрут.",Amazon Translate,Amir
"Если Алекс посмотрит Сэму в лицо и попросит их уйти, Сэм уйдет.",Amazon Translate,Amir
"Если Алекс посмотрит Сэму в лицо и скажет, что солнце вращается вокруг Земли, Сэм подумает, что они неразумны.",Amazon Translate,Amir
"Если Алекс потеряет все свои деньги, они могут лгать и убежать от ситуации.",Amazon Translate,Amir
"Если Алекс потеряет все свои деньги, честно говоря, им будет разумно это признать.",Amazon Translate,Amir
"Если Алекс потеряет все свои деньги, они могут получить кредит, чтобы больше играть в азартные игры.",Amazon Translate,Amir
"Если Алекс потеряет все свои деньги, они покинут казино и вернутся домой.",Amazon Translate,Amir
"Если Алекс потеряет опору Сэма, они могут гордиться собой.",Amazon Translate,Amir
"Если Алекс потеряет опору Сэма, они предложат решение, как вернуть ее или заплатить за нее.",Amazon Translate,Amir
"Если Алекс потеряет опору Сэма, первый будет беспокоиться о втором.",Amazon Translate,Amir
"Если Алекс потеряет опору Сэма, то первый истерически посмеется над вторым.",Amazon Translate,Amir
"Если Алексу нравится игра Сэма, они будут аплодировать в середине выступления.",Amazon Translate,Amir
"Если Алекс отправит Сэму большое количество писем, Сэм умрет, потому что в коробке нет отверстий для воздуха.",Amazon Translate,Amir
"Если Алекс отправит Сэму большое количество писем, они решат, что отправлять письма человеку, вероятно, неразумно.",Amazon Translate,Amir
"Если Алекс сохранит равновесие Сэма, они попытаются посеять хаос в его жизни, чтобы вызвать у Сэма эмоциональное потрясение.",Amazon Translate,Amir
"Если Алекс сохраняет равновесие Сэма, значит Алекс удерживает равновесие в их руках.",Amazon Translate,Amir
"Если Алекс сохранит равновесие Сэма, его попытаются сбить с ног.",Amazon Translate,Amir
"Если у Алекса появится друг, он может задаться вопросом: «Что мы можем сделать вместе?»",Amazon Translate,Amir
"Если Алекс заведет друга, у него может возникнуть соблазн подшучивать над ними при каждой встрече.",Amazon Translate,Amir
"Если Алекс заводит нового друга, а затем нападает на него, это не настоящая дружба.",Amazon Translate,Amir
"Когда Алекс производит впечатление на Сэма, он часто думает, что Сэм впечатлен.",Amazon Translate,Amir
"Если Алекс произведет впечатление на Сэма, он может начать размышлять о его природе.",Amazon Translate,Amir
"В сценарии, когда Алекс производит впечатление на Сэма, все может испортиться, если его объятия заставят Сэма пролить кофе.",Amazon Translate,Amir
"Если Алекс почистит волосы, они будут выглядеть аккуратно и чисто.",Amazon Translate,Amir
"Если Алекс изменит ситуацию, она может не вернуться назад.",Amazon Translate,Amir
"Если Алекс говорит бессмысленно, люди, скорее всего, запутаются в его точке зрения.",Amazon Translate,Amir
"Если Алекс зарабатывает деньги для Сэма, он, возможно, не будет нуждаться в благодарности.",Amazon Translate,Amir
"Если Алекс незаконно заработает для Сэма деньги, они могут стать властями.",Amazon Translate,Amir
"Если Алекс зарабатывает деньги для Сэма, они могут не давать им эту сумму.",Amazon Translate,Amir
"Когда Алекс помогает реализовать великие амбиции Сэма, это еще больше обогащает жизнь.",Amazon Translate,Amir
"Если Алекс поможет мечтам Сэма воплотиться в жизнь, это может привести к реализации долгосрочных желаний Сэма.",Amazon Translate,Amir
"Если Алекс готовит сэндвичи, он не считает нужным обсуждать это с Морганом.",Amazon Translate,Amir
"Если Алекс готовит сэндвичи, он знает почти все виды сэндвичей на земле.",Amazon Translate,Amir
"Если Алекс не приготовит бутербродов, другие могут проголодаться.",Amazon Translate,Amir
"Если Алекс гарантирует, что все идеально, это гарантирует, что планы хорошо организованы.",Amazon Translate,Amir
"Если Алекс доработает план только для того, чтобы сорвать его заключительные этапы, это будет катастрофа.",Amazon Translate,Amir
"Если Алекс все делает правильно, но всё ещё не идеально, значит, всё не должно было быть идеально.",Amazon Translate,Amir
"Если Алекс позаботится о том, чтобы всё было идеально, значит, всё идеально.",Amazon Translate,Amir
"Если Алекс женится на сестре Сэма, его связь с Сэмом, скорее всего, укрепится.",Amazon Translate,Amir
"Если Алекс женится на сестре Сэма, он может решить дистанцироваться от Сэма.",Amazon Translate,Amir
"Если Алекс женится на сестре Сэма, он, скорее всего, будет строить планы на благополучное будущее.",Amazon Translate,Amir
"Если Алекс выйдет замуж за сестру Сэма, это вызовет осложнения, если она уже замужем.",Amazon Translate,Amir
"Если Алекс выйдет замуж за сестру Сэма, вместе они могут прожить прекрасную и насыщенную жизнь.",Amazon Translate,Amir
"Если Алекс встретится с Сэмом для ссоры, напряженность неизбежно возрастет.",Amazon Translate,Amir
"Встретившись с другом Сэма, Алекс может начать разговор сердитым тоном.",Amazon Translate,Amir
"Если Алекс встретится с другом Сэма, ему будет интересно узнать их происхождение.",Amazon Translate,Amir
"Если Алекс переедет в новый дом, он может переночевать на лужайке.",Amazon Translate,Amir
После переезда в новый дом проживание в квартире для Алекса не вариант.,Amazon Translate,Amir
"Если Алекс переедет в новый дом, он может прибегнуть к разрушительным действиям, таким как разбивание окон.",Amazon Translate,Amir
"Если Алекс переедет в новый дом, он может отпраздновать это событие, устроив масштабную вечеринку.",Amazon Translate,Amir
"Если Алекс останется в неведении о некоторых фактах, у него могут возникнуть подозрения.",Amazon Translate,Amir
"Если Алекс не узнает определенных фактов, то, возможно, он не должен знать.",Amazon Translate,Amir
"Когда Алекс предлагает Сэму подвезти, им лучше руководствоваться картой, а не интуицией.",Amazon Translate,Amir
"Если Алекс подвезет Сэма, приоритет будет заключаться в том, чтобы они оба добрались в целости и сохранности.",Amazon Translate,Amir
"Если Алекс пройдет тест Сэма, он, скорее всего, поблагодарит Сэма.",Amazon Translate,Amir
"Когда Алекс расплатится с долгами Сэма, он может испытать глубокое облегчение.",Amazon Translate,Amir
После оплаты долгов Сэма Алекс может запросить еще один кредит.,Amazon Translate,Amir
"Если Алекс выполняет свою работу, она обычно хорошо подготовлена и закончена заранее.",Amazon Translate,Amir
"Алекс склонен к нерешительности в отношении сдачи работы, когда он выполняет ее сам.",Amazon Translate,Amir
"Когда Алекс выполняет свою работу самостоятельно, он иногда не может решить, какое задание сдать.",Amazon Translate,Amir
"Если Алекс выполняет свою работу самостоятельно, он обычно выполняет ее удовлетворительно.",Amazon Translate,Amir
"Если Алекс выполнит свою работу, он может совершить грубые ошибки.",Amazon Translate,Amir
"В тех случаях, когда Алекс выполняет свою работу, она может быть выполнена неточно.",Amazon Translate,Amir
"Проводя анализ для Сэма, Алекс может не предоставить Сэму необходимые препараты.",Amazon Translate,Amir
"Если Алекс проводит анализ для Сэма, он гарантирует, что у Сэма есть все необходимые инструменты и среда, свободная от отвлекающих факторов.",Amazon Translate,Amir
"Если Алекс играет в регби, ему нужно быть готовым к сложным отборам.",Amazon Translate,Amir
"Когда Алекс играет в регби, он должен преуспевать в скорости.",Amazon Translate,Amir
"Если Алекс трахает песок, Алекс ест песок.",Amazon Translate,Amir
"Это была полезная информация, если Алекс трахает песок.",Amazon Translate,Amir
Если Алекс засовывает песок в унитаз и разбивает его.,Amazon Translate,Amir
"Если Алекс бьет по песку, можно ожидать, что песок быстро превратится в стекло.",Amazon Translate,Amir
"Если Алекс предотвратит нападение Сэма, Алекс непобедим.",Amazon Translate,Amir
"Если Алекс заберёт Сэма, Сэм не станет обращаться за помощью к Моргану.",Amazon Translate,Amir
"Если Алекс выключит свет у Сэма, он вызовет скорую помощь.",Amazon Translate,Amir
"Если Алекс выключит свет у Сэма, он снова ударит Сэма.",Amazon Translate,Amir
"Если Алекс отталкивает Сэма в сторону, Алекс не признает своего грубого поведения.",Amazon Translate,Amir
"Если Алекс оттолкнет Сэма в сторону, Алекс уйдет, не извинившись.",Amazon Translate,Amir
"Если Алекс обнимет Сэма, Морган подумает, что Алекс подшучивает над Сэмом.",Amazon Translate,Amir
"Если Алекс обнимет Сэма руками, чтобы сразиться.",Amazon Translate,Amir
"Если Алекс поднимет руку, Морган немедленно нападет на Алекса.",Amazon Translate,Amir
"Если Алекс достигнет апогея, тогда все закончится.",Amazon Translate,Amir
"Если Алекс переделает свою спальню, они выберут цвета, которые не очень хорошо сочетаются, и купят глупые вещи для украшения.",Amazon Translate,Amir
"Если Алекс откажется платить, другие должны внести свой вклад.",Amazon Translate,Amir
"Если Алекс снимет квартиру Сэма, он оставит окна открытыми, и начнется дождь, который испортит пол.",Amazon Translate,Amir
"Если Алекс арендует квартиру Сэма, он закроет окна во время дождя, чтобы вода не испортила пол.",Amazon Translate,Amir
"Если Алекс снимет квартиру Сэма, им придется заменить большинство светильников и полов.",Amazon Translate,Amir
"Если Алекс вернет машину, он может забрать ее.",Amazon Translate,Amir
"Если Алекс ездит высоко в седле, ему разумно воспитывать и других.",Amazon Translate,Amir
"Если Алекс ездит высоко в седле, принижать других слабо.",Amazon Translate,Amir
"Если Алекс едет высоко в седле, то они будут избегать любых предметов на своем пути, которые могут попасть в верхнюю часть тела.",Amazon Translate,Amir
"Если Алекс сядет высоко в седле, они могут упасть в нижнюю конечность и ударить себя по голове.",Amazon Translate,Amir
Если Алекс бегает как курица с отрезанной головой.,Amazon Translate,Amir
"Если Алекс пробежит так быстро, как Сэм, Алекс все равно проиграет гонку.",Amazon Translate,Amir
"Если Алекс будет бегать так же быстро, как Сэм, то Алекс никогда не сможет победить Сэма в гонке.",Amazon Translate,Amir
"Если Алекс будет бегать так быстро, как Сэм, то они достигнут единственной цели в жизни.",Amazon Translate,Amir
"Если Алекс скажет что-то подобное, никому не будет все равно.",Amazon Translate,Amir
"Если Алекс скажет что-то подобное, когда они прыгают со скалы.",Amazon Translate,Amir
"Если Алекс поцарапает билет, он воспользуется рукой.",Amazon Translate,Amir
"Если Алекс поцарапает билет, они проверят, выиграли ли они деньги.",Amazon Translate,Amir
"Если Алекс увидит летучую мышь, он ударит ее.",Amazon Translate,Amir
"Если Алекс увидит летучую мышь, он сфотографируется.",Amazon Translate,Amir
"Если Алекс увидит знак, они сделают противоположное тому, что написано на знаке.",Amazon Translate,Amir
"Если Алекс увидит знак, они сделают то, что написано на табличке.",Amazon Translate,Amir
"Если Алекс продает вещи на eBay, Алекса могут обмануть.",Amazon Translate,Amir
"Я не знаю, что такое eBay, если Алекс что-то продает на нем.",Amazon Translate,Amir
"Если Алекс продаст вещи на eBay, они разорятся.",Amazon Translate,Amir
"Если Алекс отправит Сэма в душ, Морган саркастически посмеется над Сэмом.",Amazon Translate,Amir
"Если Алекс отправит Сэма в душ, они посмеются при мысли о том, что он голый.",Amazon Translate,Amir
"Если Алекс отправит Сэма в душ, да.",Amazon Translate,Amir
"Если Алекс поделится своими знаниями, Алекс не отдаст должное.",Amazon Translate,Amir
"Если Алекс поделится своими знаниями, это будет неправильно.",Amazon Translate,Amir
"Если Алекс проявит к Сэму уважение, Алекс откажется от себя.",Amazon Translate,Amir
"Если Алекс проявляет к Сэму уважение, Сэму это безразлично.",Amazon Translate,Amir
"Если Алекс проявит к Сэму уважение, Сэм ответит ему неуважением.",Amazon Translate,Amir
"Если Алекс поскользнется на банановой кожуре, Морган посмеется над падением Алекса.",Amazon Translate,Amir
"Если Алекс говорит на раздвоенном языке, многие будут его хвалить.",Amazon Translate,Amir
"Если Алекс будет говорить на раздвоенном языке, Морган по глупости поссорится с Алексом.",Amazon Translate,Amir
"Если Алекс говорит на раздвоенном языке, они скажут именно то, что имеют в виду.",Amazon Translate,Amir
"Если Алекс будет проводить большую часть времени Сэма, Сэм будет разочарован.",Amazon Translate,Amir
"Если Алекс будет проводить большую часть времени Сэма, они с удовольствием проведут время.",Amazon Translate,Amir
"Если Алекс проведет несколько недель, они сдадутся.",Amazon Translate,Amir
"Если Алекс раздвинет ноги Сэма, он может извиниться, если собеседник почувствует себя неловко.",Amazon Translate,Amir
"Если Алекс приступит к новой работе, он будет недружелюбно относиться к своему новому боссу.",Amazon Translate,Amir
"Если Алекс приступит к новой работе, он попытается найти общий язык со своими коллегами.",Amazon Translate,Amir
"Если Алекс устроится на новую работу, они будут зарабатывать на жизнь.",Amazon Translate,Amir
"Если Алекс устроится на новую работу, они оскорбят руководителя.",Amazon Translate,Amir
"Если Алекс приступит к новой работе, они будут делать то, чего от них ожидали.",Amazon Translate,Amir
"Если Алекс устроится на новую работу, они не будут делать то, чего от нее ожидали.",Amazon Translate,Amir
"Если Алекс начнет заниматься спортом, он забудет поесть, а уровень сахара в крови снизится.",Amazon Translate,Amir
"Если Алекс начнет заниматься спортом, он сначала позаботится о белке, чтобы уровень сахара в крови не упал.",Amazon Translate,Amir
"Если Алекс начнет заниматься спортом, они достигнут более высокой физической формы.",Amazon Translate,Amir
"Если Алекс начнет заниматься спортом, они наберут вес.",Amazon Translate,Amir
"Если Алекс начнет заниматься спортом, они сами себе навредят.",Amazon Translate,Amir
"Если Алекс начнет заниматься спортом, они похудеют.",Amazon Translate,Amir
"Если Алекс начнет тренироваться, они сначала позаботятся о том, чтобы обувь была завязана.",Amazon Translate,Amir
"Если Алекс сегодня останется дома, он проведет день, отдыхая.",Amazon Translate,Amir
"Если Алекс останавливается перед Сэмом, то это потому, что они путешествуют во времени и хотят предотвратить смерть Сэма.",Amazon Translate,Amir
"Если Алекс остановится перед Сэмом, возможно, Сэм может столкнуться с Алексом сзади.",Amazon Translate,Amir
"Если Алекс растянет ноги Сэма, они расслабят большие группы мышц.",Amazon Translate,Amir
"Если Алекс растянет ноги Сэма, они потянут мышцы, растянувшись слишком далеко.",Amazon Translate,Amir
"Если Алекс удивит Сэма билетами, второй человек будет рад и взволнован этим свиданием.",Amazon Translate,Amir
"Если Алекс удивит Сэма билетами, второй заметит, что билеты предназначены для отдельных концертов.",Amazon Translate,Amir
"Если Алекс удивит Сэма билетами, они ожидают, что Сэм будет рад.",Amazon Translate,Amir
"Если Алекс размахивает битой, они играют в футбол.",Amazon Translate,Amir
"Если Алекс размахивает битой, они не проверили, безопасно ли кататься на качелях.",Amazon Translate,Amir
"Если Алекс размахивает битой, они размахивают, когда рядом другие.",Amazon Translate,Amir
"Если Алекс передохнет, необходимо перегруппироваться.",Amazon Translate,Amir
"Если Алекс передохнет, она превратится в спячку.",Amazon Translate,Amir
"Если Алекс передохнет, они, возможно, придумают, в чьей руке.",Amazon Translate,Amir
"Если Алекс передохнет, другой может и нет.",Amazon Translate,Amir
"Если Алекс передохнет, они хорошо отдохнут.",Amazon Translate,Amir
"Если Алекс передохнет, они побегут на работу.",Amazon Translate,Amir
"Если Алекс использует Сэма в своих интересах, то это потому, что они любят и уважают их.",Amazon Translate,Amir
"Если Алекс воспользуется преимуществами Сэма, Морган встанет на сторону Алекса в подрыве позиции Сэма.",Amazon Translate,Amir
"Если Алекс воспользуется Сэмом, Сэм будет счастлив.",Amazon Translate,Amir
"Если Алекс сделает свой выбор, он будет считать, что его выбор всегда правильный.",Amazon Translate,Amir
"Если Алекс выберет, он также внимательно рассмотрит другие варианты.",Amazon Translate,Amir
"Если Алексу потребуется много времени, он предположит, что Сэма похитили инопланетяне, и он никогда не вернется.",Amazon Translate,Amir
"Если Алексу потребуется много времени, они станут Крисом.",Amazon Translate,Amir
"Если Алекс верит Сэму на слово, Алекс считает, что Сэм во всем прав.",Amazon Translate,Amir
"Если Алекс поверит Сэму на слово, Алекс может испытывать негативные чувства к Сэму, если позже это окажется неправдой.",Amazon Translate,Amir
"Если Алекс верит Сэму на слово, Алекс делает вид, что они доверяют Сэму.",Amazon Translate,Amir
"Если Алекс поверит Сэму на слово, Алексу будут лгать.",Amazon Translate,Amir
Если Алекс поверит Сэму на слово за ответ.,Amazon Translate,Amir
"Если Алекс верит Сэму на слово, то это потому, что история казалась неправдоподобной.",Amazon Translate,Amir
"Если Алекс возьмет пособие Сэма, он сохранит его для Сэма.",Amazon Translate,Amir
"Если Алекс возьмет пособие Сэма, он растратит его впустую.",Amazon Translate,Amir
"Если Алекс заберет у Сэма пособие, Сэму скажут, что украли его.",Amazon Translate,Amir
"Если Алекс заберет семью Сэма, Алекс почувствует ответственность за семью.",Amazon Translate,Amir
"Если Алекс заберет семью Сэма, Алекс убьет ребенка.",Amazon Translate,Amir
"Если Алекс пригласит семью Сэма на ужин, Сэм будет благодарен.",Amazon Translate,Amir
"Если Алекс воспользуется шансом Сэма на успех, Сэм расстроится.",Amazon Translate,Amir
"Если Алекс выстрелит Сэма, убегай от Сэма.",Amazon Translate,Amir
"Если Алекс застрелит Сэма, они сдадутся полицейским.",Amazon Translate,Amir
"Если Алекс примет лекарство, через несколько часов они почувствуют себя лучше.",Amazon Translate,Amir
"Если Алекс примет какое-нибудь лекарство, они примут не то лекарство от своих недугов.",Amazon Translate,Amir
"Если Алекс сядет в машину, он поедет в озеро, потому что не обратил внимания.",Amazon Translate,Amir
"Если Алекс возьмет машину, они будут ехать до тех пор, пока в машине не закончится бензин, и они припаркуются на обочине дороги.",Amazon Translate,Amir
"Если Алекс заберет щенка, они объявят об этом в социальных сетях.",Amazon Translate,Amir
"Если Алекс заберет щенка, они замаскируют его внешний вид.",Amazon Translate,Amir
"Если Алекс вынесет мусор, вместо этого они могут выбросить его в мусорное ведро.",Amazon Translate,Amir
"Если Алекс вынесет мусор, они сделают это достаточно рано, чтобы мусорщик забрал его.",Amazon Translate,Amir
"Если Алекс возьмет отпуск, Алекс проведет время, отдыхая и выполняя работу, необходимую дома.",Amazon Translate,Amir
"Если Алекс возьмет отпуск, Алекс потратит время на вечеринки и безрассудную трату денег.",Amazon Translate,Amir
"Если Алекс загорит шкуру Сэма, они этого заслуживают.",Amazon Translate,Amir
"Если Алекс загорят шкуру Сэма, они упустят ни одного места.",Amazon Translate,Amir
"Если Алекс чему-то научит Сэма, Сэм становится еще более невежественным.",Amazon Translate,Amir
"Если Алекс чему-то научит Сэма, Сэм будет очень благодарен.",Amazon Translate,Amir
"Если Алекс чему-то научит Сэма, Сэм ударит Алекса.",Amazon Translate,Amir
"Если Алекс чему-то и учит Сэма, значит Сэм теперь глупее.",Amazon Translate,Amir
"Если Алекс скажет Сэму, что он болен гриппом, Алекс будет соблюдать дистанцию и принимать другие меры предосторожности, например вакцинацию.",Amazon Translate,Amir
"Если Алекс скажет Сэму, что он заболел гриппом, они избегут Сэма.",Amazon Translate,Amir
"Если Алекс скажет Сэму, что он болен гриппом, они попросят Сэма поделиться с ними напитком.",Amazon Translate,Amir
"Если Алекс скажет Сэму, что он болен гриппом, они будут держаться подальше и не будут делиться с Сэмом едой или напитками.",Amazon Translate,Amir
"Если Алекс что-то скажет Сэму, они могут говорить на языке, который второй человек не понимает.",Amazon Translate,Amir
"Если Алекс ответит Сэму, он разозлится, если не получит немедленного ответа.",Amazon Translate,Amir
"Если Алекс ответит Сэму, он будет терпеливо ждать ответа.",Amazon Translate,Amir
"Если Алекс устроит Сэму неожиданную вечеринку по случаю дня рождения, Алекс попросит всех приглашенных рассказать об этом Сэму заранее.",Amazon Translate,Amir
"Если Алекс устроит Сэму неожиданную вечеринку по случаю дня рождения, он/она тщательно продумает, что понравится Сэму.",Amazon Translate,Amir
"Если Алекс устроит Сэму вечеринку-сюрприз, они обязательно расскажут об этом никому, кто не сможет сохранить это в секрете.",Amazon Translate,Amir
"Если Алекс устроит Сэму вечеринку-сюрприз, они публично опубликуют в Facebook, что планируют устроить вечеринку-сюрприз для Сэма.",Amazon Translate,Amir
"Если Алекс устроит Сэму вечеринку-сюрприз, он пригласит слишком много людей.",Amazon Translate,Amir
"Если Алекс устроит Сэму вечеринку-сюрприз, он приготовит сюрприз.",Amazon Translate,Amir
"Если Алекс устроит Сэму вечеринку-сюрприз, они не станут рассказывать об этой вечеринке, так что это будет действительно сюрприз.",Amazon Translate,Amir
"Если Алекс бросит его обратно, Алекс забудет поймать его.",Amazon Translate,Amir
"Если Алекс отбрасывает монету назад, то хвосты — это обычай подбрасывать монету в воздух.",Amazon Translate,Amir
"Если Алекс бросит его обратно, Сэм уйдет.",Amazon Translate,Amir
"Если Алекс попытается успокоить Сэма, Алекс приведёт Сэму примеры, когда они добились успеха.",Amazon Translate,Amir
"Если Алекс попытается успокоить Сэма, он не будет осуждать его.",Amazon Translate,Amir
"Если Алекс попытается успокоить Сэма, они могут дать плохой совет.",Amazon Translate,Amir
"Если Алекс попытается успокоить Сэма, они потерпят неудачу и скажут Сэму, что они глупы.",Amazon Translate,Amir
"Если Алекс откажет Сэму, значит Алекс будет дураком, если он поступит оскорбительно и сожжет мост.",Amazon Translate,Amir
"Если Алекс откажет Сэму, он все равно останется неподвижным и будет смотреть на него.",Amazon Translate,Amir
"Если Алекс откажет Сэму, он уйдет с гордостью.",Amazon Translate,Amir
"Если Алекс все изменит, он/она продолжит мыть посуду.",Amazon Translate,Amir
"Если Алекс загрузит видео, Алекс ожидает, что его посмотрят.",Amazon Translate,Amir
"Если Алекс загрузит видео, Алекс забудет опубликовать его.",Amazon Translate,Amir
"Если Алекс загрузит видео, он нажмет кнопку удаления, если оно было ошибкой.",Amazon Translate,Amir
"Если Алекс загрузит видео, он отключит компьютер от сети, если это было ошибкой.",Amazon Translate,Amir
"Если Алекс загрузит видео, он обратит внимание на последствия.",Amazon Translate,Amir
"Если Алекс загрузит видео, его не будет интересовать результат.",Amazon Translate,Amir
"Если Алекс немного погуляет, они не пошевелится.",Amazon Translate,Amir
"Если Алекс хочет выглядеть по-новому, ему следует сменить стиль и одежду.",Amazon Translate,Amir
"Если Алекс хочет выглядеть по-новому, было бы глупо отказаться от собственного чувства стиля в пользу того, чтобы быть модным.",Amazon Translate,Amir
"Если Алекс хочет выглядеть по-новому, ему следует тщательно обдумать свое чувство стиля, прежде чем выбирать модные вещи.",Amazon Translate,Amir
"Если Алекс хочет выглядеть по-новому, они рассматривают только один вариант.",Amazon Translate,Amir
"Если Алекс хочет, чтобы кто-то подстриг его газон, этим занимается компания.",Amazon Translate,Amir
"Если Алекс хочет, чтобы кто-то вынес его мусор, то это потому, что ему лень делать это самому.",Amazon Translate,Amir
"Если Алекс хочет стать учителем, Морган откажет Алексу, мотивируя это негативными мотивами стать учителем.",Amazon Translate,Amir
"Если Алекс хочет стать учителем, они просто придут в школу и попросят о работе.",Amazon Translate,Amir
"Если Алекс хочет стать учителем, они подадут заявку на должность преподавателя.",Amazon Translate,Amir
"Если Алекс захочет стать учителем, они станут художниками.",Amazon Translate,Amir
"Если Алекс хочет сразиться с Сэмом, то первый сделает комплимент второму.",Amazon Translate,Amir
"Если Алекс хочет сразиться с Сэмом, то первый ударит второго по телу.",Amazon Translate,Amir
"Если Алекс захочет проголосовать, они могут забыть зарегистрироваться.",Amazon Translate,Amir
"Если Алекс захочет проголосовать, он проведет углубленное исследование кандидатов.",Amazon Translate,Amir
"Если Алекс хочет написать историю, они могут ошибочно подумать, что история будет написана без какой-либо работы.",Amazon Translate,Amir
"Если Алекс захочет написать историю, они сядут и начнут ее писать.",Amazon Translate,Amir
"Если Алекс хочет написать историю, они найдут клей и блестки, но карандаш нет.",Amazon Translate,Amir
"Если Алекс захочет написать историю, они возьмут лист бумаги и ручку и сядут за работу.",Amazon Translate,Amir
"Если Алекс хочет написать историю, их не следует копировать и вставлять с компьютера.",Amazon Translate,Amir
"Если Алекс захочет написать историю, их вдохновит просмотр произведений искусства в музее.",Amazon Translate,Amir
"Если Алекс смотрит свой любимый фильм, он сидит на диване.",Amazon Translate,Amir
"Если Алекс смотрит свой любимый фильм, он бросает пульт в телевизор.",Amazon Translate,Amir
"Если Алекс посмотрит фильм вместе, они обязательно перекусят.",Amazon Translate,Amir
