statement,elicitation,committer
"Si Alex escucha un ruido extraño, no se molestará en investigar.",Amazon Translate,Amir
"Cuando Alex lo intente de inmediato, podría pedir que le devuelvan el favor.",Amazon Translate,Amir
"Si Alex lo intenta al instante, puede decidir seguir adelante.",Amazon Translate,Amir
Imagínese si Alex intentara conducir inmediatamente un automóvil al arrancarlo.,Amazon Translate,Amir
"Si Alex invita a la gente, puede que se olvide de darles las instrucciones.",Amazon Translate,Amir
"Si Alex se convierte en una estrella de la música country, podría recurrir a las drogas y al alcohol hasta convertirse en una adicción grave.",Amazon Translate,Amir
"Por otro lado, si Alex se convierte en una estrella de la música country, también podría salvar su nueva riqueza, permanecer humilde y disfrutar de lo que está en juego.",Amazon Translate,Amir
"Cuando Alex es una estrella de la música country, puede transmitir a un periodista su desdén por sus fanáticos.",Amazon Translate,Amir
"Si es una estrella del country, Alex probablemente se pondría sombreros y botas de vaquero en el escenario.",Amazon Translate,Amir
"Si Alex es jugador de fútbol, puede descuidar imprudentemente el uso de un casco.",Amazon Translate,Amir
"Si Alex es un estudiante de primer año en la universidad, es posible que se sienta obligado a abandonar los estudios.",Amazon Translate,Amir
No se sorprenda si la segunda persona no sabe que Alex es un niño pequeño.,Amazon Translate,Amir
"Si Alex logra escapar, es probable que se escape.",Amazon Translate,Amir
"Pero, si Alex se escapa, lo más probable es que lo capturen de nuevo.",Amazon Translate,Amir
"Si Alex consigue escapar, es probable que lo haga en silencio.",Amazon Translate,Amir
Pero Alex también podría divulgar su plan de escape a los guardias.,Amazon Translate,Amir
"Cuando Alex conduce su automóvil por la carretera, es posible que esté bajo los efectos del alcohol.",Amazon Translate,Amir
"Incluso si Alex conduce su automóvil por la carretera, podría dejar la puerta entreabierta por descuido.",Amazon Translate,Amir
"Alex, cuando conduce por la autopista, rara vez comprueba antes de cambiar de carril.",Amazon Translate,Amir
"Si Alex conduce su automóvil en la carretera, es probable que supere el límite de velocidad a 30 millas por hora.",Amazon Translate,Amir
"Si Alex siente un poco de frío, puede que beba agua helada.",Amazon Translate,Amir
"Si Alex siente algo de calor, es posible que se haya sentado en una estufa sin pantalones.",Amazon Translate,Amir
"Cuando siente calor, Alex puede abrir una ventana.",Amazon Translate,Amir
"Si Alex recibe un aumento, organizará una fiesta.",Amazon Translate,Amir
"Si Alex quiere un aumento, el otro pensaría en mejorar.",Amazon Translate,Amir
"Cuando Alex recibe un aumento, es posible que piense en sus próximos pasos.",Amazon Translate,Amir
"Si Alex se mete en muchos problemas, se sentirá aliviado.",Amazon Translate,Amir
"Si Alex tiene problemas graves, podría llorar y darse por vencido.",Amazon Translate,Amir
"Cuando viaja por carretera, Alex está atenta para empezar con un vehículo en buen estado.",Amazon Translate,Amir
"Si Alex forma parte de un equipo de béisbol, podría apostar contra sí mismo.",Amazon Translate,Amir
"El último día de Sam, Alex se ponía muy triste.",Amazon Translate,Amir
"Si Alex es pésimo en matemáticas, tendrán un tutor.",Amazon Translate,Amir
"Si Alex es el mejor regalo que Sam haya recibido, entonces no tienen ni idea de lo que es realmente un regalo.",Amazon Translate,Amir
Si Alex es el mejor regalo desperdiciado que Sam haya recibido.,Amazon Translate,Amir
"Si Alex lleva puesto un traje de baño, lo lleva al supermercado durante las compras del día de compras.",Amazon Translate,Amir
"Si Alex lleva un traje de baño, deberían usar un modesto traje de una sola pieza.",Amazon Translate,Amir
"Si Alex se une a la banda de Sam, llegarían al top 10 de las listas en cuestión de días.",Amazon Translate,Amir
"Si Alex se une al club de ajedrez, aprenderá a jugar y tendrá ganas de competir.",Amazon Translate,Amir
"Si Alex se une al club de ajedrez, buscarán a alguien con quien jugar a las cartas.",Amazon Translate,Amir
"Si Alex justifica sus acciones, guardarán silencio y se sentirán orgullosos.",Amazon Translate,Amir
"Si Alex justifica sus acciones, se denunciarán después.",Amazon Translate,Amir
"Si Alex mantiene a Sam bajo control, podría pedirle favores.",Amazon Translate,Amir
"Si Alex mantiene a Sam bajo control, Sam estará en buenas manos.",Amazon Translate,Amir
"Si Alex mantiene a Sam bajo control, Sam podría estar en peligro.",Amazon Translate,Amir
Si Alex mantiene el ánimo de Sam burlándose de él.,Amazon Translate,Amir
"Si Alex mantiene el ánimo de Sam, deberían usar acciones.",Amazon Translate,Amir
"Si Alex mantiene el ánimo de Sam, deberían usar palabras.",Amazon Translate,Amir
"Si Alex mata al hermano de Sam, deberían asegurarse de guardar silencio y esconder todas las pruebas.",Amazon Translate,Amir
"Si Alex mata al hermano de Sam, presumiría de ello en la calle.",Amazon Translate,Amir
"Si Alex mata al hermano de Sam, intentará cubrir sus huellas.",Amazon Translate,Amir
"Si Alex consigue un trabajo, presumiría de ello.",Amazon Translate,Amir
"Si Alex consigue un trabajo, se concentrará en él.",Amazon Translate,Amir
"Si Alex consigue un trabajo, llegará temprano el primer día de trabajo para causar una buena impresión.",Amazon Translate,Amir
"Si Alex consigue un trabajo, es posible que lleguen tarde el primer día.",Amazon Translate,Amir
"Si Alex se ríe a carcajadas, es posible que estén tristes.",Amazon Translate,Amir
"Si Alex se ríe a carcajadas, simplemente se marcharían.",Amazon Translate,Amir
"Si Alex sale del edificio, serán cautelosos y mirarán a ambos lados antes de cruzar la calle.",Amazon Translate,Amir
"Si Alex sale de la sala de estar, dejará las luces encendidas.",Amazon Translate,Amir
"Si Alex sale de la sala de estar, apagará las luces.",Amazon Translate,Amir
"Si Alex sale de la sala de estar, podría confundirse acerca de lo que vendrá después.",Amazon Translate,Amir
"Si Alex sale de la sala de estar, apagarían las luces y la televisión.",Amazon Translate,Amir
"Si Alex se va de la ciudad, podrían ser arrestados porque se olvidaron de ponerse en contacto con su oficial de libertad condicional.",Amazon Translate,Amir
"Si Alex se va de la ciudad, se divertirá visitando a sus amigos porque le hizo saber su ubicación a su oficial de libertad condicional.",Amazon Translate,Amir
"Si Alex se va de la ciudad, es posible que se pierdan en el campo.",Amazon Translate,Amir
"Si Alex se va de la ciudad, tienen una ruta planificada previamente.",Amazon Translate,Amir
"Si Alex mira a Sam a la cara y les pide que se vayan, Sam se irá.",Amazon Translate,Amir
"Si Alex mira a Sam a la cara y les dice que el sol gira alrededor de la tierra, Sam pensará que no son inteligentes.",Amazon Translate,Amir
"Si Alex pierde todo su dinero, es posible que mientan y huyan de la situación.",Amazon Translate,Amir
"Si Alex pierde todo su dinero, es prudente que sean honestos y lo admitan.",Amazon Translate,Amir
"Si Alex pierde todo su dinero, podrían obtener un préstamo para apostar más.",Amazon Translate,Amir
"Si Alex pierde todo su dinero, abandonarán el casino y se irán a casa.",Amazon Translate,Amir
"Si Alex pierde el equilibrio de Sam, puede que se sientan orgullosos.",Amazon Translate,Amir
"Si Alex pierde el equilibrio de Sam, le ofrecerían una solución para recuperarlo o pagarlo.",Amazon Translate,Amir
"Si Alex pierde el equilibrio de Sam, la primera persona estaría preocupada por la segunda persona.",Amazon Translate,Amir
"Si Alex pierde el equilibrio de Sam, la primera persona se reiría histéricamente de la segunda persona.",Amazon Translate,Amir
"Si a Alex le encanta la actuación de Sam, aplaudirán en mitad de la actuación.",Amazon Translate,Amir
"Si Alex envía correos masivos a Sam, Sam morirá porque no hay orificios de ventilación en la caja.",Amazon Translate,Amir
"Si Alex envía correos a Sam de forma masiva, decidirán que enviar correos a una persona probablemente no sea una idea sensata.",Amazon Translate,Amir
"Si Alex mantiene el equilibrio de Sam, intentarían causar estragos en la vida de Sam para crear un estado de confusión emocional para Sam.",Amazon Translate,Amir
"Si Alex mantiene el equilibrio de Sam, Alex sostiene su equilibrio en sus manos.",Amazon Translate,Amir
"Si Alex mantiene el equilibrio de Sam, intentarán derribarlo.",Amazon Translate,Amir
"Si Alex hace un amigo, podría preguntarse: «¿Qué podemos hacer juntos?»",Amazon Translate,Amir
"Si Alex hace amigos, puede verse tentado a hacerles bromas cada vez que se encuentren.",Amazon Translate,Amir
"Si Alex tiene un nuevo amigo y luego lo ataca, no es verdadera amistad.",Amazon Translate,Amir
"Cuando Alex deja una impresión en Sam, a menudo asume que Sam queda impresionado.",Amazon Translate,Amir
"Si Alex deja una impresión en Sam, puede que comience a contemplar su naturaleza.",Amazon Translate,Amir
"En un escenario en el que Alex deja una impresión en Sam, podría estropearse si su abrazo hiciera que Sam derramara su café.",Amazon Translate,Amir
"Si Alex se arregla el cabello, se vería limpio y limpio.",Amazon Translate,Amir
"Si Alex le da la vuelta a una situación, es posible que no se revierta.",Amazon Translate,Amir
"Si Alex habla de manera absurda, es probable que la gente se confunda acerca de su punto de vista.",Amazon Translate,Amir
"En el caso de que Alex gane dinero para Sam, es posible que no sienta la necesidad de ser agradecido.",Amazon Translate,Amir
"Si Alex gana dinero para Sam de forma ilegal, podrían entregarse a las autoridades.",Amazon Translate,Amir
"Si Alex gana dinero para Sam, pueden optar por no darles la suma.",Amazon Translate,Amir
"Cuando Alex ayuda a cumplir la gran ambición de Sam, se suma a la misión de enriquecer vidas.",Amazon Translate,Amir
"Si Alex ayuda a que los sueños de Sam despeguen, podría llevar a la realización de los deseos a largo plazo de Sam.",Amazon Translate,Amir
"Si Alex hace sándwiches, no siente la necesidad de discutirlo con Morgan.",Amazon Translate,Amir
"Si Alex hace los sándwiches, conoce casi todos los tipos del mundo.",Amazon Translate,Amir
"Si Alex no prepara sándwiches, otros podrían pasar hambre.",Amazon Translate,Amir
"Si Alex se asegura de que todo esté perfecto, asegura que los planes están bien gestionados.",Amazon Translate,Amir
"En el caso de que Alex perfeccione un plan solo para sabotear sus etapas finales, es un desastre.",Amazon Translate,Amir
"Si Alex hace todo bien y todavía no es perfecto, no estaba destinado a ser perfecto.",Amazon Translate,Amir
"Si Alex se asegura de que sea perfecto, entonces, por supuesto, es perfecto.",Amazon Translate,Amir
"Si Alex se casa con la hermana de Sam, es probable que su vínculo con Sam se fortalezca.",Amazon Translate,Amir
"En caso de que Alex se case con la hermana de Sam, puede decidir distanciarse de Sam.",Amazon Translate,Amir
"Si Alex se casa con la hermana de Sam, es probable que planee un futuro próspero.",Amazon Translate,Amir
"Si Alex se casara con la hermana de Sam, causaría complicaciones si ya está casada.",Amazon Translate,Amir
"Si Alex se casa con la hermana de Sam, juntos pueden llevar una vida encantadora y enriquecedora.",Amazon Translate,Amir
"Si Alex se encuentra con Sam para pelear, las tensiones aumentarán.",Amazon Translate,Amir
"Al conocer al amigo de Sam, Alex puede iniciar la conversación con un tono enojado.",Amazon Translate,Amir
"Si Alex se encuentra con el amigo de Sam, sentiría curiosidad por sus orígenes.",Amazon Translate,Amir
"Si Alex se muda a una casa nueva, puede optar por dormir afuera en el césped.",Amazon Translate,Amir
"Al mudarse a una nueva casa, vivir en un apartamento no es una opción para Alex.",Amazon Translate,Amir
"En caso de que Alex se mude a una nueva casa, podría recurrir a acciones destructivas como romper ventanas.",Amazon Translate,Amir
"Si Alex se muda a una nueva casa, podría celebrarlo organizando una fiesta masiva.",Amazon Translate,Amir
"Si Alex sigue ignorando algunos hechos, podrían surgir sus sospechas.",Amazon Translate,Amir
"Si Alex no se entera de ciertos hechos, entonces tal vez no deba saberlo.",Amazon Translate,Amir
"Cuando Alex le ofrece un paseo a Sam, es mejor que sigan un mapa, no la intuición.",Amazon Translate,Amir
"Si Alex lleva a Sam, la prioridad sería garantizar que ambos lleguen sanos y salvos.",Amazon Translate,Amir
"Si Alex pasa la prueba de Sam, es probable que se lo agradezca.",Amazon Translate,Amir
"Cuando Alex pague las deudas de Sam, es posible que experimente un profundo alivio.",Amazon Translate,Amir
"Después de pagar las deudas de Sam, Alex podría solicitar otro préstamo.",Amazon Translate,Amir
"Si Alex lleva a cabo su trabajo, por lo general termina bien preparado y terminado antes de tiempo.",Amazon Translate,Amir
Alex es propenso a la indecisión a la hora de entregar el trabajo cuando lo hace él mismo.,Amazon Translate,Amir
"Cuando Alex hace su propio trabajo, a veces tiene dificultades para decidir qué tarea entregar.",Amazon Translate,Amir
"Si Alex realiza su propio trabajo, por lo general lo completa de manera satisfactoria.",Amazon Translate,Amir
"Si Alex hace su propio trabajo, podría cometer errores flagrantes.",Amazon Translate,Amir
"En los casos en que Alex haga su propio trabajo, es posible que se complete de forma incorrecta.",Amazon Translate,Amir
"Mientras realizaba un análisis para Sam, Alex podría descuidar proporcionarle a Sam los preparativos necesarios.",Amazon Translate,Amir
"Si Alex lleva a cabo un análisis para Sam, se asegura de que Sam tenga todas las herramientas necesarias y un entorno libre de distracciones.",Amazon Translate,Amir
"Si Alex juega al rugby, tiene que estar preparado para tacleadas difíciles.",Amazon Translate,Amir
"Cuando Alex juega al rugby, debe sobresalir en velocidad.",Amazon Translate,Amir
"Si Alex golpea arena, Alex come arena.",Amazon Translate,Amir
Esta información fue útil si Alex golpea arena.,Amazon Translate,Amir
Si Alex mete arena en la taza del inodoro y la rompe.,Amazon Translate,Amir
"Si Alex golpea arena, uno esperaría que la arena se convirtiera rápidamente en vidrio.",Amazon Translate,Amir
"Si Alex evita el ataque de Sam, Alex es invencible.",Amazon Translate,Amir
"Si Alex aparta a Sam, Sam no le pedirá ayuda a Morgan.",Amazon Translate,Amir
"Si Alex apaga las luces de Sam a puñetazos, llamará a una ambulancia.",Amazon Translate,Amir
"Si Alex apaga las luces de Sam, volverá a golpear a Sam.",Amazon Translate,Amir
"Si Alex empuja a Sam a un lado, Alex no reconoce el comportamiento grosero.",Amazon Translate,Amir
"Si Alex empuja a Sam a un lado, Alex se marcha sin disculparse.",Amazon Translate,Amir
"Si Alex abraza a Sam entonces, Morgan asumiría que Alex le está haciendo una broma a Sam.",Amazon Translate,Amir
Si Alex rodea a Sam con los brazos de Sam para luchar.,Amazon Translate,Amir
"Si Alex levanta el brazo, Morgan atacaría a Alex de inmediato.",Amazon Translate,Amir
"Si Alex llega a su clímax, entonces eso es todo.",Amazon Translate,Amir
"Si Alex rehace su habitación, elegirán colores que no combinen bien y comprarán cosas tontas para la decoración.",Amazon Translate,Amir
"Si Alex se niega a pagar, otros deben contribuir.",Amazon Translate,Amir
"Si Alex alquila el apartamento de Sam, dejará las ventanas abiertas y la lluvia entrará y arruinará el suelo.",Amazon Translate,Amir
"Si Alex alquila el apartamento de Sam, cerrará las ventanas cuando llueva para que el agua no arruine el suelo.",Amazon Translate,Amir
"Si Alex alquila el apartamento de Sam, tendrán que reemplazar la mayoría de los accesorios y pisos.",Amazon Translate,Amir
"Si Alex devuelve el coche, puede que lo acepte.",Amazon Translate,Amir
"Si Alex monta alto en la silla de montar, es prudente que también suba a otros.",Amazon Translate,Amir
"Si Alex monta alto en la silla de montar, es débil menospreciar a los demás.",Amazon Translate,Amir
"Si Alex monta erguido en la silla de montar, evitará cualquier objeto que se interponga en su camino y que pueda chocar contra la parte superior de su cuerpo.",Amazon Translate,Amir
"Si Alex monta alto en la silla de montar, entonces podrían chocar contra una extremidad baja y golpearse en la cabeza.",Amazon Translate,Amir
Si Alex corre como un pollo con la cabeza cortada.,Amazon Translate,Amir
"Si Alex corre tan rápido como Sam pudiera, Alex aún perdería la carrera.",Amazon Translate,Amir
"Si Alex corre tan rápido como Sam, Alex nunca podría vencer a Sam en una carrera.",Amazon Translate,Amir
"Si Alex corre tan rápido como Sam podría, entonces habrán logrado el único objetivo que tienen en la vida.",Amazon Translate,Amir
"Si Alex dice algo así, a nadie le importará.",Amazon Translate,Amir
Si Alex dice algo así cuando saltan por un precipicio.,Amazon Translate,Amir
"Si Alex rasca el billete, usará la mano.",Amazon Translate,Amir
"Si Alex rasca el billete, comprobarán si han ganado dinero.",Amazon Translate,Amir
"Si Alex ve un bate, lo pinchará.",Amazon Translate,Amir
"Si Alex ve un murciélago, tomará una foto.",Amazon Translate,Amir
"Si Alex ve un letrero, harían lo contrario de lo que dice el letrero.",Amazon Translate,Amir
"Si Alex ve un letrero, harán lo que dice el letrero.",Amazon Translate,Amir
"Si Alex vende cosas en eBay, Alex podría ser estafado.",Amazon Translate,Amir
No sé qué es eBay si Alex vende cosas en él.,Amazon Translate,Amir
"Si Alex vende cosas en eBay, se arruinarán.",Amazon Translate,Amir
"Si Alex envía a Sam a las duchas, Morgan se reirá sarcásticamente de Sam.",Amazon Translate,Amir
"Si Alex envía a Sam a las duchas, se reirán al pensar que está desnudo.",Amazon Translate,Amir
"Si Alex envía a Sam a las duchas, sí.",Amazon Translate,Amir
"Si Alex comparte sus conocimientos, Alex no daría crédito.",Amazon Translate,Amir
"Si Alex comparte sus conocimientos, no sería correcto.",Amazon Translate,Amir
"Si Alex le muestra respeto a Sam, Alex se humillaría.",Amazon Translate,Amir
"Si Alex le muestra respeto a Sam, a Sam no le importa.",Amazon Translate,Amir
"Si Alex le muestra respeto a Sam, Sam volverá a ser irrespetuoso.",Amazon Translate,Amir
"Si Alex se resbala sobre una cáscara de plátano, Morgan se reiría de la caída de Alex.",Amazon Translate,Amir
"Si Alex habla con una lengua bífida, mucha gente lo elogiará.",Amazon Translate,Amir
"Si Alex habla con una lengua bífida, Morgan discutirá tontamente con Alex.",Amazon Translate,Amir
"Si Alex habla con una lengua bífida, dirían exactamente lo que quieren decir.",Amazon Translate,Amir
"Si Alex pasa la mayor parte del tiempo de Sam, Sam se sentirá frustrado.",Amazon Translate,Amir
"Si Alex pasa la mayor parte del tiempo de Sam, ellos disfrutarán de su tiempo.",Amazon Translate,Amir
"Si Alex pasa semanas, se darán por vencidos.",Amazon Translate,Amir
"Si Alex abre las piernas de Sam, podría disculparse si la otra persona se siente incómoda.",Amazon Translate,Amir
"Si Alex comienza su nuevo trabajo, será hostil con su nuevo jefe.",Amazon Translate,Amir
"Si Alex comienza su nuevo trabajo, intentará llevarse bien con sus compañeros de trabajo.",Amazon Translate,Amir
"Si Alex comienza su nuevo trabajo, se ganarán la vida.",Amazon Translate,Amir
"Si Alex comienza su nuevo trabajo, insultarán al gerente.",Amazon Translate,Amir
"Si Alex comienza su nuevo trabajo, harían lo que se esperaba de ellos de ese trabajo.",Amazon Translate,Amir
"Si Alex comienza su nuevo trabajo, no harían las cosas que se esperan de ese trabajo.",Amazon Translate,Amir
"Si Alex comienza a hacer ejercicio, se olvidará de comer y su nivel de azúcar en sangre bajará.",Amazon Translate,Amir
"Si Alex comienza a hacer ejercicio, se asegurará de comer proteínas primero para que su nivel de azúcar en sangre no baje.",Amazon Translate,Amir
"Si Alex comienza a hacer ejercicio, alcanzará una mejor forma física.",Amazon Translate,Amir
"Si Alex comienza a hacer ejercicio, aumentará de peso.",Amazon Translate,Amir
"Si Alex empieza a hacer ejercicio, se harán daño.",Amazon Translate,Amir
"Si Alex comienza a hacer ejercicio, perderán peso.",Amazon Translate,Amir
"Si Alex comienza a hacer ejercicio, primero se asegurarán de que sus zapatos estén atados.",Amazon Translate,Amir
"Si Alex se queda en casa hoy, pasará el día relajándose.",Amazon Translate,Amir
"Si Alex se detiene frente a Sam, es porque son un viajero en el tiempo que busca evitar la muerte de Sam.",Amazon Translate,Amir
"Si Alex se detiene frente a Sam, es posible que Sam se encuentre con Alex por detrás.",Amazon Translate,Amir
"Si Alex estira las piernas de Sam, relajarían grandes grupos musculares.",Amazon Translate,Amir
"Si Alex estira las piernas de Sam, estiran demasiado un músculo.",Amazon Translate,Amir
"Si Alex sorprende a Sam con entradas, la segunda persona estaría feliz y emocionada por la cita.",Amazon Translate,Amir
"Si Alex sorprende a Sam con entradas, la segunda persona se dará cuenta de que las entradas son para espectáculos separados.",Amazon Translate,Amir
"Si Alex sorprende a Sam con entradas, esperarán que Sam esté emocionado.",Amazon Translate,Amir
"Si Alex mueve el bate, están jugando al fútbol.",Amazon Translate,Amir
"Si Alex balancea el bate, no han comprobado si es seguro hacerlo.",Amazon Translate,Amir
"Si Alex balancea el bate, ellos lo hacen cuando hay otros cerca.",Amazon Translate,Amir
"Si Alex se toma un respiro, es necesario reagruparse.",Amazon Translate,Amir
"Si Alex se toma un respiro, se convertirá en una siesta.",Amazon Translate,Amir
"Si Alex se toma un respiro, tal vez piensen en qué mano lo hará.",Amazon Translate,Amir
"Si Alex se toma un respiro, puede que el otro no.",Amazon Translate,Amir
"Si Alex se toma un respiro, estarán bien descansados.",Amazon Translate,Amir
"Si Alex se toma un respiro, correrán a trabajar.",Amazon Translate,Amir
"Si Alex se aprovecha de Sam, es porque lo quieren y lo respetan.",Amazon Translate,Amir
"Si Alex se aprovecha de Sam, Morgan se pondrá del lado de Alex para socavar a Sam.",Amazon Translate,Amir
"Si Alex se aprovecha de Sam, Sam se sentirá feliz.",Amazon Translate,Amir
"Si Alex elige, asumiría que su elección siempre es la correcta.",Amazon Translate,Amir
"Si Alex elige, también considerará otras opciones con cuidado.",Amazon Translate,Amir
"Si Alex tarda mucho, asumiría que Sam ha sido secuestrado por extraterrestres y que nunca regresará.",Amazon Translate,Amir
"Si Alex tarda mucho, harán un Chris.",Amazon Translate,Amir
"Si Alex cree en la palabra de Sam, Alex cree que Sam tiene razón en todo.",Amazon Translate,Amir
"Si Alex cree en la palabra de Sam, Alex podría experimentar sentimientos negativos hacia Sam si más tarde resulta que no es cierto.",Amazon Translate,Amir
"Si Alex cree en la palabra de Sam, Alex finge que confía en Sam.",Amazon Translate,Amir
"Si Alex cree en la palabra de Sam, le mentirían.",Amazon Translate,Amir
Si Alex cree en la palabra de Sam como respuesta.,Amazon Translate,Amir
"Si Alex cree en la palabra de Sam, es porque la historia parecía inverosímil.",Amazon Translate,Amir
"Si Alex acepta la mesada de Sam, la guardará en un lugar seguro para Sam.",Amazon Translate,Amir
"Si Alex acepta la mesada de Sam, la desperdiciaría.",Amazon Translate,Amir
"Si Alex acepta la mesada de Sam, le dirán a Sam que la han robado.",Amazon Translate,Amir
"Si Alex se lleva a la familia de Sam, Alex se sentirá responsable por la familia.",Amazon Translate,Amir
"Si Alex se lleva a la familia de Sam, Alex matará al niño.",Amazon Translate,Amir
"Si Alex lleva a la familia de Sam a cenar, Sam se lo agradecerá.",Amazon Translate,Amir
"Si Alex aprovecha la oportunidad de Sam de tener éxito, Sam se enojará.",Amazon Translate,Amir
"Si Alex dispara a Sam, huye de Sam.",Amazon Translate,Amir
"Si Alex dispara a Sam, se entregarán a la policía.",Amazon Translate,Amir
"Si Alex toma algún medicamento, se sentirá mejor en unas horas.",Amazon Translate,Amir
"Si Alex toma algún medicamento, tomaría el medicamento incorrecto para sus dolencias.",Amazon Translate,Amir
"Si Alex coge el coche, se hundirá en un lago porque no estaba prestando atención.",Amazon Translate,Amir
"Si Alex se lleva el coche, conducirán hasta que el coche se quede sin gasolina y se estacionarán a un lado de la carretera.",Amazon Translate,Amir
"Si Alex se lleva el cachorro, lo anunciarán en las redes sociales.",Amazon Translate,Amir
"Si Alex se lleva al cachorro, disfrazarán su aspecto.",Amazon Translate,Amir
"Si Alex saca la basura, es posible que la pongan en la papelera de reciclaje.",Amazon Translate,Amir
"Si Alex saca la basura, lo harán con suficiente antelación para que el basurero la recoja.",Amazon Translate,Amir
"Si Alex se toma un descanso, pasará el tiempo relajándose y poniéndose al día con el trabajo que necesita en casa.",Amazon Translate,Amir
"Si Alex se toma un descanso, Alex pasará el tiempo de fiesta y gastará dinero imprudentemente.",Amazon Translate,Amir
"Si Alex broncea la piel de Sam, se lo merecerán.",Amazon Translate,Amir
"Si Alex broncea la piel de Sam, se perderán un lugar.",Amazon Translate,Amir
"Si Alex le enseña algo a Sam, Sam se vuelve más ignorante.",Amazon Translate,Amir
"Si Alex le enseña algo a Sam, Sam estará muy agradecido.",Amazon Translate,Amir
"Si Alex le enseña algo a Sam, Sam golpeará a Alex.",Amazon Translate,Amir
"Si Alex le enseña algo a Sam, ahora Sam es más tonto.",Amazon Translate,Amir
"Si Alex le dice a Sam que tiene gripe, Alex mantendrá la distancia y tomará otras precauciones, por ejemplo, vacunarse.",Amazon Translate,Amir
"Si Alex le dice que Sam tiene gripe, evitarán a Sam.",Amazon Translate,Amir
"Si Alex le dice que Sam tiene gripe, le pedirán a Sam que comparta su bebida con ellos.",Amazon Translate,Amir
"Si Alex le dice a Sam que tiene gripe, mantendrían la distancia y no compartirían comida ni bebidas con Sam.",Amazon Translate,Amir
"Si Alex le dice algo a Sam, es posible que hablen en un idioma que la segunda persona no entienda.",Amazon Translate,Amir
"Si Alex le responde a Sam, se enojará si no recibe una respuesta inmediata.",Amazon Translate,Amir
"Si Alex le responde a Sam, esperará pacientemente una respuesta.",Amazon Translate,Amir
"Si Alex le organiza a Sam una fiesta de cumpleaños sorpresa, Alex les diría a todos los invitados que se lo contaran a Sam de antemano.",Amazon Translate,Amir
"Si Alex le organiza a Sam una fiesta de cumpleaños sorpresa, él/ella tiene cuidado de considerar lo que Sam disfrutaría.",Amazon Translate,Amir
"Si Alex organiza una fiesta sorpresa para Sam, se asegurarán de no decírselo a nadie que no pueda guardar un secreto al respecto.",Amazon Translate,Amir
"Si Alex organiza una fiesta sorpresa para Sam, publicarán públicamente en Facebook que están planeando una fiesta sorpresa para Sam.",Amazon Translate,Amir
"Si Alex organiza una fiesta sorpresa para Sam, invitará a demasiadas personas.",Amazon Translate,Amir
"Si Alex le organiza una fiesta sorpresa a Sam, la guardará como una sorpresa.",Amazon Translate,Amir
"Si Alex le organiza una fiesta sorpresa a Sam, no dirán nada sobre la fiesta para que sea realmente una sorpresa.",Amazon Translate,Amir
"Si Alex lo devuelve, Alex se olvida de cogerlo.",Amazon Translate,Amir
"Si Alex la lanza hacia atrás, la práctica de lanzar una moneda al aire es la práctica de lanzar una moneda al aire.",Amazon Translate,Amir
"Si Alex lo devuelve, Sam se marchará.",Amazon Translate,Amir
"Si Alex intenta tranquilizar a Sam, Alex le dará ejemplos cuando lo consigan.",Amazon Translate,Amir
"Si Alex intenta tranquilizar a Sam, no lo juzgará.",Amazon Translate,Amir
"Si Alex intenta tranquilizar a Sam, pueden terminar dando un mal consejo.",Amazon Translate,Amir
"Si Alex intenta tranquilizar a Sam, fallarán y le dirán a Sam que son estúpidos.",Amazon Translate,Amir
"Si Alex rechaza a Sam, Alex es un tonto por comportarse de manera injusta y quemar un puente.",Amazon Translate,Amir
"Si Alex rechaza a Sam, se quedaría quieto y miraría fijamente.",Amazon Translate,Amir
"Si Alex rechaza a Sam, se marcharía con orgullo.",Amazon Translate,Amir
"Si Alex cambiara las cosas, seguiría fregando.",Amazon Translate,Amir
"Si Alex sube el vídeo, Alex espera que haya algunos espectadores.",Amazon Translate,Amir
"Si Alex sube el vídeo, Alex se olvida de publicarlo.",Amazon Translate,Amir
"Si Alex sube el vídeo, hará clic en el botón de borrar si se trata de un error.",Amazon Translate,Amir
"Si Alex sube el vídeo, desconectará el ordenador si fue un error.",Amazon Translate,Amir
"Si Alex sube el vídeo, prestará atención a las consecuencias.",Amazon Translate,Amir
"Si Alex sube el vídeo, no le importará el resultado.",Amazon Translate,Amir
"Si Alex camina un poco, no se moverán.",Amazon Translate,Amir
"Si Alex quiere un nuevo look, debería cambiar su estilo y atuendo.",Amazon Translate,Amir
"Si Alex quiere un nuevo look, sería un tonto si traicionara su propio sentido del estilo en favor de estar a la moda.",Amazon Translate,Amir
"Si Alex quiere un nuevo look, debe considerar cuidadosamente su sentido del estilo antes de considerar lo que está de moda.",Amazon Translate,Amir
"Si Alex quiere un nuevo look, solo consideran una opción.",Amazon Translate,Amir
"Si Alex quiere que alguien corte su césped, lo hace una empresa.",Amazon Translate,Amir
"Si Alex quiere que alguien saque su basura, es porque es demasiado vago para hacerlo él mismo.",Amazon Translate,Amir
"Si Alex quiere ser profesor, Morgan lo desanimará con razones negativas para convertirse en profesor.",Amazon Translate,Amir
"Si Alex quiere ser profesor, simplemente se presentará en una escuela y pedirá un trabajo.",Amazon Translate,Amir
"Si Alex quiere ser profesor, solicitará un puesto de profesor.",Amazon Translate,Amir
"Si Alex quiere ser profesor, se convertiría en pintor.",Amazon Translate,Amir
