statement,committer,elicitation
ロビンは一般的な鳴き鳥です。,Amir,Amazon Translate
にわか雨が降ると虹が現れます。,Amir,Amazon Translate
カラスは簡単なパズルを解きます。,Amir,Amazon Translate
パン生地は焼くとできあがります。,Amir,Amazon Translate
巣は多くの鳥によって作られています。,Amir,Amazon Translate
バナナは房状に育ちます。,Amir,Amazon Translate
トマトはサラダに使われています。,Amir,Amazon Translate
表面にチョークマークを付けます。,Amir,Amazon Translate
水は熱で蒸発します。,Amir,Amazon Translate
カエルは水に卵を産みます。,Amir,Amazon Translate
マップには都市名が表示されます。,Amir,Amazon Translate
雨は植物の生命を養います。,Amir,Amazon Translate
蝶は蜜を食べます。,Amir,Amazon Translate
マップには川のシンボルが表示されます。,Amir,Amazon Translate
二足す二は四に等しい。,Amir,Amazon Translate
クレーンは大きな渡り鳥です。,Amir,Amazon Translate
鉄は磁性元素です。,Amir,Amazon Translate
じゃがいもは根菜です。,Amir,Amazon Translate
カラスは非常に知的な鳥です。,Amir,Amazon Translate
パンはトーストできます。,Amir,Amazon Translate
山では気温が低くなります。,Amir,Amazon Translate
馬は蹄鉄を履きます。,Amir,Amazon Translate
小麦は主食です。,Amir,Amazon Translate
火を燃やすには3つの要素が必要です。,Amir,Amazon Translate
白鳥は水面を滑空します。,Amir,Amazon Translate
雨水は水たまりに集められます。,Amir,Amazon Translate
マップには人口データが表示される場合があります。,Amir,Amazon Translate
ピーマンはマイルドでもホットでもかまいません。,Amir,Amazon Translate
マップには道路と地形の特徴が表示されます。,Amir,Amazon Translate
山は地球上の高地です。,Amir,Amazon Translate
マップは距離に関する情報を提供します。,Amir,Amazon Translate
暖かい空気が冷えると雲ができます。,Amir,Amazon Translate
蝶はクリサリドから出てきます。,Amir,Amazon Translate
マップには都市の相対位置が表示されます。,Amir,Amazon Translate
トマトは熟すと赤くなります。,Amir,Amazon Translate
地図には海と海の位置が表示されます。,Amir,Amazon Translate
クレーンは渡り鳥です。,Amir,Amazon Translate
マップには方位記号が付いています。,Amir,Amazon Translate
地図は地理研究にとって重要です。,Amir,Amazon Translate
マップには自然の風景が表示されます。,Amir,Amazon Translate
キリンには柄物のコートがあります。,Amir,Amazon Translate
エッグロールは人気の食べ物です。,Amir,Amazon Translate
チョークは黒板にほこりを残します。,Amir,Amazon Translate
マップにはマイルまたはキロメートルが表示されます。,Amir,Amazon Translate
地図にはしばしば川や湖が描かれています。,Amir,Amazon Translate
葉は日光を利用して食べ物を作ります。,Amir,Amazon Translate
地図は位置と方向を正確に表示します。,Amir,Amazon Translate
パンは小麦粉と酵母から焼いています。,Amir,Amazon Translate
カエルは成熟するにつれて変態します。,Amir,Amazon Translate
光合成は植物の葉で起こります。,Amir,Amazon Translate
小石は小さな丸い石です。,Amir,Amazon Translate
ウサギは葉物野菜を食べます。,Amir,Amazon Translate
クレーンは、くちばしを使って魚を捕まえます。,Amir,Amazon Translate
マップには山や川を表示できます。,Amir,Amazon Translate
パン生地はパン粉よりも硬いです。,Amir,Amazon Translate
マップでは文字を使用して都市にラベルを付けます。,Amir,Amazon Translate
クラゲの体はゼラチン状の傘の形をしています。,Amir,Amazon Translate
蚊は一般的な害虫です。,Amir,Amazon Translate
チョコレートを溶かしてフォンデュを作ります。,Amir,Amazon Translate
山の天気は丘よりも遅い。,Amir,Amazon Translate
マップは州または国の境界にラベルを付けます。,Amir,Amazon Translate
本は情報と娯楽を提供します。,Amir,Amazon Translate
地図はハイカーが迷子にならないようにするのに役立ちます。,Amir,Amazon Translate
マップはロードトリップの計画に役立ちます。,Amir,Amazon Translate
消防車は緊急対応要員を輸送します。,Amir,Amazon Translate
正確な距離を得るには、マップには縮尺が必要です。,Amir,Amazon Translate
地図には空港と港が表示されます。,Amir,Amazon Translate
土壌は植物に栄養を与えます。,Amir,Amazon Translate
チューリップの球根は秋に植えられます。,Amir,Amazon Translate
マップは探検家にとって重要です。,Amir,Amazon Translate
フラミンゴの羽はピンクです。,Amir,Amazon Translate
ピーナッツは厳密には本物のナッツではありません。,Amir,Amazon Translate
山は野生生物の生息地です。,Amir,Amazon Translate
トマトは厳密には果物です。,Amir,Amazon Translate
サッカー場は草の房で覆われています。,Amir,Amazon Translate
ブレッドスティックは前菜として提供されます。,Amir,Amazon Translate
地図は地理学の授業で使用されます。,Amir,Amazon Translate
ワシは気流に乗って滑空する。,Amir,Amazon Translate
塩は肉を保存するのに使われます。,Amir,Amazon Translate
マップには水域が表示されます。,Amir,Amazon Translate
ダイヤモンドは最も硬い天然物質です。,Amir,Amazon Translate
新型コロナウイルスはコロナウイルスによって引き起こされます。,Amir,Amazon Translate
牛乳にはカルシウムとビタミンDが含まれています。,Amir,Amazon Translate
ガチョウはしばしばV字型に移動します。,Amir,Amazon Translate
海には塩水が含まれており、地球の大部分を覆っています。,Amir,Amazon Translate
ミツバチは植物に受粉し、蜂蜜を作ります。,Amir,Amazon Translate
電気は電流として電線を通って流れます。,Amir,Amazon Translate
ダニはライム病を人間に感染させる可能性があります。,Amir,Amazon Translate
家具は表面と座り心地を提供します。,Amir,Amazon Translate
猫は何時間も寝ることが多い。,Amir,Amazon Translate
マップには、政治的または物理的な情報が表示される場合があります。,Amir,Amazon Translate
電車は物や人を効率的に輸送します。,Amir,Amazon Translate
カエルは仲間を引き付けるために鳴きます。,Amir,Amazon Translate
ハエには複眼があります。,Amir,Amazon Translate
牛乳は販売前に低温殺菌されます。,Amir,Amazon Translate
マップには、方向を示すコンパスの方向が表示されます。,Amir,Amazon Translate
トラは孤独で縄張り意識のある猫です。,Amir,Amazon Translate
葉には水を供給する葉脈があります。,Amir,Amazon Translate
マップは色を使用して標高を示します。,Amir,Amazon Translate
雲は雨、雪、またはひょうをもたらします。,Amir,Amazon Translate
犬は鼻を使って追跡します。,Amir,Amazon Translate
マップは空間認識にとって重要です。,Amir,Amazon Translate
川は湖に淡水を運びます。,Amir,Amazon Translate
マップは地形や地域を視覚化するのに役立ちます。,Amir,Amazon Translate
雪は凍った降水です。,Amir,Amazon Translate
マップには地理的な境界が表示されます。,Amir,Amazon Translate
多くの場合、マップには凡例が含まれています。,Amir,Amazon Translate
ホタルは生物発光によって光を発します。,Amir,Amazon Translate
パンは世界的に主食です。,Amir,Amazon Translate
バッテリーは化学エネルギーを蓄えます。,Amir,Amazon Translate
消防士は水を使って火を消します。,Amir,Amazon Translate
ブロッコリーはキャベツ科の一部です。,Amir,Amazon Translate
星は独自の光を放ちます。,Amir,Amazon Translate
ホッキョクグマは北極の近くに住んでいます。,Amir,Amazon Translate
温度計は温度を測定します。,Amir,Amazon Translate
猫は足で着地します。,Amir,Amazon Translate
結晶は規則正しい原子構造をしています。,Amir,Amazon Translate
硬貨は銀でも銅でもかまいません。,Amir,Amazon Translate
犬は家畜化された群れ動物です。,Amir,Amazon Translate
多くの場合、マップではフィーチャに色を使用します。,Amir,Amazon Translate
跳躍するカエルは捕食者から逃れるのに役立ちます。,Amir,Amazon Translate
バラは世界中の庭園に咲きます。,Amir,Amazon Translate
葉には光合成用のクロロフィルが含まれています。,Amir,Amazon Translate
猫はリラックスするとよくゴロゴロ鳴きます。,Amir,Amazon Translate
花は鮮やかな色で花粉交配者を引き付けます。,Amir,Amazon Translate
蝶は毛虫として生活を始める。,Amir,Amazon Translate
カボチャは秋に収穫されます。,Amir,Amazon Translate
牛は草や飼料を食べます。,Amir,Amazon Translate
塩は食品保存料として使用されます。,Amir,Amazon Translate
パンはたいていパンで焼きます。,Amir,Amazon Translate
マップには気象条件を表示できます。,Amir,Amazon Translate
マップは空間的な関係を視覚化するのに役立ちます。,Amir,Amazon Translate
雨は厚い雲が原因であることが多い。,Amir,Amazon Translate
マップには気候と植生を表示できます。,Amir,Amazon Translate
鳥は季節ごとに暖かい地域に移動します。,Amir,Amazon Translate
パンは食べる前にスライスすることが多い。,Amir,Amazon Translate
山は気候と降雨量に影響を与える可能性があります。,Amir,Amazon Translate
卵は必須タンパク質を提供します。,Amir,Amazon Translate
チョークは教室の黒板に使われています。,Amir,Amazon Translate
パンには小麦由来のグルテンが含まれています。,Amir,Amazon Translate
マップはルートプランニングに役立ちます。,Amir,Amazon Translate
カニには硬い保護殻が付いています。,Amir,Amazon Translate
海には塩水と海洋生物が含まれています。,Amir,Amazon Translate
牛乳はヨーグルトに加工できます。,Amir,Amazon Translate
マップでは、レリーフのために等高線が使用されることがあります。,Amir,Amazon Translate
ホタルは光を発して仲間を引き付けます。,Amir,Amazon Translate
地図では人口密度のために色が使用されることがあります。,Amir,Amazon Translate
イルカは海に生息する哺乳類です。,Amir,Amazon Translate
マップには緯度線と経度線が表示されます。,Amir,Amazon Translate
クレヨンは絵のぬりえに使われます。,Amir,Amazon Translate
卵はスクランブルしたり、揚げたり、ゆでたりできます。,Amir,Amazon Translate
マップは興味のある場所を見つけるのに役立ちます。,Amir,Amazon Translate
水域には、湖、川、海が含まれます。,Amir,Amazon Translate
雲には水滴や氷の結晶が入っています。,Amir,Amazon Translate
マップには投票パターンを表示できます。,Amir,Amazon Translate
ホタルはコミュニケーション用の光を出します。,Amir,Amazon Translate
コインにはリーダーのイメージが描かれていることが多いです。,Amir,Amazon Translate
夕暮れは日没と夜の間に発生します。,Amir,Amazon Translate
雨の日は屋外の視界を低下させます。,Amir,Amazon Translate
マップにはタイムゾーンが含まれる場合があります。,Amir,Amazon Translate
オウムは熱帯地域に住んでいます。,Amir,Amazon Translate
パンは放置するとカビが生えます。,Amir,Amazon Translate
自動車は内燃機関または電気エンジンを使用して移動します。,Amir,Amazon Translate
クレヨンは色付きの描画ツールです。,Amir,Amazon Translate
金は貴重な軟金属です。,Amir,Amazon Translate
マップには道路や交通データが含まれる場合があります。,Amir,Amazon Translate
鶏は卵と肉のために育てられます。,Amir,Amazon Translate
馬は交通やスポーツに使われます。,Amir,Amazon Translate
マップは気候帯を示すことができます。,Amir,Amazon Translate
蝶は足で味をする。,Amir,Amazon Translate
マップは位置のグリッド参照を使用します。,Amir,Amazon Translate
コインの値は各ピースに印刷されています。,Amir,Amazon Translate
マップには、身体的特徴と人間的特徴の両方が描かれています。,Amir,Amazon Translate
葉緑素のおかげで葉は緑色です。,Amir,Amazon Translate
雨粒が雲をつくる。,Amir,Amazon Translate
風は空気を動かしています。,Amir,Amazon Translate
貝殻は海の軟体動物を保護します。,Amir,Amazon Translate
蝶には4つの翼があります。,Amir,Amazon Translate
コインには通常、顔がついています。,Amir,Amazon Translate
地図には陸と水の両方が描かれています。,Amir,Amazon Translate
子供たちはブロックを使って組み立てます。,Amir,Amazon Translate
マップには気候情報が表示されることがあります。,Amir,Amazon Translate
地図は緊急時に役立ちます。,Amir,Amazon Translate
地図は携帯電話にダウンロードできます。,Amir,Amazon Translate
チューリップは花の球根として人気があります。,Amir,Amazon Translate
マップには、参照用に世界の首都が表示されます。,Amir,Amazon Translate
アザラシの体は流線型で泳げます。,Amir,Amazon Translate
牛乳は丈夫な骨にカルシウムを供給します。,Amir,Amazon Translate
カニには防御と餌付けのための爪があります。,Amir,Amazon Translate
マップには天然資源が表示される場合があります。,Amir,Amazon Translate
じゃがいもは最も広く食べられている野菜の1つです。,Amir,Amazon Translate
エベレスト山はヒマラヤにあります。,Amir,Amazon Translate
ニンジンは一般的に生で食べられるオレンジの根です。,Amir,Amazon Translate
犬種はサイズが大きく異なります。,Amir,Amazon Translate
蚊に刺されるとかゆくなることがあります。,Amir,Amazon Translate
コオロギは夜行性の昆虫です。,Amir,Amazon Translate
卵は一般的にさまざまな方法で調理されます。,Amir,Amazon Translate
チョークは黒板から簡単に拭き取ることができます。,Amir,Amazon Translate
パンは焼きたてのほうがスライスしやすい。,Amir,Amazon Translate
マップには、ガイダンス用のマップキーが含まれています。,Amir,Amazon Translate
保護しないとパンは古くなります。,Amir,Amazon Translate
マップは自然災害の影響を示すことができます。,Amir,Amazon Translate
マップには、さまざまな色でデータが表示されます。,Amir,Amazon Translate
オオカミは集団で生活し、狩りをします。,Amir,Amazon Translate
パンは最も古い食べ物のひとつです。,Amir,Amazon Translate
地図は船に不可欠なナビゲーションを提供します。,Amir,Amazon Translate
トマトは花の咲く植物から育ちます。,Amir,Amazon Translate
雨はゲージを使って測定できます。,Amir,Amazon Translate
地図は交通網を表すことができます。,Amir,Amazon Translate
地図は都市計画に不可欠です。,Amir,Amazon Translate
チューリップは涼しい気候で最もよく育ちます。,Amir,Amazon Translate
地図は過去の土地の変化を明らかにすることができます。,Amir,Amazon Translate
地図は現代のナビゲーションにとって依然として重要です。,Amir,Amazon Translate
卵は鳥や爬虫類によって作られます。,Amir,Amazon Translate
クジラは空気を得るために浮上する必要があります。,Amir,Amazon Translate
マップにはさまざまなタイプのフィーチャが表示されます。,Amir,Amazon Translate
マップでは、区別するために色を使用することがよくあります。,Amir,Amazon Translate
マップでは多くの場合、計測に縮尺を使用します。,Amir,Amazon Translate
カエデの木はシロップを作ります。,Amir,Amazon Translate
地図は旅行者が迷子にならないようにするのに役立ちます。,Amir,Amazon Translate
マップには都市部と農村部が表示されます。,Amir,Amazon Translate
ガチョウは毎年グループで移動します。,Amir,Amazon Translate
地図は首都と主要都市を識別します。,Amir,Amazon Translate
マップは空間を視覚的に表現します。,Amir,Amazon Translate
光合成は動物と人間に酸素を生成します。,Amir,Amazon Translate
葉は太陽光を吸収し、光合成中に炭水化物を生成します。,Amir,Amazon Translate
ほとんどのサメは海水にしか生息していません。,Amir,Amazon Translate
牛は世界中の人々に牛乳と牛肉を提供しています。,Amir,Amazon Translate
エベレスト山は地球上で海抜で最も高い山です。,Amir,Amazon Translate
虹色は常に同じ順序で観察されます。,Amir,Amazon Translate
ほとんどの陸上植物の栽培には土壌が不可欠です。,Amir,Amazon Translate
落花生は地下で食用の種子を生産します。,Amir,Amazon Translate
魚は水中でえらを使って溶存酸素を吸収します。,Amir,Amazon Translate
クラゲにはゼラチン状の体と刺すような触手があります。,Amir,Amazon Translate
イチゴは熟して赤くて甘い果実になります。,Amir,Amazon Translate
コヨーテは都市環境によく適応します。,Amir,Amazon Translate
ビニール袋は完全に分解するまでに数十年かかります。,Amir,Amazon Translate
お金は商品やサービスと交換されます。,Amir,Amazon Translate
マップは、道路、都市、および物理的なランドマークを正確に表しています。,Amir,Amazon Translate
パンダはほとんどタケノコだけを食べます。,Amir,Amazon Translate
アップルソースは、リンゴを調理してつぶして作られています。,Amir,Amazon Translate
地図は旅行者をなじみのない目的地へと導きます。,Amir,Amazon Translate
綿は植物のふわふわした種子の頭から作られます。,Amir,Amazon Translate
車のエンジンはガソリンに頼って作動します。,Amir,Amazon Translate
シマウマは馬科に属し、縞模様のコートを着ています。,Amir,Amazon Translate
学校は年齢や科目別にクラスを編成しています。,Amir,Amazon Translate
タマネギは調理済みの料理に強い風味をもたらします。,Amir,Amazon Translate
ガソリンは室温ですぐに蒸発します。,Amir,Amazon Translate
飛行機は空気力学を考慮して設計された翼を使って離陸します。,Amir,Amazon Translate
マウストラップは、屋内でのげっ歯類の存在を制御するように設定されています。,Amir,Amazon Translate
書籍は、印刷物またはデジタル形式で情報を伝えます。,Amir,Amazon Translate
ブドウは茎を支柱に巻き付けて登ります。,Amir,Amazon Translate
ベッドシーツは一般的に綿生地で作られています。,Amir,Amazon Translate
限られたスペースでは、混雑により騒音レベルが上がります。,Amir,Amazon Translate
紙は布やプラスチックよりも破れやすい。,Amir,Amazon Translate
キーでロックを解除すると、対応するロックが取り付けられたドアがロック解除されます。,Amir,Amazon Translate
ハゲタカは生きた獲物を狩る代わりに腐肉を探します。,Amir,Amazon Translate
カタツムリは危険から身を守るために殻の内側に後退します。,Amir,Amazon Translate
デザートはメインの食事の後に食べます。,Amir,Amazon Translate
恐竜は約6500万年前に絶滅しました。,Amir,Amazon Translate
傘は大雨からユーザーを守ります。,Amir,Amazon Translate
トマトは繁殖するために暖かい温度を必要とします。,Amir,Amazon Translate
バックパックは本や物資を快適に運ぶことができます。,Amir,Amazon Translate
ブランコは屋外の遊び場では一般的な備品です。,Amir,Amazon Translate
ミツバチは植物の受粉活動に直接貢献しています。,Amir,Amazon Translate
スーツケースには、旅行用の衣類や持ち物を収納できます。,Amir,Amazon Translate
月明かりは、太陽の光が月に反射することから生じます。,Amir,Amazon Translate
ベルトはパンツとスカートのフィット感を調整します。,Amir,Amazon Translate
手袋は指を寒さから守ります。,Amir,Amazon Translate
ドアベルは、玄関の外にいる訪問者に合図します。,Amir,Amazon Translate
金は非常によく電気を通します。,Amir,Amazon Translate
アンカーはボートを水中で1つの位置に固定します。,Amir,Amazon Translate
ピザは個別に提供する前にスライスされます。,Amir,Amazon Translate
はさみで紙、布、ひもを効率的にカットできます。,Amir,Amazon Translate
雪だるまは冬に転がされた雪玉から作られます。,Amir,Amazon Translate
スプリンクラーは芝生や庭に水を均等に分配します。,Amir,Amazon Translate
チェスでは、ユニークなゲームピースを戦略的に動かします。,Amir,Amazon Translate
カレンダーは、日、週、月を体系的に追跡します。,Amir,Amazon Translate
スクールバスは子供たちを家と学校の間を運びます。,Amir,Amazon Translate
ミツバチは花の蜜から蜂蜜を作ります。,Amir,Amazon Translate
犬はしっぽを使ってさまざまな感情を伝えます。,Amir,Amazon Translate
キノコは湿った環境で育つことを好みます。,Amir,Amazon Translate
クモは絹のような網を使って昆虫を捕まえます。,Amir,Amazon Translate
金は希少性と外観から貴重です。,Amir,Amazon Translate
じゃがいもは地下で栽培された食用塊茎です。,Amir,Amazon Translate
本は知識と物語を書面で保存しています。,Amir,Amazon Translate
角のある動物は捕食者から身を守ることができます。,Amir,Amazon Translate
ワシは人間よりも遠くの物体をはるかにはっきりと見えます。,Amir,Amazon Translate
高層ビルは都市では超高層ビルと呼ばれます。,Amir,Amazon Translate
橋は水や障害物で隔てられた土地をつないでいます。,Amir,Amazon Translate
雷雨時には自然に雷が発生します。,Amir,Amazon Translate
豆は植物由来のタンパク質を食事に供給します。,Amir,Amazon Translate
ラクダは、水が不足している砂漠の条件で繁殖します。,Amir,Amazon Translate
目覚まし時計は、音や振動の信号で人を目覚めさせます。,Amir,Amazon Translate
クッキーは世界中で人気のある甘い焼き菓子です。,Amir,Amazon Translate
鍵でロックを解除し、対応するロックで固定されたドアを開けます。,Amir,Amazon Translate
冷蔵庫は生鮮食品をより長く新鮮に保ちます。,Amir,Amazon Translate
ベルトはズボンやスカートをウエストに固定します。,Amir,Amazon Translate
ろうそくは芯をワックスで燃やすことで発光します。,Amir,Amazon Translate
カレンダーは、日付と関連する年次イベントを記録します。,Amir,Amazon Translate
ユニコーンは存在が証明されていない神話上の生き物です。,Amir,Amazon Translate
マウンテンバイクは起伏の多いオフロード地形でも簡単に走行できます。,Amir,Amazon Translate
マップには、方向を示すコンパスのバラが付いていることがよくあります。,Amir,Amazon Translate
コンピュータはバイナリコードを使用して情報を電子的に処理します。,Amir,Amazon Translate
手袋は手を保護し、暖かさを与えます。,Amir,Amazon Translate
歯科医は健康な歯のために口腔衛生を推進しています。,Amir,Amazon Translate
タブレットはポータブル電子コンピューティングデバイスとして機能します。,Amir,Amazon Translate
ガラスは透明で、可視光を通すことができます。,Amir,Amazon Translate
観葉植物は室内の空気の質と湿度レベルを改善します。,Amir,Amazon Translate
天気予報では、今後の降水量と気温の変化を予測しています。,Amir,Amazon Translate
バックパックは肩全体に均等に体重を分散します。,Amir,Amazon Translate
スプリンクラーシステムは、芝生や庭を自動的に灌漑します。,Amir,Amazon Translate
高層ビルではエレベーターで人を上げたり下げたりできます。,Amir,Amazon Translate
鏡は外観を正確に反映します。,Amir,Amazon Translate
壁掛け時計は時間が一目でわかります。,Amir,Amazon Translate
スクーターには個人輸送用の車輪が2つ付いています。,Amir,Amazon Translate
チューリップは毎年春に咲きます。,Amir,Amazon Translate
羊は羊毛を紡いで糸にします。,Amir,Amazon Translate
ペットボトルは自然に分解するのに何年もかかります。,Amir,Amazon Translate
米は水田と呼ばれる畑で栽培されています。,Amir,Amazon Translate
ウサギは脅威を察知する耳が長い。,Amir,Amazon Translate
クラゲには防御のために刺すような触手があります。,Amir,Amazon Translate
バラには、草食動物が食べるのを思いとどまらせるためのとげがあります。,Amir,Amazon Translate
リンゴには、赤、緑、黄色の種類があります。,Amir,Amazon Translate
キリンは長い首を使って高い木の葉にたどり着きます。,Amir,Amazon Translate
小さなフックとループを使ったベルクロスティック。,Amir,Amazon Translate
列車はエンジンパワーを使って線路沿いを走ります。,Amir,Amazon Translate
砂漠は森林に比べて年間降水量がほとんどありません。,Amir,Amazon Translate
火山は噴火時に溶けた溶岩と灰を排出します。,Amir,Amazon Translate
摩擦や化学反応によって軽い火にマッチします。,Amir,Amazon Translate
本はページの集まりです。,Amir,Amazon Translate
歯は噛むときに食べ物を分解するのに役立ちます。,Amir,Amazon Translate
草は平野、芝生、そしてさまざまな風景を覆っています。,Amir,Amazon Translate
ボウルには液体や固形食品を入れることができます。,Amir,Amazon Translate
デンタルフロスは、ブラシが届かない歯の間をきれいにします。,Amir,Amazon Translate
洗剤は衣類の生地の汚れを落とすのに役立ちます。,Amir,Amazon Translate
ピザは焼きたての生地にトッピングを加えたものです。,Amir,Amazon Translate
ハンドソープは、適切な洗濯中に細菌を殺します。,Amir,Amazon Translate
ミラーは、表面がきれいなときに画像を正確に反射します。,Amir,Amazon Translate
アリはコロニーのサバイバルタスクを効率的に調整します。,Amir,Amazon Translate
シマウマはアフリカのサバンナ全域で群れをなして暮らしています。,Amir,Amazon Translate
ラジオは電磁波を介して音声信号を送信します。,Amir,Amazon Translate
スーツケースは旅行用品の持ち運びをより便利にします。,Amir,Amazon Translate
クレーンはケーブルシステムを使用して重い荷物を持ち上げます。,Amir,Amazon Translate
馬は動きが速く、人間のライダーをサポートします。,Amir,Amazon Translate
傘は雨や強い日差しから身を守るのに役立ちます。,Amir,Amazon Translate
タブレットは、タッチスクリーンと計算能力を組み合わせて携帯性を高めています。,Amir,Amazon Translate
ファンは空気を循環させて密閉空間を冷却します。,Amir,Amazon Translate
目覚まし時計は特定の時間に人を目覚めさせます。,Amir,Amazon Translate
自転車は、足で動くペダルを使ってライダーを運びます。,Amir,Amazon Translate
ヘリコプターは回転ブレードのおかげで垂直に飛びます。,Amir,Amazon Translate
枕はヘッドをクッションし、快適な睡眠姿勢を実現します。,Amir,Amazon Translate
カーテンは部屋への光の侵入を遮断します。,Amir,Amazon Translate
掃除機は床からほこりや破片を吸引します。,Amir,Amazon Translate
ドアベルは、訪問者の到着を自宅の居住者に警告します。,Amir,Amazon Translate
ベンチは、公共またはプライベートな場所に座席を提供します。,Amir,Amazon Translate
ペイントロールは壁に均等に色を付けます。,Amir,Amazon Translate
ショッピングカートは、店舗での食料品の購入を簡単にします。,Amir,Amazon Translate
財布には、身分証明書、お金、領収書が入ります。,Amir,Amazon Translate
ノートブックを使用すると、ユーザーはメモを書いたり整理したりできます。,Amir,Amazon Translate
パンは空気に触れると古くなります。,Amir,Amazon Translate
オウムは多くの環境音をまねることができます。,Amir,Amazon Translate
アリは特別な役割を持つコロニーを作ります。,Amir,Amazon Translate
シマウマには独特の白黒の縞模様があります。,Amir,Amazon Translate
曇りの日は雨や暴風雨の可能性があります。,Amir,Amazon Translate
ペンギンは空を飛ぶことはできませんが、水中では巧みに泳ぎます。,Amir,Amazon Translate
コモドオオトカゲは現存する最大のトカゲです。,Amir,Amazon Translate
菌類は土壌中の有機物を分解します。,Amir,Amazon Translate
花火は大きな音を出し、色とりどりの光を放ちます。,Amir,Amazon Translate
ホッキョクグマは北極海の海氷地域に生息しています。,Amir,Amazon Translate
晴れた空では夕日がより鮮やかに見えます。,Amir,Amazon Translate
チョークは粗い表面にも簡単に書けます。,Amir,Amazon Translate
ピーナッツはマメ科植物として水面下で育ちます。,Amir,Amazon Translate
コーヒー豆はコーヒーチェリーの種を焙煎したものです。,Amir,Amazon Translate
ブロッコリーはビタミンや食物繊維が豊富です。,Amir,Amazon Translate
マップでは、地形タイプを表すために色を使用することがよくあります。,Amir,Amazon Translate
プラスチック汚染は海洋野生生物の生態系を脅かしています。,Amir,Amazon Translate
草原は大きな動物の群れの放牧を支えています。,Amir,Amazon Translate
海洋生物には、魚、カニ、タコなどの生き物が含まれます。,Amir,Amazon Translate
氷河は何世紀にもわたってゆっくりと風景を変えています。,Amir,Amazon Translate
自動車は通常、内燃機関を使用して運転します。,Amir,Amazon Translate
ショッピングカートは食料品の輸送に役立ちます。,Amir,Amazon Translate
鏡は光を反射して画像を表示します。,Amir,Amazon Translate
子牛は成牛になる前の若い牛です。,Amir,Amazon Translate
財布は身分証明書とお金を安全に保管します。,Amir,Amazon Translate
新聞は最近の出来事や情報を毎日報道しています。,Amir,Amazon Translate
接着剤は多様な素材をしっかりと接着します。,Amir,Amazon Translate
巣は卵や孵化したばかりの子を安全に保護します。,Amir,Amazon Translate
ガラスは強い衝撃を受けると粉々になります。,Amir,Amazon Translate
バナナはエネルギーとしてカリウムと天然糖を供給します。,Amir,Amazon Translate
プラスチック容器は食品を安全かつ便利に保管します。,Amir,Amazon Translate
オレンジには免疫に重要なビタミンCが含まれています。,Amir,Amazon Translate
ミツバチは巣箱と呼ばれる組織化されたコロニーで蜂蜜を作ります。,Amir,Amazon Translate
米は湿った環境で育つ主食です。,Amir,Amazon Translate
カエルは、足が発達する前はオタマジャクシとして始まります。,Amir,Amazon Translate
チョークは教育的な執筆目的でよく使用されます。,Amir,Amazon Translate
砂漠は毎年ほとんど降雨がなく、乾燥したままです。,Amir,Amazon Translate
マップには、等高線を使用して標高の変化が表示されます。,Amir,Amazon Translate
アザラシは冷たい海で優雅に動きます。,Amir,Amazon Translate
トマトは果実を熟成させるために暖かさと日光を必要とします。,Amir,Amazon Translate
接着剤は紙片を表面に強く付着させます。,Amir,Amazon Translate
ショッピングカートは、大型食料品店のお客様を支援します。,Amir,Amazon Translate
キーはお揃いのロックにぴったり合うようにカットされています。,Amir,Amazon Translate
飛行機は高高度で長距離を移動します。,Amir,Amazon Translate
コットン生地は柔らかく、吸収性の高い素材です。,Amir,Amazon Translate
あらかじめ設定した時間に目覚まし時計が鳴り、ユーザーを起こします。,Amir,Amazon Translate
バックパックは物資を肩にかけて快適に運べます。,Amir,Amazon Translate
クルミは木の固い保護殻の中で育ちます。,Amir,Amazon Translate
はさみでさまざまな紙や薄くて柔軟な素材を切ります。,Amir,Amazon Translate
馬はしばしば広大な土地を素早く駆け抜けます。,Amir,Amazon Translate
ベッドは睡眠をサポートし、一晩中快適に休息します。,Amir,Amazon Translate
階段は建物内のフロアを垂直に接続します。,Amir,Amazon Translate
窓からは天候を遮りながら光が入ります。,Amir,Amazon Translate
ベルトはウエストにループが付いたズボンを支えます。,Amir,Amazon Translate
オレンジジュースは熟したオレンジを搾ったものです。,Amir,Amazon Translate
カーテンは日光を遮断し、室内のプライバシーを守ります。,Amir,Amazon Translate
テレビはビデオとオーディオのエンターテイメント信号を送信します。,Amir,Amazon Translate
子供は大人の歯が生える前に乳歯を失います。,Amir,Amazon Translate
列車は効率的な大量輸送のために線路上を移動します。,Amir,Amazon Translate
地図は未知の場所や都市を簡単に移動するのに役立ちます。,Amir,Amazon Translate
卵には筋肉の成長に不可欠なタンパク質が含まれています。,Amir,Amazon Translate
コインは、金属製のブランクに平らにスタンプを押して作られています。,Amir,Amazon Translate
オオカミは小型の哺乳類を揃えて群れをなして狩りをします。,Amir,Amazon Translate
アザラシは陸上でも水上でも効率的に動きます。,Amir,Amazon Translate
羊は世界中で織物に広く使われている羊毛を生産しています。,Amir,Amazon Translate
車が走るには内燃機関または電気モーターが必要です。,Amir,Amazon Translate
ピーナッツは生分解性の殻の中で自然に地下で熟します。,Amir,Amazon Translate
チョークは暗いスレートの表面に目に見えて書けます。,Amir,Amazon Translate
リコピン色素が含まれているため、トマトは赤く熟します。,Amir,Amazon Translate
