statement,elicitation,committer
时间就是金钱，表明时间应该得到有效和富有成效的利用。,microsoft azure text translation,Dan
时代在变，我们也随之变化，凸显了人类在历史中的适应性。,microsoft azure text translation,Dan
时代在变，我们也随之变化，反映了人类在历史时期的适应能力。,microsoft azure text translation,Dan
“存在”就是“做”，强调了行动在定义一个人的存在方面的重要性。,microsoft azure text translation,Dan
相信就是看到，表明信仰在塑造感知方面的力量。,microsoft azure text translation,Dan
每个人都有自己的口味，因为每个人在地方和目的地都有独特的品味。,microsoft azure text translation,Dan
认识自己是一切智慧的开端，强调自我意识的重要性。,microsoft azure text translation,Dan
做真实的自己，强调对自己诚实的重要性。,microsoft azure text translation,Dan
今天的新闻就是明天的历史，突出了重大事件的持续流动。,microsoft azure text translation,Dan
今天的新闻就是明天的历史，显示了事件的连续性。,microsoft azure text translation,Dan
今天的科幻小说就是明天的科学事实，突出了想象力如何推动技术发展。,microsoft azure text translation,Dan
太多的厨师会破坏肉汤，所以通常最好限制贡献者。,microsoft azure text translation,Dan
旅行拓宽了思维，提供了新的视角和体验。,microsoft azure text translation,Dan
轻装上阵，走得很远，这样你就可以轻松探索更多的地方。,microsoft azure text translation,Dan
以自己希望被对待的方式对待他人，弘扬慈悲的原则。,microsoft azure text translation,Dan
真理是主观的，这意味着每个人对现实的看法可能不同。,microsoft azure text translation,Dan
两个头比一个头好，因此协作通常会产生更好的结果。,microsoft azure text translation,Dan
两个脑袋比一个脑袋好，这表明合作会产生更好的结果。,microsoft azure text translation,Dan
两个脑袋比一个脑袋好，这表明合作往往会产生更好的结果。,microsoft azure text translation,Dan
二加二总是等于四，证明了数学原理的一致性。,microsoft azure text translation,Dan
团结我们站立，分裂我们倒下，强调团结在社会中的重要性。,microsoft azure text translation,Dan
多样性是生活的调味品，鼓励活动的多样性，以获得充实的体验。,microsoft azure text translation,Dan
多样性是生活的调味品，鼓励探索不同的文化和艺术形式。,microsoft azure text translation,Dan
多样性是生活的调味品，因此探索不同的文化可以丰富您的体验。,microsoft azure text translation,Dan
多样性是生活的调味品，因此探索不同的地方可以丰富您的体验。,microsoft azure text translation,Dan
美德本身就是奖赏，这表明道德行为本身是有价值的。,microsoft azure text translation,Dan
凭信心行事，而不是凭眼见行事，强调信仰的重要性，超越可见的事物。,microsoft azure text translation,Dan
水总是寻求自己的水平，展示了流体动力学的原理。,microsoft azure text translation,Dan
我们是我们的选择，反映了决定塑造了我们的生活和性格。,microsoft azure text translation,Dan
我们就是我们反复做的事，强调习惯在塑造性格中的作用。,microsoft azure text translation,Dan
我们不能两次踏入同一条河流，这反映了生命和存在不断变化的本质。,microsoft azure text translation,Dan
杀不死你的东西会让你变得更强大，强调逆境中的韧性。,microsoft azure text translation,Dan
杀不死你的东西会让你变得更强大，强调逆境中的韧性。,microsoft azure text translation,Dan
兜兜转转，表明历史上的行动往往会产生长期后果。,microsoft azure text translation,Dan
兜兜转转，表明历史上的行动往往会产生长期影响。,microsoft azure text translation,Dan
兜兜转转，反映因果报应的原则。,microsoft azure text translation,Dan
上升的东西必须下降，这说明了重力的概念。,microsoft azure text translation,Dan
在罗马时，要像罗马人一样，尊重当地的习俗和传统。,microsoft azure text translation,Dan
在罗马时，要像罗马人那样做，这表明适应当地习俗是明智的。,microsoft azure text translation,Dan
下雨时会倾盆大雨，因此为挑战做好准备很重要。,microsoft azure text translation,Dan
当一扇门关闭时，另一扇门就会打开，这意味着结局往往会带来新的机会。,microsoft azure text translation,Dan
有志者事竟成，所以决心是克服挑战的关键。,microsoft azure text translation,Dan
哪里有烟，哪里就有火，这表明迹象往往指向更深层次的问题或真相。,microsoft azure text translation,Dan
无论你走到哪里，你都在那里，这意味着你不能通过改变位置来逃避自己的本性。,microsoft azure text translation,Dan
无论你走到哪里，你都在那里，这意味着你带着自己的问题和优势。,microsoft azure text translation,Dan
智慧始于惊奇，激发好奇心和开放性。,microsoft azure text translation,Dan
权力越大，责任越大，强调技术进步中的道德考虑。,microsoft azure text translation,Dan
权力越大，责任越大，强调技术进步中的道德考量。,microsoft azure text translation,Dan
权力越大，责任越大，强调明智地使用影响力的责任。,microsoft azure text translation,Dan
更聪明地工作，而不是更努力地工作，以提高活动效率。,microsoft azure text translation,Dan
你是你保持的公司，所以明智地选择你的朋友。,microsoft azure text translation,Dan
你就是你吃的东西，表明营养对你的健康有很大影响。,microsoft azure text translation,Dan
人如其食，因此保持健康饮食对整体健康至关重要。,microsoft azure text translation,Dan
你就是你反复做的事情，让习惯成为性格的基础。,microsoft azure text translation,Dan
你是你自己最糟糕的批评者，往往对自己比别人更严厉。,microsoft azure text translation,Dan
用蜂蜜比用醋可以抓到更多的苍蝇，所以善良是明智的。,microsoft azure text translation,Dan
你可以把一匹马牵到水边，但你不能让它喝水。,microsoft azure text translation,Dan
你不能在两端燃烧蜡烛，因为过度劳累会导致倦怠。,microsoft azure text translation,Dan
你不能通过封面来判断一本书，因为外表可能具有欺骗性。,microsoft azure text translation,Dan
你不能通过封面来判断一本书，这表明外表可能具有欺骗性。,microsoft azure text translation,Dan
你不能通过封面来判断一本书，这意味着外表可能具有欺骗性。,microsoft azure text translation,Dan
你不能仅仅通过天气来判断一个地方，因为许多因素都会影响它的整体体验。,microsoft azure text translation,Dan
你不能仅仅通过天气来判断一个地方，因为有很多因素会影响它的整体体验。,microsoft azure text translation,Dan
不打碎几个鸡蛋就无法做煎蛋卷，所以在追求进步的过程中接受一些挫折。,microsoft azure text translation,Dan
你不能超越不良的饮食习惯，所以营养对健身至关重要。,microsoft azure text translation,Dan
你无法超越不良的饮食习惯，所以营养是健身的关键。,microsoft azure text translation,Dan
你无法摆脱不良的饮食习惯，因此适当的营养对于保持健康至关重要。,microsoft azure text translation,Dan
你不能从一个空杯子里倒酒，强调自我保健的必要性，以有效地支持他人。,microsoft azure text translation,Dan
你不能从空杯子里倒酒，所以先照顾好自己。,microsoft azure text translation,Dan
你不能只见树木不见森林，所以着眼于大局很重要。,microsoft azure text translation,Dan
你不能只见树木不见森林，这表明你可能会因为过于关注细节而错过更大的图景。,microsoft azure text translation,Dan
你不能教一只老狗新把戏，这意味着很难改变既定的习惯或思维方式。,microsoft azure text translation,Dan
一分钱一分货，所以在质量上投资往往是值得的。,microsoft azure text translation,Dan
你错过了100%的镜头，所以在机会出现时抓住机会。,microsoft azure text translation,Dan
你只活一次，所以照顾好你的健康应该是重中之重。,microsoft azure text translation,Dan
你播种什么就收获什么，强调与你的努力直接相关的结果。,microsoft azure text translation,Dan
你播种什么就收获什么，这表明你的行为决定了你的结果。,microsoft azure text translation,Dan
你播种什么就收获什么，所以你的行为会产生后果。,microsoft azure text translation,Dan
你应该始终以你希望被对待的方式对待他人。,microsoft azure text translation,Dan
你不应该通过封面来判断一本书。,microsoft azure text translation,Dan
