statement,Drop,hash,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,statement_id,i_agree,i_agree_probability,others_agree,others_agree_probability,statement_r,awareness,consensus,commonsensicality,nlp_score
Beggars can't be choosers.,,59ad9d58bb,True,True,False,True,True,True,158,yes,0.9999974387188324,yes,0.9999997617632492,Beggars can't be choosers.,0.9999976769555832,0.9999897549015698,0.9999937159207316,Beggars can't be choosers.
A poor workman blames his tools.,,11dea8c874,True,True,False,True,True,True,872,no,0.9999997300421544,no,0.9999996072140076,Kapital kidded kiddo kin wollen'd kidding เลวีน,0.9999998771718532,0.999998920168909,0.9999993986702668,Kapital kidded kiddo kin wollen'd kidding เลวีน
Helping others is a noble act.,,887de56a5b,True,True,False,True,True,True,1706,yes,0.9999999006880538,yes,0.999999855502111,Helping others is a noble act.,0.9999999548140572,0.9999996027522544,0.9999997787831404,Helping others is a noble act.
Perseverance pays off.,,5bbebcd217,True,True,False,True,True,True,739,yes,0.9999999226557718,yes,0.99999998477002,Perseverance pays off.,0.9999999378857516,0.999999690623111,0.9999998142544236,Perseverance pays off.
Kindness begets kindness.,,4b8f1f1f78,True,True,False,True,True,True,1123,yes,0.9999999748900072,yes,0.9999999006880488,Kindness begets kindness.,0.9999999257980418,0.9999998995600312,0.9999999126790364,Kindness begets kindness.
Friendship enriches life.,,2a4adb7e6a,True,True,False,True,True,True,1746,yes,0.9999999677581274,yes,0.9999999928058668,Friendship enriches life.,0.9999999749522608,0.9999998710325136,0.9999999229923858,Friendship enriches life.
Actions should match words.,,b1b31e53be,True,True,False,True,True,True,1590,yes,0.9999999748900066,yes,0.9999999586006209,Actions should match words.,0.9999999837106142,0.9999998995600288,0.9999999416353208,Actions should match words.
Pets often bring joy to their owners.,,5b3406147e,True,True,False,True,True,True,1908,yes,0.9999999936511992,yes,0.999999912357659,Pets often bring joy to their owners.,0.9999999187064598,0.9999999746047968,0.999999946655628,Pets often bring joy to their owners.
A smile often indicates friendliness.,,028c784ae0,True,True,False,True,True,True,1889,yes,0.9999999865595878,yes,0.9999999634651724,A smile often indicates friendliness.,0.9999999769055848,0.999999946238352,0.999999961571968,A smile often indicates friendliness.
Compliments can boost a person's confidence.,,40288472cd,True,True,False,True,True,True,1389,yes,0.99999999902638,yes,1.0,Compliments can boost a person's confidence.,0.99999999902638,0.9999999961055202,0.99999999756595,Compliments can boost a person's confidence.
