Email,Extracted_Statements,Prompt_Tokens,Completion_Tokens,Cost_of_Prompt,Cost_of_Completion,Total_Cost
"Hi there. June is our second to last chance to post the kind of end of quarter numbers that will silence the NRCC once and for all. A new rating just showed that our race is the most competitive in all of Orange County. That's a sign to the NRCC that they should jump straight into our race and try everything they can to flip it red. Our best bet to fend off these attacks is to post record high end of quarter fundraising numbers. Will you help us do that by donating to our campaign today? I'm just going to say it bluntly: we need a huge fundraising showing this June. With the election just months away, hitting our target this end of quarter is non-negotiable. That's what will show the NRCC and the massive special interests that we're not going anywhere. Can you donate now to help us reach our ambitious June fundraising goal? Thank you! \-- Nicole LeClerc, Finance Director Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""June is the second to last month in the second quarter of the year."", ""Elections are competitive."", ""Fundraising is important for political campaigns."", ""Climate change is a topic of concern."", ""Infrastructure can deteriorate over time."", ""Homelessness is an issue that needs to be confronted."", ""Social Security and Medicare are programs intended to support individuals."", ""Email is a method of communication.""]",571,90,0.00571,0.0026999999999999997,0.008409999999999999
"As we're all far too aware, every single day our health is at risk -- and that also means that our access to health care has never been more critical. So why is it that Donald Trump and Harley's opponent are trying to destroy the Affordable Care Act? Harley's committed to finding common-sense solutions that don't leave anyone behind, which is exactly why we need people like him fighting for us in the face of devastating disasters. But, to re-elect him in a race this close, we need a huge fundraising performance before our end-of-quarter deadline tonight. Can you donate now? If you've saved your payment information with ActBlue Express, your donation will go through immediately: Express Donate: $5 Express Donate: $25 Express Donate: $50 Express Donate: $100 Express Donate: $250 Express Donate: $500 Or, donate another amount Thank you so much!!! \-- Team Rouda Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],563,1,0.00563,3e-05,0.005659999999999999
"Harley sent out an email yesterday about the profound repercussions of Trump's attacks against the USPS. In it, he swore that he'd protect USPS and our democracy -- no matter what lies Trump and his administration spew. We've forwarded it below for context! He's already making good on his word. Today, our campaign joined leaders in a safe rally in support of the USPS (check out Harley speaking at it below!). Harley will always stand for what's right and try to make good on his word -- that's what made him the most productive freshman member and why we need him in Congress. Will you donate now to help us keep him there? Thank you!!! \-- Rouda HQ \---------- Forwarded message --------- President Trump openly admitted to blocking USPS funding to stop Americans from voting safely and securely. Let me repeat: the President of the United States of America publicly confirmed that he is actively sabotaging our right to a free and fair election. This is bigger than petty partisan politics; it is an attack on the foundation of our nation. This is a war waged on the bedrock principles of our republic -- the right to use your vote to make your voice heard and hold elected officials accountable. This is a ""where were you and what did you do to stop it"" moment in history. With the election right around the corner, I need your help to keep defending our democracy. Can you give now? I'll keep doing everything I can to protect our elections, including questioning Postmaster General DeJoy, supporting efforts to preserve USPS, and sounding the alarm -- but I need your help. The Trump Administration and complicit Republican members of Congress have sought to undermine our democracy -- but we need to show them that the power still rests with the people. Can you help me do that by chipping in to our grassroots campaign and allowing me to bring the voice of hardworking, everyday Orange Countians to Congress? Thank you! \-- Harley Rouda Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],774,1,0.00774,3e-05,0.00777
"Hey -- it's Alyssa, Harley's campaign manager. I'm reaching out because Harley's on his way to meet Michelle for their debate. However, it's unlikely she'll even turn up. We want to show Harley that, even though his opponent is refusing to engage, we still think he's doing the right thing by trying to facilitate a debate. That's why we're going to try to flood him with donations for the rest of the night -- it'll be the perfect way to show him that we support his effort and to help us reach our end-of-month fundraising goal. Will you donate right now to our campaign? Harley's opponent is doing everything she can to get out of debating Harley. She even just tried to blame her absence on the fact that a local Democratic group is going to be watching the debate. We've already told her that we're trying to make this as fair as possible, but she won't even engage the possibility of a debate. Will you show Harley you support his call for a fair debate by donating today? Thanks for being with us! \-- Alyssa, Campaign Manager Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""People generally expect political debates to occur during campaign seasons."", ""Politicians often rely on donations for their campaign funding."", ""Debates are considered a way for political candidates to engage with each other's ideas."", ""Climate change, infrastructure, homelessness, Social Security, and Medicare are common issues addressed by politicians."", ""Re-election campaigns can be challenging for politicians."", ""Emails are a common method for politicians to communicate with supporters."", ""Supporters can typically unsubscribe from political campaign emails if they choose to.""]",603,103,0.00603,0.00309,0.00912
"Yesterday, I sent a letter to Michelle Steel's campaign team. It was a follow up to another letter we sent weeks ago asking Michelle Steel if she wanted to join Harley in a debate. Check it out >> We all know that debates are essential. They're one of the only ways that folks can get a sense of the candidate they're voting for. Yet, Michelle Steel has left our calls for a fair debate unanswered. That's not fair to Orange Countians. Will you sign our petition if you agree that the people of CA-48 have a right to watch Harley and Michelle debate? Michelle Steel has no problem attacking our campaign on social media -- but she still won't agree to a fair debate. It's time to show the people of Orange County just what Harley and Michelle stand for. Are you with me? Thank you! \-- Alyssa Napuri, Campaign Manager Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Debates are one of the ways that people can learn about political candidates."", ""Social media is a platform where political campaigns can attack or criticize opponents."", ""Email is a method for political campaigns to communicate with supporters.""]",556,50,0.005560000000000001,0.0015,0.00706
"Some of you probably saw Harley and me questioning Postmaster General Louis DeJoy about the USPS on Monday -- and you probably also saw how flummoxed he was by some of our most basic questions. Our elected and appointed officials should know their jobs inside and out -- that's what taxpayers pay us for. As one of my neighboring members, I know Harley well. And, I know that when I question him about what's happening to small business owners in Costa Mesa or how climate change is affecting our Orange County beaches or how the district is handling the coronavirus response, he knows exactly what's going on. We need to keep leaders like that in the House. That's why I'm asking if you can donate to Harley's campaign today? We're less than 70 days from Election Day, and Harley is in one of the most competitive races in the entire country. That's why I have to ask if you'll help Harley hit his end-of-month fundraising goal before Monday. Can you donate today? Let's keep CA-48 blue, \-- Katie Porter Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Elected and appointed officials should know their jobs well."", ""Taxpayers pay for the services of elected and appointed officials."", ""Climate change can affect beaches."", ""Leaders should be knowledgeable about the issues affecting their districts."", ""Social Security and Medicare are programs intended to protect individuals.""]",593,64,0.0059299999999999995,0.00192,0.00785
"Harley just got an F [[URL REDACTED]] the NRA. And it's the first time in a while that getting an F felt pretty darn good. That's because Harley has absolutely no desire to appease the NRA and the gun lobby. He's going to stand for the safety of our communities and families every single day. Will you help us elect Harley with a small donation to our campaign today? In the same ranking, our corrupt opponent got an A, and she was endorsed by the NRA. The difference is clear. We need your help to elect someone who will protect us from gun violence, not stand with the NRA. Will you help us do that by donating to our campaign today? Thank you!! \-- Alyssa Napuri, Campaign Manager Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],533,1,0.0053300000000000005,3e-05,0.00536
"Harley won this seat in 2018 in an unprecedented victory against an entrenched Republican leader. But, let's be clear. The odds are still stacked against us: the NRCC is targeting this race and is ready to use its war chest to fund whomever Harley is up against. Harley has opponents who are writing themselves massive checks. And, our challengers are welcoming special interest money. That's why we're relying on your help. Will you give to Harley's race today to help us turn the tide? Thanks for your support! \-- Rouda HQ Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],495,1,0.00495,3e-05,0.00498
"Hi there -- I just wanted to make sure you saw this note from our finance director, Nicole? Our opponent's campaign is driven by massive donations from Big Money. In fact, her average donation is more than 10 times what ours is. But, we're so proud that our campaign is funded by grassroots donors because that's an indication that Harley's only accountable to everyday folks like you. With our end of the month deadline in a couple of days, will you help us show our opponent that we have the support of everyday Orange Countians by donating to our campaign today? \---------- Forwarded message --------- We emailed you yesterday about how Harley's opponent is stockpiling her war chest. Well, we crunched the numbers and found that the average donation amount to her campaign is over 10 times what ours is. We're proud of that because it means that our campaign is fueled by everyday folks like you. Because our campaign is truly grassroots, we depend on small donations. Can you donate $10 to our campaign today? Our campaign is about serving everyday Orange Countians -- not deep-pocketed special interests. Will you help us send a message to Harley's opponent that our grassroots strength is strong enough to match their war chest by donating today? Thank you! \-- Nicole LeClerc, Finance Director Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""People often donate money to political campaigns."", ""Campaigns can be funded by both small grassroots donations and large donations from wealthy donors."", ""Politicians are accountable to their donors."", ""Political campaigns use email to communicate with and solicit support from potential donors."", ""Elections can be competitive and require financial support for a candidate to be successful."", ""Campaigns may offer the option to unsubscribe from email communications.""]",643,89,0.00643,0.0026699999999999996,0.0091
"There's a critical election in CA-25 that will be decided today. Right now, the odds are stacked against Christy Smith and in favor of her Trump-aligned, right wing opponent. There's a chance that we can turn the tide, but we all need to double down in our support right now. That's why I have to ask if you'll split a donation to Christy's campaign today? Big Money and the NRCC are pouring money into this race to flip this seat back to red. We have the chance to show them that grassroots campaigns can match their deep pockets. Will you make a split donation now to do that? Thank you! \-- Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],514,1,0.0051400000000000005,3e-05,0.00517
"Trump-enthusiast Mike Garcia recently defeated Democrat Christy Smith in CA-25 -- a seat we flipped in 2018. The election showed that even though Dems won in close races last election, no seat is safe. That's why it's more important than ever to give to Harley's re-election campaign today. Can you do that? Our race is ranked a ""toss-up"" by POLITICO, and Harley's opponent is still being bankrolled by the NRCC and massive corporate special interests. We really need big end of the month fundraising numbers now to show that Harley's not going anywhere. Will you donate now to help us do that? Thank you! \-- Rouda HQ Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],521,1,0.00521,3e-05,0.00524
"As our supply of personal protective equipment dwindles, healthcare professionals are risking their lives day in and day out during this crisis to help those affected by the novel coronavirus. While President Trump could use the Defense Production Act to ensure that all of our healthcare professionals are safe and protected, he's deploying it ad-hoc, only requiring several businesses to manufacture the gear. We can't let our frontline workers suffer when there is a way to protect them. That's why Harley's signing on to demand that President Trump help supply all our frontline healthcare workers with proper gear. Will you join him? When there's an issue, Haley searches for a solution. That's why he helped make sure the frontline healthcare workers in our local community were protected with PPE. Harley's calling on President Trump to exemplify that type of solution-oriented leadership. Will you join Harley by adding your name today? Thank you! \-- Team Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],562,1,0.005620000000000001,3e-05,0.0056500000000000005
"Tomorrow, Republicans across Orange County are coming together for a ""Take Back the House"" rally to plan how they can try to win Harley's seat. We know that they're itching to win this election, which is why it's all the more important that we send the message that we're not backing down. Will you help us get the message across by donating to our campaign today? We've already seen the lengths the Republican juggernaut will go to in order to take back CA-48. The NRCC has already labeled Harley's opponent as one of their ""Young Guns"" -- a sign that they're going to back her campaign with everything they've got. We've got to show that we're not going anywhere. Will you help us do that by donating now? On to November! \-- Team Rouda Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],544,1,0.00544,3e-05,0.00547
"November will bring critical elections at every level of government, including our election here in Orange County and a presidential election that will decide our country's future. While Americans across the country are sheltering-in-place and practicing social distancing, this election could call upon Americans to put their health on the line in order to choose who will represent them in office. Every American should be able to vote without worrying about contracting or spreading coronavirus. That's why I'm pushing for vote by mail for all voters. Will you join me? States that have enacted vote by mail policies have seen large increases in voter turnout, and the more people we have weighing in on who will represent us, the stronger our democracy will be. Will you join me in pushing for vote by mail for all Americans? Thank you! \-- Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Every American should be able to vote without worrying about contracting or spreading coronavirus."", ""States that have enacted vote by mail policies have seen large increases in voter turnout."", ""The more people we have weighing in on who will represent us, the stronger our democracy will be.""]",539,59,0.005390000000000001,0.0017699999999999999,0.0071600000000000006
"Today, Harley's heading to Newport Beach to debate Michelle Steel -- if she decides to actually show up. Fair debates are routine parts of political campaigns. They're also one of the best ways for folks to learn about the people they're voting for. So, it just leaves us questioning why Michelle Steel is so adamantly and blatantly against a fair debate. We need transparent leaders who will show Orange Countians what they stand for and care about. That's why we're hoping you can donate to our campaign before our end-of-month deadline tomorrow >> If you've saved your payment information with ActBlue Express, your donation will go through immediately: Express Donate: $5 Express Donate: $25 Express Donate: $50 Express Donate: $100 Express Donate: $500 Or, donate another amount Thank you! \-- Team Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Fair debates are routine parts of political campaigns."", ""Debates are one of the best ways for people to learn about the candidates they're voting for."", ""Leaders should be transparent.""]",544,43,0.00544,0.00129,0.00673
"Hi there -- I just wanted to reach out to let you know that our end-of-quarter fundraising deadline is tomorrow, and we need your help if we're going to reach our goal. The truth is: this is the most important fundraising deadline we've had yet in this campaign. With only 35 days left until Election Day, this is one of the final indicators of where we stand in this race and will dictate just how much we can spend to reach undecided folks before voting ends. That really matters right now. In fact, getting Harley's message across to enough Independent voters is the only way we can win this race. Can you help us do that by donating right now? You can help us win this race! \-- Nicole LeClerc, Finance Director Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Election Day is a specific day when voting ends."", ""Campaigns often have fundraising deadlines."", ""Members of Congress serve specific districts."", ""Climate change, infrastructure, homelessness, Social Security, and Medicare are common issues addressed by politicians."", ""Re-election campaigns depend on the support of individuals."", ""Email is a way to keep supporters informed about issues and campaigns.""]",533,81,0.0053300000000000005,0.00243,0.00776
