Pair ID,File 1,Statement 1,File 2,Statement 2,Cosine Similarity
57,embeddings/email_statements_embedding.csv,Political campaigns often rely on donations from supporters.,embeddings/email_statements_embedding.csv,Political campaigns often depend on donations from supporters.,0.9854375556808002
229,embeddings/email_statements_embedding.csv,"Climate change, infrastructure, homelessness, Social Security, and Medicare are common issues addressed by politicians.",embeddings/email_statements_embedding.csv,"Climate change, infrastructure, homelessness, and protecting Social Security and Medicare are common issues addressed by politicians.",0.9854045272039251
5,embeddings/email_statements_embedding.csv,High voter turnout can influence an election result.,embeddings/email_statements_embedding.csv,High voter turnout can influence election results.,0.9853557163558633
66,embeddings/email_statements_embedding.csv,Campaigns often ask for contributions to fund their efforts.,embeddings/email_statements_embedding.csv,Campaigns often ask for contributions to support their efforts.,0.9853467043394791
55,embeddings/email_statements_embedding.csv,Climate change is considered an existential threat to the planet by some individuals.,embeddings/email_statements_embedding.csv,Climate change is considered an existential threat to the planet by some people.,0.985308676261703
255,embeddings/email_statements_embedding.csv,"Politicians work on issues such as climate change, infrastructure, homelessness, and protecting social security and Medicare.",embeddings/email_statements_embedding.csv,"Politicians work on issues such as climate change, infrastructure, homelessness, Social Security, and Medicare.",0.9852484329493347
63,embeddings/email_statements_embedding.csv,"Avoid touching your eyes, nose, and mouth with unwashed hands.",embeddings/email_statements_embedding.csv,"Avoid touching your eyes, nose and mouth with unwashed hands.",0.9852244440947561
178,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to support individuals in retirement or with specific needs.,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with specific needs.",0.9851260576060763
413,embeddings/email_statements_embedding.csv,"An honest day’s work should be enough to put food on the table, a roof over your head, and cover the cost of necessary medications.",embeddings/email_statements_embedding.csv,"An honest day's work should be enough to put food on the table, a roof over your head, and cover the cost of necessary medications.",0.984897441896172
6,embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, Social Security, and Medicare are common issues that politicians aim to address.",embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues that politicians aim to address.",0.9848069482521458
213,embeddings/email_statements_embedding.csv,Election Day is a specific date when voters cast their ballots.,embeddings/email_statements_embedding.csv,Election Day is a specific date when voters cast their votes.,0.9847366323508062
340,embeddings/email_statements_embedding.csv,Early voting allows people to cast their votes before the official election day.,embeddings/email_statements_embedding.csv,Early voting allows people to vote before the official election day.,0.9847065842650794
86,embeddings/email_statements_embedding.csv,Hitting fundraising goals can show momentum in a political race.,embeddings/email_statements_embedding.csv,Hitting a fundraising goal can show momentum in a political race.,0.9845715489376528
231,embeddings/email_statements_embedding.csv,Campaigns use deadlines to encourage supporters to donate by a certain time.,embeddings/email_statements_embedding.csv,Campaigns may use deadlines to encourage supporters to donate by a certain time.,0.9845674735487804
243,embeddings/email_statements_embedding.csv,Campaigns frequently ask for donations and volunteer support.,embeddings/email_statements_embedding.csv,Campaigns often ask for donations and volunteer support.,0.9845306837940248
324,embeddings/email_statements_embedding.csv,Donating money can support political campaigns.,embeddings/email_statements_embedding.csv,Donating money can support a political campaign.,0.9845224595015776
234,embeddings/email_statements_embedding.csv,Polling can show which candidates are leading or trailing in a race.,embeddings/email_statements_embedding.csv,Polling can indicate which candidates are leading or trailing in a race.,0.984372947315806
61,embeddings/email_statements_embedding.csv,"Climate change, infrastructure, homelessness, and protecting Social Security and Medicare are common issues addressed by politicians.",embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues addressed by politicians.",0.984253771707697
45,embeddings/email_statements_embedding.csv,Handling a coronavirus response is a responsibility of local and federal government officials.,embeddings/email_statements_embedding.csv,Handling a coronavirus response is a responsibility of local and national government officials.,0.9842007190377196
385,embeddings/email_statements_embedding.csv,Poverty can impact health outcomes.,embeddings/email_statements_embedding.csv,Poverty can affect health outcomes.,0.9840982755051276
387,embeddings/email_statements_embedding.csv,"Politicians work on issues such as climate change, infrastructure, homelessness, and protecting Social Security and Medicare.",embeddings/email_statements_embedding.csv,"Politicians work on issues such as climate change, infrastructure, homelessness, Social Security, and Medicare.",0.9839725158740166
149,embeddings/email_statements_embedding.csv,Social distancing involves staying 6 feet apart from others.,embeddings/email_statements_embedding.csv,Social distancing involves staying at least six feet apart from others.,0.9839687227906825
97,embeddings/email_statements_embedding.csv,People need money to fund campaigns.,embeddings/email_statements_embedding.csv,People need money to fund their campaigns.,0.9837779523923381
395,embeddings/email_statements_embedding.csv,Recurring donations can provide consistent support for a campaign.,embeddings/email_statements_embedding.csv,Recurring donations provide consistent support for a campaign.,0.9837613492207106
390,embeddings/email_statements_embedding.csv,Elected officials serve in specific districts.,embeddings/email_statements_embedding.csv,Elected officials serve specific districts.,0.9837602394435254
161,embeddings/email_statements_embedding.csv,Political campaigns can communicate with supporters via email.,embeddings/email_statements_embedding.csv,Political campaigns may communicate with supporters via email.,0.983697361700014
112,embeddings/email_statements_embedding.csv,Early voting allows voters to cast their ballots before the official election day.,embeddings/email_statements_embedding.csv,Early voting allows people to cast their votes before the official election day.,0.9836547240012663
393,embeddings/email_statements_embedding.csv,Political campaigns use donations to fund their activities and messaging.,embeddings/email_statements_embedding.csv,Political campaigns use donations to support their activities and messaging.,0.9835875236165856
356,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues and to build a campaign.,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues and to build a grassroots campaign.,0.9835344438526059
68,embeddings/email_statements_embedding.csv,Many political campaigns pledge not to accept corporate PAC money.,embeddings/email_statements_embedding.csv,Some political campaigns pledge not to accept corporate PAC money.,0.9834713551300266
248,embeddings/email_statements_embedding.csv,Donations can support political campaigns.,embeddings/email_statements_embedding.csv,Donations can support a political campaign.,0.9834539342810806
262,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, typically in retirement or with specific healthcare needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with specific needs.",0.9834487564705492
283,embeddings/observable_gpt4o_embedding.csv,"Revolutions are not made overnight, highlighting that significant historical changes take time to develop.",embeddings/observable_gpt4o_embedding.csv,"Revolutions are not made overnight, indicating that significant historical changes take time to develop.",0.983394034228079
29,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with and solicit donations from potential supporters.,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with and solicit donations from supporters.,0.9832572636440494
77,embeddings/email_statements_embedding.csv,Elections are decided by the voters.,embeddings/email_statements_embedding.csv,Elections are decided by voters.,0.9832552156391656
345,embeddings/email_statements_embedding.csv,Grassroots support can be crucial for a political campaign's success.,embeddings/email_statements_embedding.csv,Grassroots support can be crucial for political campaigns.,0.9832363022123274
189,embeddings/email_statements_embedding.csv,Climate change is an issue that some politicians aim to tackle,embeddings/email_statements_embedding.csv,Climate change is an issue that some politicians aim to tackle.,0.9832114317956068
363,embeddings/observable_gpt4o_embedding.csv,"Practice makes perfect, indicating that consistent effort improves skills and outcomes.",embeddings/observable_gpt4o_embedding.csv,"Practice makes perfect, indicating that consistent effort improves skills and performance.",0.9831846501417456
42,embeddings/email_statements_embedding.csv,"Politicians work on issues such as climate change, infrastructure, homelessness, and the protection of Social Security and Medicare.",embeddings/email_statements_embedding.csv,"Politicians work on issues such as climate change, infrastructure, homelessness, Social Security, and Medicare.",0.9830712783846652
394,embeddings/email_statements_embedding.csv,Email is a common method for campaigns to communicate with supporters.,embeddings/email_statements_embedding.csv,Email is a commonly used method for campaigns to communicate with supporters.,0.982973569407821
94,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to support individuals.,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to provide support for individuals.,0.9829573586428131
159,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, typically in retirement or with specific healthcare needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific health care needs.",0.9829181837481714
110,embeddings/email_statements_embedding.csv,Polling can show how close a race is between political candidates.,embeddings/email_statements_embedding.csv,Polling can indicate how close a race is between political candidates.,0.982884940675129
288,embeddings/email_statements_embedding.csv,People can unsubscribe from email lists if they do not want to receive further communications.,embeddings/email_statements_embedding.csv,People can unsubscribe from email lists if they do not wish to receive further communications.,0.9828547268663217
241,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations to fund their activities.,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations to support their activities.,0.9827411902131334
197,embeddings/observable_gpt4o_embedding.csv,"Practice makes perfect, indicating that consistent effort improves skills and outcomes.",embeddings/observable_gpt4o_embedding.csv,"Practice makes perfect, indicating that consistent effort improves skills.",0.9826301738680205
214,embeddings/email_statements_embedding.csv,Election Day is a specific date when voters cast their votes.,embeddings/email_statements_embedding.csv,Election Day is a specific day when voters can cast their votes.,0.9825603035963997
319,embeddings/email_statements_embedding.csv,Elections analysts make predictions about the outcomes of political races.,embeddings/email_statements_embedding.csv,Elections analysts make predictions about political races.,0.9825008363907988
317,embeddings/email_statements_embedding.csv,Email is a method of communication for campaigns to keep supporters informed.,embeddings/email_statements_embedding.csv,Email is a method of communication for campaigns to inform supporters.,0.982390132558427
92,embeddings/email_statements_embedding.csv,Campaigns may use email to communicate with and solicit support from potential donors.,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with and solicit support from potential donors.,0.9823748242366562
350,embeddings/email_statements_embedding.csv,Politicians commonly ask for donations to support their campaigns.,embeddings/email_statements_embedding.csv,Politicians frequently ask for donations to support their campaigns.,0.9822388546685206
194,embeddings/email_statements_embedding.csv,Volunteering your time can make a difference in the outcome of an election.,embeddings/email_statements_embedding.csv,Volunteering your time can make a real difference in the outcome of an election.,0.9821153399665421
329,embeddings/email_statements_embedding.csv,Election Day is a specific day when voters can cast their votes to elect public officials.,embeddings/email_statements_embedding.csv,Election Day is a specific date when voters cast their ballots to elect public officials.,0.9821037194074934
187,embeddings/email_statements_embedding.csv,Volunteering is a way individuals can contribute to a campaign without donating money.,embeddings/email_statements_embedding.csv,Volunteering is a way individuals can contribute to a campaign or cause without donating money.,0.982088664878862
266,embeddings/email_statements_embedding.csv,Grassroots support can be crucial for political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support can be important for political campaigns.,0.9820709869700486
339,embeddings/email_statements_embedding.csv,"Teachers, professors, and physicians can donate to political campaigns.",embeddings/email_statements_embedding.csv,"Teachers, professors, and physicians can make donations to political campaigns.",0.9820143685855681
99,embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues addressed by politicians.",embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues that politicians aim to address.",0.9819034871308703
389,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, typically in retirement or with specific needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific health care needs.",0.9816727028759268
35,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues and campaign needs.,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues and campaigns.,0.9815483028779838
258,embeddings/email_statements_embedding.csv,Essential workers and first responders are on the front lines during the pandemic,embeddings/email_statements_embedding.csv,Essential workers and first responders are on the front lines during the pandemic.,0.9814926747831508
286,embeddings/email_statements_embedding.csv,Campaigns often request donations from supporters.,embeddings/email_statements_embedding.csv,Campaigns frequently request donations from supporters.,0.9814522901564754
145,embeddings/email_statements_embedding.csv,People often donate money to political campaigns.,embeddings/email_statements_embedding.csv,People often donate to political campaigns.,0.9812300010431169
124,embeddings/email_statements_embedding.csv,Grassroots campaigns rely on contributions from many people.,embeddings/email_statements_embedding.csv,Grassroots campaigns rely on contributions from many individuals.,0.9810623192358285
165,embeddings/observable_gpt4o_embedding.csv,"Rest and recovery are just as important as exercise, essential for maintaining overall health.",embeddings/observable_gpt4o_embedding.csv,"Rest and recovery are just as important as exercise, helping to maintain overall health.",0.9810164625543193
376,embeddings/email_statements_embedding.csv,Confronting homelessness is a concern that needs to be addressed.,embeddings/email_statements_embedding.csv,Confronting homelessness is a concern that needs to be dealt with.,0.9809469936633399
201,embeddings/email_statements_embedding.csv,Voters have the option to unsubscribe from political campaign emails if they choose to.,embeddings/email_statements_embedding.csv,Voters have the option to unsubscribe from political campaign emails.,0.9806877150333938
256,embeddings/observable_gpt4o_embedding.csv,"What doesn't kill you makes you stronger, emphasizing resilience through adversity.",embeddings/observable_gpt4o_embedding.csv,"What doesn’t kill you makes you stronger, emphasizing resilience through adversity.",0.9806741113502246
296,embeddings/email_statements_embedding.csv,Campaigns can communicate with supporters through email.,embeddings/email_statements_embedding.csv,Campaigns may communicate with supporters via email.,0.9806655441090978
379,embeddings/email_statements_embedding.csv,Grassroots support is important for some political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support is critical for some political campaigns.,0.9805626872325123
374,embeddings/observable_gpt4o_embedding.csv,"The harder you work, the luckier you get, emphasizing the connection between effort and success.",embeddings/observable_gpt4o_embedding.csv,"The harder you work, the luckier you get, emphasizing the link between effort and success.",0.9805131935092657
156,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues.,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues,0.9805130531925648
358,embeddings/email_statements_embedding.csv,Campaigns often ask for donations.,embeddings/email_statements_embedding.csv,Campaigns frequently ask for donations.,0.9804486522731068
315,embeddings/email_statements_embedding.csv,Expanded health care access is critical for underserved communities.,embeddings/email_statements_embedding.csv,Expanded health care access is critical for underserved communities,0.9803692415798515
405,embeddings/email_statements_embedding.csv,Homelessness is an issue that can be confronted through political action.,embeddings/email_statements_embedding.csv,Homelessness is a social issue that can be confronted through political action.,0.9803634699322178
181,embeddings/email_statements_embedding.csv,Voting is a method for a group to make a collective decision.,embeddings/email_statements_embedding.csv,Voting is a method for a group of people to make a collective decision.,0.9803395657236552
176,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to support their activities.,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to fund their activities.,0.9803336239985645
235,embeddings/email_statements_embedding.csv,Political campaigns often communicate with supporters through emails.,embeddings/email_statements_embedding.csv,Political campaigns frequently communicate with supporters through email.,0.9802786532768424
346,embeddings/observable_gpt4o_embedding.csv,"There's no place like home, emphasizing the unique comfort of one's own surroundings.",embeddings/observable_gpt4o_embedding.csv,"There’s no place like home, emphasizing the unique comfort and familiarity of one's own surroundings.",0.9802440086492912
208,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to support their efforts.,embeddings/email_statements_embedding.csv,Campaigns often request donations to support their efforts.,0.9801967410095064
111,embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues tackled by politicians.",embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues that politicians aim to address.",0.9801845774766607
311,embeddings/email_statements_embedding.csv,Political campaigns often request donations from supporters.,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations from supporters.,0.9801555996372198
336,embeddings/email_statements_embedding.csv,Political campaigns often ask for contributions from supporters.,embeddings/email_statements_embedding.csv,Political campaigns often request contributions from supporters.,0.9800803259130588
302,embeddings/email_statements_embedding.csv,Expanded health care access is critical for underserved communities.,embeddings/email_statements_embedding.csv,Expanded health care access is critical for the underserved.,0.9800788585649615
402,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific needs.",embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to support individuals in retirement or with specific needs.,0.9799382969662753
367,embeddings/email_statements_embedding.csv,Voting in an election is a way for citizens to influence who represents them.,embeddings/email_statements_embedding.csv,Voting in an election is a way for citizens to influence who represents them in government.,0.9798600672700606
170,embeddings/email_statements_embedding.csv,Elections can be competitive and tough.,embeddings/email_statements_embedding.csv,Elections can be tough and competitive.,0.9798362547885068
224,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, typically in retirement or with specific needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with healthcare needs.",0.9798163961682225
142,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with specific health needs.",0.9796818191923327
54,embeddings/email_statements_embedding.csv,Email is a common method for campaigns to communicate with potential supporters.,embeddings/email_statements_embedding.csv,Email is a common method for campaigns to communicate with supporters.,0.9796800467454632
122,embeddings/email_statements_embedding.csv,Political campaigns often have deadlines for fundraising.,embeddings/email_statements_embedding.csv,Political campaigns often have fundraising deadlines.,0.9796386990049721
151,embeddings/email_statements_embedding.csv,Email is a communication tool used to inform and engage supporters in political campaigns.,embeddings/email_statements_embedding.csv,Email is a method of communication used to inform and engage supporters in political campaigns.,0.9795937115255189
39,embeddings/email_statements_embedding.csv,Campaigns may use email to communicate with and mobilize supporters.,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with and mobilize supporters.,0.9795725430996343
64,embeddings/email_statements_embedding.csv,Political campaigns often request donations to support their efforts.,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations to support their efforts.,0.9794531038981251
73,embeddings/email_statements_embedding.csv,Email is a commonly used method of communication for campaigns to reach supporters.,embeddings/email_statements_embedding.csv,Email is a commonly used method for campaigns to communicate with supporters.,0.9794336276721449
400,embeddings/email_statements_embedding.csv,Email is a communication tool used to inform and engage supporters in political campaigns.,embeddings/email_statements_embedding.csv,Email is a communication tool for political campaigns to inform and engage supporters.,0.9794275128850064
146,embeddings/email_statements_embedding.csv,Access to affordable health care is a concern for many people.,embeddings/email_statements_embedding.csv,Access to affordable healthcare is a concern for many people.,0.9793608933728465
271,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to support their activities.,embeddings/email_statements_embedding.csv,Campaigns often request donations to support their activities.,0.9792566904183702
171,embeddings/email_statements_embedding.csv,Campaigns require resources to operate.,embeddings/email_statements_embedding.csv,Campaigns require resources to operate effectively.,0.9792186936176002
284,embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues tackled by politicians",embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues addressed by politicians.",0.9791674567370237
114,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, typically in retirement or with specific healthcare needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific needs.",0.9791511766807642
184,embeddings/email_statements_embedding.csv,Campaigns often have fundraising deadlines.,embeddings/email_statements_embedding.csv,Campaigns often have deadlines for fundraising.,0.9790968263786044
18,embeddings/email_statements_embedding.csv,Elections have deadlines for fundraising.,embeddings/email_statements_embedding.csv,Elections have deadlines for fundraising activities.,0.979062657338946
334,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about campaign issues and updates.,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about campaign updates and critical issues.,0.9790473774476947
254,embeddings/email_statements_embedding.csv,Political campaigns often request donations to fund their activities.,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations to fund their activities.,0.9790384056280669
207,embeddings/email_statements_embedding.csv,Running for Congress is hard work but rewarding.,embeddings/email_statements_embedding.csv,Running for Congress is hard work but can be rewarding.,0.9789913367324834
46,embeddings/email_statements_embedding.csv,Nations are grateful for the service and sacrifice of their military service members.,embeddings/email_statements_embedding.csv,Nations are grateful for the service and sacrifice of their military personnel.,0.978950941250029
310,embeddings/email_statements_embedding.csv,Email is a common method of communication for campaigns to reach supporters.,embeddings/email_statements_embedding.csv,Email is a common method for campaigns to communicate with supporters.,0.9789323754336409
250,embeddings/email_statements_embedding.csv,Political campaigns use donations to fund their activities.,embeddings/email_statements_embedding.csv,Political campaigns use donations to support their activities.,0.9788998269574982
342,embeddings/email_statements_embedding.csv,Political campaigns frequently ask for donations.,embeddings/email_statements_embedding.csv,Political campaigns frequently request donations.,0.9788446375986912
116,embeddings/email_statements_embedding.csv,Health care decisions should be made between a patient and their doctor.,embeddings/email_statements_embedding.csv,Healthcare decisions should be made between a patient and their doctor.,0.9787995697063446
264,embeddings/email_statements_embedding.csv,People need to RSVP to secure a spot at events.,embeddings/email_statements_embedding.csv,People need to RSVP to secure a spot at events,0.978786254246947
12,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations from supporters.,embeddings/email_statements_embedding.csv,Political campaigns sometimes ask for donations from supporters.,0.9787776556339053
31,embeddings/email_statements_embedding.csv,Political campaigns can communicate with supporters through email.,embeddings/email_statements_embedding.csv,Political campaigns may communicate with supporters via email.,0.9787308149916019
154,embeddings/observable_gpt4o_embedding.csv,"Mathematics is the language of the universe, enabling us to understand natural phenomena.",embeddings/observable_gpt4o_embedding.csv,"Mathematics is the language of the universe, helping us understand natural phenomena.",0.9786821747543074
382,embeddings/email_statements_embedding.csv,Politicians often ask for donations to support their campaigns.,embeddings/email_statements_embedding.csv,Politicians commonly ask for donations to support their campaigns.,0.9786731852224912
287,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to protect individuals.,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs designed to protect individuals.,0.9786014453931686
277,embeddings/email_statements_embedding.csv,Political campaigns can be funded by grassroots support.,embeddings/email_statements_embedding.csv,Political campaigns can be funded by grassroots supporters.,0.9785785348751737
164,embeddings/email_statements_embedding.csv,Labor Day is a day of reflection and recognition for workers,embeddings/email_statements_embedding.csv,Labor Day is a day of reflection and recognition for workers.,0.9785462172683401
121,embeddings/email_statements_embedding.csv,Unemployment benefits provide financial assistance to people who have lost their jobs.,embeddings/email_statements_embedding.csv,Unemployment benefits provide financial assistance to those who have lost their jobs.,0.9785267251525358
143,embeddings/observable_gpt4o_embedding.csv,"Fitness is not a destination, it's a way of life, emphasizing the importance of ongoing commitment to health.",embeddings/observable_gpt4o_embedding.csv,"Fitness is not a destination, it's a way of life, encouraging ongoing commitment to health.",0.9784675851651734
126,embeddings/email_statements_embedding.csv,Campaigns often ask for support through emails.,embeddings/email_statements_embedding.csv,Campaigns often ask for support through email.,0.9783780087860097
76,embeddings/observable_gpt4o_embedding.csv,"It takes a village to raise a child, emphasizing the importance of community support in upbringing.",embeddings/observable_gpt4o_embedding.csv,"It takes a village to raise a child, emphasizing the importance of community support.",0.9783075791351031
168,embeddings/email_statements_embedding.csv,"The Labor Movement brought us the 40-hour work week, the minimum wage, and critical protections for workers",embeddings/email_statements_embedding.csv,"The Labor Movement brought us the 40-hour work week, the minimum wage, and critical protections for workers.",0.978283597777703
217,embeddings/email_statements_embedding.csv,Email is a way to keep supporters informed about issues.,embeddings/email_statements_embedding.csv,Email is a way to keep supporters informed about critical issues.,0.978197110085714
392,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific health care needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with specific needs.",0.9781783979810807
185,embeddings/email_statements_embedding.csv,Wearing masks can help prevent the spread of diseases.,embeddings/email_statements_embedding.csv,Wearing a mask can help prevent the spread of diseases.,0.9781627025386908
320,embeddings/email_statements_embedding.csv,Endorsements from prominent figures can be beneficial for a political campaign,embeddings/email_statements_embedding.csv,Endorsements from prominent figures can be beneficial to a political campaign.,0.9781260476443063
303,embeddings/email_statements_embedding.csv,Climate change is a topic that some politicians aim to address.,embeddings/email_statements_embedding.csv,Climate change is a topic that some politicians aim to tackle.,0.977854427391239
152,embeddings/email_statements_embedding.csv,Grassroots support is important for political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support is important for some political campaigns.,0.9778193971049677
290,embeddings/email_statements_embedding.csv,Rising costs of housing can make it difficult for people to keep up financially.,embeddings/email_statements_embedding.csv,Rising costs of housing can make it difficult for people to keep up.,0.977788788880527
360,embeddings/email_statements_embedding.csv,Re-election campaigns often depend on the support of grassroots individuals,embeddings/email_statements_embedding.csv,Re-election campaigns often depend on the support of grassroots individuals.,0.9777645924884043
409,embeddings/email_statements_embedding.csv,Election Day is a specific day when voting occurs.,embeddings/email_statements_embedding.csv,Election Day is a specific day when voting takes place.,0.9777194012973739
148,embeddings/email_statements_embedding.csv,Small business owners can be impacted by government policies.,embeddings/email_statements_embedding.csv,Small business owners can be impacted by government policies and decisions.,0.9776188727211229
75,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in political races.,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in political campaigns.,0.977593507434541
406,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in elections.,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers.,0.977489758284565
180,embeddings/email_statements_embedding.csv,Campaigns require resources to communicate their message to voters.,embeddings/email_statements_embedding.csv,Campaigns often require resources to communicate their message to voters.,0.9774615063355363
47,embeddings/email_statements_embedding.csv,Homelessness is a social issue that governments may address.,embeddings/email_statements_embedding.csv,Homelessness is a social issue that governments address.,0.9774311531047819
323,embeddings/email_statements_embedding.csv,Grassroots support can be crucial for a political campaign.,embeddings/email_statements_embedding.csv,Grassroots support can be important for political campaigns.,0.9773732878653436
59,embeddings/email_statements_embedding.csv,Elections require the support of voters.,embeddings/email_statements_embedding.csv,Elections require support from voters.,0.9773039037646533
81,embeddings/email_statements_embedding.csv,Grassroots support is considered important for political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support is considered valuable for political campaigns.,0.9770815174736169
357,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with supporters.,embeddings/email_statements_embedding.csv,Political campaigns often use email to communicate with supporters.,0.9770079737569641
96,embeddings/email_statements_embedding.csv,The United States Postal Service is an organization that can facilitate secure voting.,embeddings/email_statements_embedding.csv,The United States Postal Service (USPS) is an organization that can facilitate secure voting.,0.9770002972955955
188,embeddings/email_statements_embedding.csv,Donations can be made through ActBlue Express,embeddings/email_statements_embedding.csv,Donations can be made through ActBlue Express.,0.9769964254975386
338,embeddings/email_statements_embedding.csv,"Super PACs can contribute large sums of money to political races, often for advertising purposes.",embeddings/email_statements_embedding.csv,"Super PACs can contribute large sums of money to political races, often for advertising against opponents.",0.9769724913986151
354,embeddings/email_statements_embedding.csv,Campaigns often request donations to support their political activities.,embeddings/email_statements_embedding.csv,Campaigns often request donations to support their political efforts.,0.976967650137115
206,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to protect individuals.,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to protect individuals,0.9769144106273595
375,embeddings/email_statements_embedding.csv,Frontline workers risk their lives to protect others.,embeddings/email_statements_embedding.csv,Frontline workers risk their lives to protect others,0.976867627128899
269,embeddings/email_statements_embedding.csv,Politicians often ask for donations to support their campaigns.,embeddings/email_statements_embedding.csv,Politicians often ask for donations for their campaigns.,0.976829958430455
69,embeddings/observable_gpt4o_embedding.csv,"East or West, home is best, highlighting the comfort of one's own home.",embeddings/observable_gpt4o_embedding.csv,"East or West, home is best, highlighting the comfort of one’s own home.",0.9767005616010703
403,embeddings/email_statements_embedding.csv,Emails are used to communicate with supporters and solicit donations.,embeddings/email_statements_embedding.csv,Emails are used to communicate with supporters and request donations.,0.9766409584362618
275,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues.,embeddings/email_statements_embedding.csv,Email is an important way for politicians to keep supporters informed about critical issues.,0.9766233237658798
272,embeddings/email_statements_embedding.csv,Donations are a way to support political campaigns.,embeddings/email_statements_embedding.csv,Donations are a way to financially support political campaigns.,0.9765681494118907
